,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074
1,-0.98166105,-0.988520374,-0.990385258,-0.99321997,-0.99238585,-0.991676948,-0.992443489,-0.992680092,-0.992749349,-0.992668764,-0.992734377,-0.992241589,-0.993073948,-0.993753304,-0.994342912,-0.994415146,-0.994533322,-0.993194711,-0.99374807,-0.991559809,-0.993176679,-0.99271154,-0.994039386,-0.994853152,-0.996466241,-0.996045356,-0.996378608,-0.996124916,-0.996554497,-0.996279338,-0.994861389,-0.996349545,-0.997001989,-0.996406533,-0.996298316,-0.996350022,-0.99669575,-0.996547068,-0.996286966,-0.996193145,-0.996479556,-0.997360871,-0.996220666,-0.996031501,-0.993358821,-0.993371663,-0.991713377,-0.990930048,-0.99115187,-0.990721046
2,0.137959075,0.006891242,-0.230223865,-0.016511611,-0.460785787,-0.583069943,-0.656739303,-0.693773112,-0.686602751,-0.650342427,-0.591912982,-0.600646705,-0.470515868,-0.383160081,-0.174332826,-0.111592063,-0.068836009,-0.36453799,-0.173930948,-0.369743689,0.029537059,-0.095676629,-0.129301419,0.335542417,1.554006659,0.914380947,0.6448916,0.37478609,0.380160175,0.343005534,-0.013555937,0.123087051,0.258415333,0.032573096,-0.20695078,-0.168731836,-0.004638523,0.066230921,0.178584487,-0.02785501,-0.026168362,0.042651196,-0.085041639,-0.178811164,-0.35551714,-0.395786396,-0.531529058,-0.502634294,-0.26219216,-0.265573153
3,0.02150893,-0.426190533,-0.279942034,-0.035112979,0.576970493,0.62371716,0.552228532,1.052193318,1.561156811,1.658039423,2.059285693,1.701318549,1.563271609,1.397931412,1.028166455,0.984002967,1.062747386,0.770938108,0.317114419,0.551998911,0.165394626,0.114891313,0.457704818,0.143183366,0.043763662,0.106766446,0.63535126,0.449981544,0.600431228,1.039907966,1.463303987,1.945240947,1.748908108,1.604276615,2.518785936,3.944099755,5.022024915,5.476399428,7.158574176,6.771575385,5.382211537,6.415951679,6.178569083,7.772781626,4.146800067,2.524852514,3.653183962,4.497371206,3.22404026,3.645228367
4,0.048646752,0.981560123,1.245927069,0.535163452,0.314146385,0.331794719,1.221766216,0.770869143,0.478173734,0.239581865,0.132146959,0.025631074,0.01903353,0.036077347,-0.239273554,-0.206990822,-0.367544782,0.004936989,0.214573258,-0.262794699,-0.252644413,0.162062643,0.055895344,0.133541016,0.070744223,0.067002312,0.13531375,0.719330175,0.775683041,0.369791591,0.041078017,0.385042749,1.426118912,1.581669497,1.888998855,0.984168912,0.322371406,0.224047872,-0.07473589,0.295188991,0.738019525,1.296834294,1.628801408,2.189398282,3.377875978,6.5488676,2.405194027,1.678751926,1.705967121,1.625082763
5,-0.083471824,-0.113398211,-0.26055092,-0.253558648,-0.288894474,-0.492338308,-0.544526681,-0.374671864,-0.435367619,-0.459756603,-0.612934378,-0.485074469,-0.16036953,-0.109030242,0.10654221,0.40608857,0.505353688,0.648206474,1.26720033,1.630209112,1.669637094,0.737796875,1.034695462,0.422236427,0.126436179,0.814307945,0.291392196,0.017753153,0.013673094,0.07178671,0.545932114,0.589374419,0.025424552,-0.083728203,-0.455877195,-0.542753412,-0.525087913,-0.595348684,-0.658978751,-0.711350561,-0.689291407,-0.677387696,-0.779316238,-0.849034751,-0.836453749,-0.850477564,-0.766415814,-0.842394631,-0.828061046,-0.813355941
6,0.053429515,0.153509788,0.159881921,0.272132936,0.181686169,0.704722317,0.414046845,1.051043598,1.24136584,1.758941803,1.760589064,1.439246892,0.630612004,0.163476975,0.133753469,-0.132400893,-0.239170713,-0.553746254,-0.72282589,-0.66391633,-0.759529494,-0.756347565,-0.770769576,-0.64752997,-0.606759172,-0.669450365,-0.59983089,-0.695439021,-0.691401426,-0.70569966,-0.819948774,-0.918470125,-0.912905875,-0.892548316,-0.793902847,-0.73168141,-0.712997504,-0.700994453,-0.690043214,-0.54541559,-0.565589327,-0.67145178,-0.686258626,-0.708781386,-0.768417136,-0.731023093,-0.612275017,-0.446577957,-0.658101714,-0.760101111
7,0.089015601,0.270469742,0.472762572,0.141029074,0.064015388,-0.037816536,0.247771449,-0.349523695,-0.27813881,-0.349082302,-0.307934118,-0.387157937,-0.540139609,-0.505400277,-0.449020093,-0.36638882,-0.405072564,-0.227601533,-0.18791632,-0.1946556,-0.035384605,-0.114136163,-0.055555198,-0.248145646,-0.354938783,-0.516628723,-0.588365524,-0.403769406,-0.449801886,-0.481701439,-0.442591424,-0.095285265,-0.048142824,0.203657198,0.105758718,0.024896975,0.291630328,0.390857404,0.275532024,0.417280651,0.757699223,1.415177133,1.99995767,2.468240556,2.91138283,2.146744474,1.280689303,2.115716288,2.655447773,4.162066215
8,-0.026040028,-0.433623555,-0.510439262,-0.592773368,-0.377447112,-0.339806184,-0.541491494,-0.552699753,-0.728493016,-0.814198387,-0.754565188,-0.702038766,-0.642322244,-0.651156144,-0.716743434,-0.75444714,-0.693906981,-0.622682801,-0.458072209,-0.33968075,-0.370801156,-0.266109638,-0.398351205,-0.115326016,0.024347802,-0.123780191,0.149049391,-0.183397897,-0.294385374,-0.252947405,-0.163540198,-0.091848919,-0.044646134,-0.332643402,-0.352504554,-0.420090585,-0.393804373,-0.378951543,-0.365424484,-0.608380276,-0.675534949,-0.777388022,-0.749365748,-0.745305549,-0.786081235,-0.728029256,-0.720733843,-0.790653045,-0.738840394,-0.815379383
9,-0.17591002,-0.384649373,-0.54195371,-0.318114185,-0.458040256,-0.495386848,-0.53374151,-0.532440332,-0.2789733,-0.003340168,-0.214322965,-0.322054786,-0.446958346,0.019951721,0.00033633,-0.129711949,-0.24530405,-0.276720821,-0.541505345,-0.479014607,-0.326479449,-0.38463587,-0.283855676,-0.537565258,-0.411844236,-0.203284968,-0.068268414,0.258593245,0.502576049,1.294097761,1.208715004,1.22663192,0.956336411,0.823086432,0.599082133,1.417585784,0.671693796,0.679775555,0.72231692,1.106676149,0.695720291,0.805517302,0.931847883,0.674747574,0.696012805,0.246750358,0.358088302,0.506412548,0.531139464,1.128439217
10,-0.286203501,0.633828385,1.178501511,1.202643357,1.545099412,2.369193579,3.273217349,4.635398866,4.228227919,6.764728749,4.895971497,4.441564784,5.588968175,2.022358434,3.231706431,2.667207148,4.702399409,2.246794772,2.403781213,1.491765273,0.95898584,1.71839536,1.742805609,1.608822684,2.013691133,1.19810191,0.876730295,1.317414388,1.186689555,0.429749967,0.650113439,1.080282566,2.857405546,4.961349651,5.514668417,4.030865471,4.562960811,6.339412961,10.11647425,6.961729588,8.127521179,8.828836225,7.116651087,12.0682753,16.1171067,23.62058113,29.40898943,32.29560483,34.20351936,21.53125264
