,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074
1,-0.98037872,-0.988481613,-0.99267829,-0.994461062,-0.99561737,-0.996191223,-0.996597935,-0.997074742,-0.997384431,-0.997609123,-0.997531832,-0.997512257,-0.99772942,-0.997727301,-0.997715814,-0.997909306,-0.997843681,-0.997966795,-0.997772108,-0.997650187,-0.997709466,-0.997733553,-0.997937321,-0.998082701,-0.998222913,-0.99812831,-0.998170843,-0.998287404,-0.9983719,-0.998427334,-0.998296963,-0.998231317,-0.998275071,-0.998107693,-0.997953386,-0.997998252,-0.998002924,-0.998061934,-0.998044763,-0.998116208,-0.998155898,-0.998228245,-0.998056926,-0.998018225,-0.997845447,-0.99780372,-0.997746624,-0.997767194,-0.99794391,-0.997911945
2,0.087904874,-0.02133648,0.087823543,0.112087789,0.097760634,0.09139213,-0.031794048,0.026951171,0.002773634,-0.015987818,-0.092528462,-0.11394876,-0.134503564,-0.066478743,-0.132062425,-0.141173641,-0.178169417,-0.142645675,-0.167250767,-0.264918212,-0.204467,-0.280017962,-0.235565027,-0.187114785,-0.034574904,-0.222501134,-0.271721984,-0.25506247,-0.137616807,-0.054151586,-0.122389361,-0.202496486,-0.200769129,-0.334433156,-0.414557509,-0.374619734,-0.408212554,-0.419724339,-0.404531226,-0.357726234,-0.396531658,-0.372334269,-0.402417234,-0.36632129,-0.443337926,-0.434981416,-0.464848728,-0.4398089,-0.406435329,-0.363776376
3,-0.105347081,-0.100124802,-0.08688232,-0.017749624,0.057843559,0.063922814,0.272892826,0.266349617,0.412544872,0.520315615,0.437102546,0.417422267,0.512103903,0.286052878,0.319894009,0.398758934,0.485441431,0.405348338,0.351993132,0.465507333,0.298571345,0.412034229,0.311152965,0.354674745,0.199155115,0.487426304,0.777829843,0.70002579,0.579429187,0.540451604,0.543491007,0.430335965,0.32841989,0.433633344,0.44361675,0.484826243,0.686663613,0.735803774,0.601230777,0.63002123,0.742519364,0.666489002,0.555983404,0.443085802,0.518286052,0.364805706,0.410510489,0.476756666,0.495675084,0.368530312
4,0.025091673,-0.009106318,0.022962626,-0.026919629,-0.022323176,-0.100784873,-0.174513358,-0.172029516,-0.198871367,-0.208301889,-0.151465963,-0.158548807,-0.187259142,-0.171452485,-0.191073196,-0.167575211,-0.205031979,-0.114076872,-0.188354295,-0.220843217,-0.23287434,-0.217005937,-0.208940426,-0.332130725,-0.263260553,-0.327580522,-0.36337831,-0.309725449,-0.299234251,-0.346538882,-0.417217675,-0.326360018,-0.29771141,-0.255509689,-0.22559831,-0.334599513,-0.364764303,-0.316020037,-0.271810787,-0.307768671,-0.296245907,-0.26441035,-0.325383647,-0.290570972,-0.253453332,-0.178496431,-0.283119473,-0.299069918,-0.302600207,-0.22675463
5,0.147141562,0.144538466,0.103884057,0.100701425,0.042046747,0.074082733,0.019652105,-0.009049154,-0.077538343,-0.088750002,-0.132541841,-0.209236879,-0.186099846,-0.11930456,-0.15127412,-0.109545241,-0.08448689,-0.116393187,0.016445971,0.059706954,0.152793237,0.192785849,0.315640445,0.46333561,0.46931374,0.533897754,0.504995818,0.508984526,0.446618336,0.39080003,0.612776613,0.681593857,0.760493466,0.798734108,0.69154712,0.527538342,0.565297225,0.526681192,0.496755268,0.509798597,0.505157941,0.604593596,0.764373656,0.63826503,0.658733479,0.582356976,0.79724577,0.737157151,0.823868278,0.68008744
6,-0.143244522,-0.135440079,-0.102761013,-0.090216559,-0.098056282,-0.057922382,0.103308082,0.187447372,0.36989127,0.366439271,0.235625113,0.269262115,0.353453768,0.204396738,0.343177079,0.368670081,0.363490242,0.343659364,0.207881429,0.190248155,0.235873818,0.17902608,0.124095432,0.133361938,0.132099168,0.190899452,0.101006412,0.162424705,0.209839438,0.36941674,0.225354679,0.09924272,0.173226666,0.091900479,0.151649782,0.329286271,0.348924631,0.249175357,0.22388962,0.220792426,0.210269602,0.198178393,0.209971033,0.153530551,0.100969018,-0.004772909,-0.061401386,-0.034146029,-0.056280585,-0.048402208
7,0.066224812,0.13806209,0.056500321,0.009639418,0.066385978,0.111449715,0.091298577,0.061592736,0.018821294,0.063277505,0.170709644,0.265801429,0.358160354,0.361433859,0.242803523,0.207578837,0.066462759,0.010180601,-0.03203679,-0.016300189,-0.046923681,-0.085474025,-0.051592064,-0.034753016,-0.157519266,-0.16903927,-0.155425624,-0.218714527,-0.179690174,-0.276745562,-0.263223887,-0.170087955,-0.248987466,-0.257942025,-0.216583701,-0.188557569,-0.276723378,-0.263458223,-0.261203534,-0.203040538,-0.183564097,-0.176769588,-0.176526803,-0.165630611,-0.105137722,0.029302039,-0.014853189,-0.125608367,-0.073256074,-0.078903874
8,0.0395305,0.007966199,0.019475281,-0.019752462,0.002528926,0.007934739,-0.005521942,-0.041191256,-0.135709931,-0.253006034,-0.209906594,-0.257484998,-0.349744469,-0.322252144,-0.299614323,-0.441499213,-0.419928215,-0.402315073,-0.319483655,-0.220499084,-0.288103956,-0.194462386,-0.268263207,-0.271021625,-0.242038698,-0.310546831,-0.237431717,-0.217804104,-0.292696984,-0.299360413,-0.306427913,-0.358674649,-0.314886197,-0.28034077,-0.294023749,-0.363914627,-0.327274108,-0.237462406,-0.098663189,-0.184565656,-0.184039165,-0.191912344,-0.082331437,-0.051846631,-0.106166746,-0.059751218,0.040125438,0.099754172,-0.096760715,-0.164212164
9,-0.089965379,-0.088312023,-0.05460774,-0.014501181,-0.081210339,-0.08617217,-0.091159457,-0.050875964,0.049455028,0.179676484,0.192919317,0.144840814,0.22333455,0.367675236,0.285222376,0.562754241,0.561987088,0.591892079,0.527748787,0.343755607,0.619720086,0.34313879,0.38730063,0.295525638,0.333509557,0.323328704,0.305666181,0.277119398,0.300308209,0.54683351,0.8006889,0.760799739,0.70874069,0.631421379,0.493740309,0.841628152,0.979545202,0.750616302,0.500380905,0.578290543,0.571841752,0.568062192,0.355478216,0.465943113,0.480387983,0.362588675,0.26879091,0.515955352,0.906408915,1.016750037
10,-0.030935297,0.011861325,0.03235904,0.004966438,-0.056724851,-0.124887045,-0.141471056,-0.169786319,-0.21443001,-0.178077092,-0.192372972,-0.10114666,-0.115862647,-0.25161976,-0.129917233,-0.155888894,-0.085948392,-0.08472383,-0.035654016,-0.070323558,-0.216360659,-0.042205047,0.003211958,0.080832551,0.077218733,0.133786151,0.033619506,0.15292582,0.244750227,0.195753081,0.108163028,0.187552239,0.258785488,0.399599494,0.515827235,0.434167218,0.259844429,0.342573504,0.455072918,0.394689826,0.392364425,0.283264987,0.301542421,0.41163358,0.387987884,0.626705776,0.789796227,0.498487691,0.313405076,0.329843082
