Large Cap,Mid Cap,Small Cap,International Developed,Emerging Markets,US Agg Bond,US High Yield,US Treasury,Corporate,Gold,Oil,Private Equity,Venture Capital,Angel Venture,Cash
2.507788002256669e-16,0.0,0.6248253320498118,0.0,2.263383098852272e-17,1.967063739146224e-16,1.864133541398207e-16,0.0,2.3463333549014198e-17,0.14674429691257332,0.0,0.06535847905050585,0.1630718919871087,0.0,1.2540800683173152e-17
0.0,3.7361930800601756e-16,0.6276080716011175,8.613590952053287e-17,5.320051461106289e-17,8.046763594241198e-17,3.9276512922964815e-17,7.885934366649996e-18,0.0,0.1511792640671294,0.0,0.0618371826489081,0.15937548168284496,4.8092526958251447e-17,0.0
0.0,0.0,0.6303603816974015,6.613648491282336e-17,4.411449929339693e-17,2.298750877145706e-16,0.0,6.380679502235112e-17,6.839492210451865e-17,0.1552448004332246,0.0,0.058364290134214625,0.15603052773515946,0.0,0.0
2.8856987288876357e-17,0.0,0.6330102879026119,0.0,0.0,0.0,0.0,0.0,0.0,0.15909346706153624,1.5345795594787964e-16,0.05488401728407537,0.15301222775177808,4.595746638720913e-16,2.468856059505717e-18
4.287805131568937e-16,0.0,0.6342130929981036,0.0,0.0,2.91715441207489e-16,2.9200769231039117e-16,1.1318579244556548e-16,3.638324760918756e-16,0.16243862648816645,4.7359362611317104e-17,0.052884550419385334,0.15046373009434358,0.0,7.830688871874699e-17
7.462288060597424e-17,1.3229169198098027e-16,0.6373858153807826,0.0,0.0,3.723150260315222e-16,1.6894648447390465e-16,2.1309523136683253e-17,5.639508308514326e-16,0.1662219594793295,0.0,0.04913708876538814,0.1472551363744989,0.0,9.671107986030836e-17
7.429919411487826e-17,7.816703039538234e-16,0.6391495880656639,0.0,5.778823739825797e-18,0.0031033948793915147,5.3012064503866594e-17,0.0,5.490459494972769e-16,0.17023110818060835,0.0,0.044369225286207715,0.14314668358812754,0.0,1.9393782761841974e-17
5.443088889303352e-16,6.10679027088535e-17,0.6297247184011681,0.0,0.0,0.023984456808219604,4.506666536539067e-16,5.739538589701694e-18,5.637851296924623e-17,0.16767735056140565,5.5456700529961855e-17,0.04125023673156364,0.1373632374976422,4.0144753932326134e-17,6.586778403901015e-17
0.0,0.0,0.5747520717407927,6.236970356720649e-17,3.6270681383094636e-17,0.12860525292927696,0.0,2.7883345968048254e-17,0.0,0.14175578789747284,4.562234544621223e-17,0.02968051988180105,0.1252063675506575,3.874201497254966e-16,0.0
1.2786751885372978e-17,1.2625285051110759e-15,0.5419161599963946,0.0,0.0,0.1906623963680782,0.0,1.2960781388146924e-17,9.62609229538818e-16,0.12860131392227242,0.0,0.023060561160017465,0.11575956855323623,0.0,0.0
1.2747118665289307e-16,1.4139077990344776e-16,0.5174156422911323,0.0,0.0,0.2390009276396666,9.091689329683062e-17,3.1360774336812774e-17,0.0,0.11707708644811084,0.0,0.017712877265939352,0.10879346635515175,0.0,0.0
2.573800430225634e-16,2.503862888226723e-16,0.4931531220533053,0.0,9.694528546429598e-17,0.28584357575840824,3.56827935896123e-16,2.2225214884027874e-17,9.304078697712508e-17,0.10598546237839176,1.0322246411612371e-16,0.011977015097511902,0.10304082471238137,2.2961536250238445e-16,1.4905592624985184e-17
0.0,9.371936804344804e-16,0.4742110636969468,0.0,0.0,0.32314730004593845,0.0,1.7619153018349973e-16,0.0,0.09758258827445442,0.0,0.0074216937736901085,0.09763735420898058,0.0,0.0
0.0,4.739831104996218e-16,0.4562777991970758,0.0,0.0,0.357739604645866,0.0,2.777189930284813e-17,0.0,0.09008626703978204,0.0,0.0033025853873440278,0.09259374372995804,0.0,6.522003876762433e-17
