Year,Account,Asset,Invested,Weight,Return (Nominal),Inflation Rate,Return (Inflation Adjusted),Gross Gain,Tax,Net Gain,End Value,TOTAL ASK Cap (DKK),Goal,Redeemed Amount,Allocated Value,Goal Value,Utility (Keep),Utility (Redeem),Utility Δ,Redeemed,Path_ID
2026,ASK,Emerging Markets - Equities,27108.03,0.9840068185928365,0.03386818567402727,0.02,0.013868185674027266,375.93919329710116,63.909662860507204,312.029530436594,27420.059530436592,187224.30000000002,,,,,,,,,0
2026,ASK,Developed Markets - Equities,24.68,0.0008958706436015898,0.1080766748212674,0.02,0.0880766748212674,2.173732334588877,0.3695344968801091,1.8041978377087677,26.484197837708766,187224.30000000002,,,,,,,,,0
2026,NORMAL,Emerging Markets State - Obligations,172.73322628102068,0.006270122633701663,0.06530575501109404,0.02,0.04530575501109403,7.8258092321637776,2.11296849268422,5.7128407394795575,178.44606702050024,187224.30000000002,,,,,,,,,0
2026,NORMAL,High Yield Bonds - Obligations,211.7609557042042,0.007686808090616417,0.1397831648097128,0.02,0.11978316480971281,25.365397457378975,6.848657313492324,18.51674014388665,230.27769584809084,187224.30000000002,,,,,,,,,0
2026,NORMAL,Investment Grade Bonds - Obligations,26.28069049122289,0.0009539748421663708,0.097983870441126,0.02,0.077983870441126,2.049469962370857,0.5533568898401314,1.4961130725307257,27.776803563753617,187224.30000000002,,,,,,,,,0
2026,NORMAL,Government ZC Bonds - Obligations,5.138583599714356,0.00018652780375513268,0.03251979190989363,0.02,0.012519791909893632,0.06433399738001544,0.01737017929260417,0.04696381808741127,5.185547417801767,187224.30000000002,,,,,,,,,0
2027,ASK,Emerging Markets - Equities,54773.25,0.982772014688915,0.3905701728414062,0.02,0.3705701728414062,20297.332719585553,3450.546562329544,16846.786157256007,71620.036157256,210908.17395000003,,,,,,,,,0
2027,ASK,Developed Markets - Equities,117.45,0.002107353007630788,0.2536894002439221,0.02,0.23368940024392212,27.44682005864864,4.665959409970269,22.78086064867837,140.23086064867837,210908.17395000003,,,,,,,,,0
2027,NORMAL,Emerging Markets State - Obligations,174.3706961872135,0.0031286556922332804,0.2865032977342938,0.02,0.26650329773429376,46.47036556211705,12.546998701771605,33.923366860345446,208.29406304755895,210908.17395000003,,,,,,,,,0
2027,NORMAL,High Yield Bonds - Obligations,273.40637723809203,0.004905608781422998,0.1518429726659967,0.02,0.1318429726659967,36.04670952091095,9.732611570645956,26.314097950264994,299.720475188357,210908.17395000003,,,,,,,,,0
2027,NORMAL,Investment Grade Bonds - Obligations,122.93055882112472,0.0022056882321109467,0.1046879641405076,0.02,0.0846879641405076,10.410738757215967,2.810899464448311,7.599839292767656,130.53039811389237,210908.17395000003,,,,,,,,,0
2027,NORMAL,Government ZC Bonds - Obligations,272.02265135704954,0.004880781204606042,0.03140025619289832,0.02,0.011400256192898316,3.101127915741813,0.8373045372502895,2.2638233784915234,274.28647473554105,210908.17395000003,,,,,,,,,0
2028,ASK,Emerging Markets - Equities,26088.59,0.2559148619583722,-0.05822360080002031,0.02,-0.0782236008000203,-2040.743449595404,-346.9263864312187,-1693.8170631641851,24394.772936835816,237588.05795467505,,,,,,,,,0
2028,ASK,Developed Markets - Equities,131.61,0.0012910224348016265,-0.03074799972851738,0.02,-0.05074799972851738,-6.67894424427017,-1.135420521525929,-5.543523722744241,126.06647627725577,237588.05795467505,,,,,,,,,0
2028,NORMAL,Emerging Markets State - Obligations,125.40441131791631,0.0012301489889409692,-0.0777775283756873,0.02,-0.0977775283756873,-12.261733386073928,-3.310668014239961,-8.951065371833966,116.45334594608235,237588.05795467505,,,,,,,,,0
2028,NORMAL,High Yield Bonds - Obligations,800.9224957582333,0.007856613559465007,-0.0435160493064316,0.02,-0.06351604930643161,-50.871432731210234,-13.735286837426763,-37.13614589378347,763.7863498644498,237588.05795467505,,,,,,,,,0
2028,NORMAL,Investment Grade Bonds - Obligations,535.3217323506587,0.005251214697223403,0.05861899609230226,0.02,0.038618996092302266,20.67358788977458,5.581868730239137,15.091719159535444,550.4134515101941,237588.05795467505,,,,,,,,,0
2028,NORMAL,Government ZC Bonds - Obligations,74260.6048493546,0.7284560966678462,0.08447794970601397,0.02,0.06447794970601396,4788.171544614859,1292.806317046012,3495.3652275688473,77755.97007692345,237588.05795467505,,,,,,,,,0
2029,ASK,Emerging Markets - Equities,57781.3,0.4335021191256137,-0.1074803176928559,0.02,-0.1274803176928559,-7365.97848070621,-1252.2163417200557,-6113.762138986154,51667.53786101385,267642.94728594145,,,,,,,,,0
2029,ASK,Developed Markets - Equities,803.56,0.006028679916245881,-0.009312820340501293,0.02,-0.029312820340501294,-23.55460991281325,-4.004283685178253,-19.550326227634997,784.009673772365,267642.94728594145,,,,,,,,,0
2029,NORMAL,Emerging Markets State - Obligations,418.939665066793,0.003143079726351425,-0.004616779536567917,0.02,-0.024616779536567917,-10.312945374072854,-2.784495250999671,-7.528450123073183,411.4112149437198,267642.94728594145,,,,,,,,,0
2029,NORMAL,High Yield Bonds - Obligations,620.3371009685695,0.004654056724963175,-0.01476803342088095,0.02,-0.03476803342088095,-21.567901058687653,-5.823333285845668,-15.744567772841986,604.5925331957276,267642.94728594145,,,,,,,,,0
2029,NORMAL,Investment Grade Bonds - Obligations,230.86144391315176,0.001732029655974343,0.03380370682289091,0.02,0.01380370682289091,3.186743688486416,0.8604207958913326,2.3263228925950834,233.18776680574683,267642.94728594145,,,,,,,,,0
2029,NORMAL,Government ZC Bonds - Obligations,73434.5456639742,0.55094003011977,0.04927103227675977,0.02,0.029271032276759767,2149.5049563593784,580.3663382170322,1569.1386181423463,75003.68428211655,267642.94728594145,,,,,,,,,0
2029,,,,,,,,,,,,,GOAL B,0.0,1287.0442333184797,700000.0,0.8579605828959227,0.75,-0.1079605828959227,FALSE,0
2030,ASK,Emerging Markets - Equities,82764.54,0.5218384579384123,0.3307442414919082,0.02,0.31074424149190816,25718.604204726696,4372.162714803539,21346.441489923156,104110.98148992316,301499.78011761303,,,,,,,,,0
2030,ASK,Developed Markets - Equities,887.55,0.005596088896805781,0.1768487245107833,0.02,0.1568487245107833,139.21108543954574,23.665884524722777,115.54520091482297,1003.095200914823,301499.78011761303,,,,,,,,,0
