Year,Asset,Weight,Allocation (%),Invested Amt (DKK),Path_ID,source_folder
2039,Government ZC Bonds - Obligations,0.1495371792994535,14.95,84361.98081573924,98,P1_outputs_path_50_to_100
2040,Emerging Markets - Equities,0.2240992669900946,22.41,166539.32857327565,98,P1_outputs_path_50_to_100
2040,Developed Markets - Equities,0.6365505655170524,63.66,473052.43434301176,98,P1_outputs_path_50_to_100
2040,Emerging Markets State - Obligations,0.0063375375915585,0.63,4709.739882159925,98,P1_outputs_path_50_to_100
2040,High Yield Bonds - Obligations,0.0062804017593701,0.63,4667.279399098398,98,P1_outputs_path_50_to_100
2040,Investment Grade Bonds - Obligations,0.00248026443304,0.25,1843.2080519965136,98,P1_outputs_path_50_to_100
2040,Government ZC Bonds - Obligations,0.1242519637088842,12.43,92337.82371498444,98,P1_outputs_path_50_to_100
2041,Emerging Markets - Equities,0.2323303236740584,23.23,226699.89047264573,98,P1_outputs_path_50_to_100
2041,Developed Markets - Equities,0.6746173863569487,67.46,658268.3016988336,98,P1_outputs_path_50_to_100
2041,Emerging Markets State - Obligations,0.0052268883243886,0.52,5100.216759969829,98,P1_outputs_path_50_to_100
2041,High Yield Bonds - Obligations,0.0029885087787662,0.3,2916.083454406565,98,P1_outputs_path_50_to_100
2041,Investment Grade Bonds - Obligations,0.0046470910425452,0.46,4534.470635178007,98,P1_outputs_path_50_to_100
2041,Government ZC Bonds - Obligations,0.0801898018232927,8.02,78246.43379685294,98,P1_outputs_path_50_to_100
2042,Emerging Markets - Equities,0.2426124333484307,24.26,257695.1987499919,98,P1_outputs_path_50_to_100
2042,Developed Markets - Equities,0.666243964781083,66.62,707663.1174696321,98,P1_outputs_path_50_to_100
2042,Emerging Markets State - Obligations,0.0104925900823236,1.05,11144.894964156125,98,P1_outputs_path_50_to_100
2042,High Yield Bonds - Obligations,0.005008774756345,0.5,5320.161001297791,98,P1_outputs_path_50_to_100
2042,Investment Grade Bonds - Obligations,0.0017457216451611,0.17,1854.2499248828,98,P1_outputs_path_50_to_100
2042,Government ZC Bonds - Obligations,0.0738965153866564,7.39,78490.52481225382,98,P1_outputs_path_50_to_100
2043,Emerging Markets - Equities,0.2325773704008753,23.26,281603.3785847346,98,P1_outputs_path_50_to_100
2043,Developed Markets - Equities,0.6683707647143919,66.84,809259.581731547,98,P1_outputs_path_50_to_100
2043,Emerging Markets State - Obligations,0.008813888667895,0.88,10671.80707680588,98,P1_outputs_path_50_to_100
2043,High Yield Bonds - Obligations,0.0130518059979203,1.31,15803.053664730263,98,P1_outputs_path_50_to_100
2043,Investment Grade Bonds - Obligations,0.001241277574354,0.12,1502.9319408722915,98,P1_outputs_path_50_to_100
2043,Government ZC Bonds - Obligations,0.0759448926445632,7.59,91953.65102848152,98,P1_outputs_path_50_to_100
2044,Emerging Markets - Equities,0.23099404832329,23.1,335538.6540548262,98,P1_outputs_path_50_to_100
2044,Developed Markets - Equities,0.6443307717588741,64.43,935945.6725893564,98,P1_outputs_path_50_to_100
2044,Emerging Markets State - Obligations,0.0022844022166963,0.23,3318.290019478696,98,P1_outputs_path_50_to_100
2044,High Yield Bonds - Obligations,0.0040619284675451,0.41,5900.2992534230825,98,P1_outputs_path_50_to_100
2044,Investment Grade Bonds - Obligations,0.0023483523632139,0.23,3411.183088563677,98,P1_outputs_path_50_to_100
2044,Government ZC Bonds - Obligations,0.1159804968703803,11.6,168471.61257606169,98,P1_outputs_path_50_to_100
2045,Emerging Markets - Equities,0.2464752827556653,24.65,340786.9717921357,98,P1_outputs_path_50_to_100
2045,Developed Markets - Equities,0.7000958443237046,70.01,967981.6169958316,98,P1_outputs_path_50_to_100
2045,Emerging Markets State - Obligations,0.0088330351797144,0.88,12212.921624325065,98,P1_outputs_path_50_to_100
2045,High Yield Bonds - Obligations,0.0162544405968669,1.63,22474.065258189188,98,P1_outputs_path_50_to_100
2045,Investment Grade Bonds - Obligations,0.0180615561061959,1.81,24972.658282274737,98,P1_outputs_path_50_to_100
2045,Government ZC Bonds - Obligations,0.0102798410378525,1.03,14213.335546782228,98,P1_outputs_path_50_to_100
2046,Emerging Markets - Equities,0.2039988707742404,20.4,317254.5012052007,98,P1_outputs_path_50_to_100
2046,Developed Markets - Equities,0.4155067132702255,41.55,646186.7880231582,98,P1_outputs_path_50_to_100
2046,Emerging Markets State - Obligations,0.0076669364180626,0.77,11923.44879093131,98,P1_outputs_path_50_to_100
2046,High Yield Bonds - Obligations,0.0053161138710308,0.53,8267.501913627768,98,P1_outputs_path_50_to_100
2046,Investment Grade Bonds - Obligations,0.0066575916649637,0.67,10353.738306882218,98,P1_outputs_path_50_to_100
2046,Government ZC Bonds - Obligations,0.3608537740014767,36.09,561191.7538776336,98,P1_outputs_path_50_to_100
2047,Emerging Markets - Equities,0.2366576830618363,23.67,350234.39072023664,98,P1_outputs_path_50_to_100
2047,Developed Markets - Equities,0.6799675154028367,68.0,1006297.3886397756,98,P1_outputs_path_50_to_100
2047,Emerging Markets State - Obligations,0.0129183795819327,1.29,19118.165712747006,98,P1_outputs_path_50_to_100
2047,High Yield Bonds - Obligations,0.0116198374777807,1.16,17196.427543133403,98,P1_outputs_path_50_to_100
2047,Investment Grade Bonds - Obligations,0.0053311959135411,0.53,7889.742384156696,98,P1_outputs_path_50_to_100
2047,Government ZC Bonds - Obligations,0.0535053885620727,5.35,79183.6838797692,98,P1_outputs_path_50_to_100
2048,Emerging Markets - Equities,0.1988006385541499,19.88,315105.6728719649,98,P1_outputs_path_50_to_100
2048,Developed Markets - Equities,0.4162082996639883,41.62,659704.0999181427,98,P1_outputs_path_50_to_100
2048,Emerging Markets State - Obligations,2.502544828552179e-05,0.0,39.66617400368151,98,P1_outputs_path_50_to_100
2048,High Yield Bonds - Obligations,0.0127795976736287,1.28,20256.09048979441,98,P1_outputs_path_50_to_100
2048,Investment Grade Bonds - Obligations,0.0082118866573953,0.82,13016.115489096148,98,P1_outputs_path_50_to_100
2048,Government ZC Bonds - Obligations,0.3639745520025521,36.4,576911.8597966498,98,P1_outputs_path_50_to_100
2049,Emerging Markets - Equities,0.2001877375304096,20.02,321012.61549051065,98,P1_outputs_path_50_to_100
2049,Developed Markets - Equities,0.3997699400903823,39.98,641054.2206332899,98,P1_outputs_path_50_to_100
2049,Emerging Markets State - Obligations,0.0028419494179174,0.28,4557.230262911674,98,P1_outputs_path_50_to_100
2049,High Yield Bonds - Obligations,0.0144008410017538,1.44,23092.58145511408,98,P1_outputs_path_50_to_100
2049,Investment Grade Bonds - Obligations,0.000174313435931,0.02,279.5216763706525,98,P1_outputs_path_50_to_100
2049,Government ZC Bonds - Obligations,0.3826252185236057,38.26,613561.6679929392,98,P1_outputs_path_50_to_100
2050,Emerging Markets - Equities,0.1836118618225068,18.36,325694.83070279285,98,P1_outputs_path_50_to_100
2050,Developed Markets - Equities,0.3029776381576493,30.3,537428.5168018041,98,P1_outputs_path_50_to_100
2050,Emerging Markets State - Obligations,0.0079369362339551,0.79,14078.715162290297,98,P1_outputs_path_50_to_100
2050,High Yield Bonds - Obligations,0.0245909159899918,2.46,43619.91725746585,98,P1_outputs_path_50_to_100
2050,Investment Grade Bonds - Obligations,0.0108249964634635,1.08,19201.621047414952,98,P1_outputs_path_50_to_100
2050,Government ZC Bonds - Obligations,0.4700576513324334,47.01,833798.7843032872,98,P1_outputs_path_50_to_100
2051,Emerging Markets - Equities,0.0113491296877653,1.13,22980.8236260342,98,P1_outputs_path_50_to_100
2051,Developed Markets - Equities,0.0197404394370813,1.97,39972.365237224,98,P1_outputs_path_50_to_100
2051,Emerging Markets State - Obligations,0.0187976591241235,1.88,38063.33179710594,98,P1_outputs_path_50_to_100
2051,High Yield Bonds - Obligations,0.0040137264409395,0.4,8127.384386295013,98,P1_outputs_path_50_to_100
2051,Investment Grade Bonds - Obligations,0.0039153110304167,0.39,7928.103273687244,98,P1_outputs_path_50_to_100
2051,Government ZC Bonds - Obligations,0.9421837342796734,94.22,1907825.429481265,98,P1_outputs_path_50_to_100
2052,Emerging Markets - Equities,0.1787220212805813,17.87,347245.18974415405,98,P1_outputs_path_50_to_100
2052,Developed Markets - Equities,0.2206068929677766,22.06,428624.75400946685,98,P1_outputs_path_50_to_100
2052,Emerging Markets State - Obligations,0.0090021080468431,0.9,17490.50673456696,98,P1_outputs_path_50_to_100
2052,High Yield Bonds - Obligations,0.0059170650817994,0.59,11496.470173825131,98,P1_outputs_path_50_to_100
2052,Investment Grade Bonds - Obligations,0.0367282777973632,3.67,71360.63984358666,98,P1_outputs_path_50_to_100
2052,Government ZC Bonds - Obligations,0.5490236348256362,54.9,1066716.9881083225,98,P1_outputs_path_50_to_100
2053,Emerging Markets - Equities,0.0112885146883997,1.13,24232.18139855291,98,P1_outputs_path_50_to_100
2053,Developed Markets - Equities,0.0172381902019452,1.72,37003.8896601295,98,P1_outputs_path_50_to_100
2053,Emerging Markets State - Obligations,0.0110120294360758,1.1,23638.671891476537,98,P1_outputs_path_50_to_100
2053,High Yield Bonds - Obligations,0.0147207282296405,1.47,31599.848751228077,98,P1_outputs_path_50_to_100
2053,Investment Grade Bonds - Obligations,0.0105667326127573,1.06,22682.787641271047,98,P1_outputs_path_50_to_100
2053,Government ZC Bonds - Obligations,0.9351738048311812,93.52,2007465.278061,98,P1_outputs_path_50_to_100
2054,Emerging Markets - Equities,0.0223613793244257,2.24,49140.94889934902,98,P1_outputs_path_50_to_100
2054,Developed Markets - Equities,0.0153470741159757,1.53,33726.44298663148,98,P1_outputs_path_50_to_100
2054,Emerging Markets State - Obligations,0.0356140398562893,3.56,78264.74777276459,98,P1_outputs_path_50_to_100
2054,High Yield Bonds - Obligations,0.0140019762698986,1.4,30770.481122217425,98,P1_outputs_path_50_to_100
2054,Investment Grade Bonds - Obligations,0.0057106220668721,0.57,12549.556228185187,98,P1_outputs_path_50_to_100
2054,Government ZC Bonds - Obligations,0.9069649083665384,90.7,1993129.1164520965,98,P1_outputs_path_50_to_100
2055,Emerging Markets - Equities,0.0058762198221886,0.59,12925.996278145494,98,P1_outputs_path_50_to_100
2055,Developed Markets - Equities,0.0028469278158355,0.28,6262.423712040798,98,P1_outputs_path_50_to_100
2055,Emerging Markets State - Obligations,0.0045894674019976,0.46,10095.510439021597,98,P1_outputs_path_50_to_100
2055,High Yield Bonds - Obligations,0.0085767091799906,0.86,18866.29743167137,98,P1_outputs_path_50_to_100
2055,Investment Grade Bonds - Obligations,0.0078565300852582,0.79,17282.110219518923,98,P1_outputs_path_50_to_100
2055,Government ZC Bonds - Obligations,0.9702541456947292,97.03,2134280.5163190835,98,P1_outputs_path_50_to_100
2056,Emerging Markets - Equities,0.0050916571874509,0.51,11867.74226669114,98,P1_outputs_path_50_to_100
2056,Developed Markets - Equities,0.0073892462793507,0.74,17223.011518641306,98,P1_outputs_path_50_to_100
2056,Emerging Markets State - Obligations,0.0119216482273629,1.19,27787.229844381854,98,P1_outputs_path_50_to_100
2056,High Yield Bonds - Obligations,0.0082305658843032,0.82,19183.977048704644,98,P1_outputs_path_50_to_100
2056,Investment Grade Bonds - Obligations,0.0145797286924237,1.46,33982.7400136871,98,P1_outputs_path_50_to_100
2056,Government ZC Bonds - Obligations,0.9527871537291084,95.28,2220776.4504138064,98,P1_outputs_path_50_to_100
2057,Emerging Markets - Equities,0.0046682914905951,0.47,11634.110934177314,98,P1_outputs_path_50_to_100
2057,Developed Markets - Equities,0.0015369925786611,0.15,3830.425371075341,98,P1_outputs_path_50_to_100
2057,Emerging Markets State - Obligations,0.0082767800722637,0.83,20627.02762509586,98,P1_outputs_path_50_to_100
2057,High Yield Bonds - Obligations,0.0034525115505443,0.35,8604.19758737925,98,P1_outputs_path_50_to_100
2057,Investment Grade Bonds - Obligations,0.0031553729091674,0.32,7863.681721226837,98,P1_outputs_path_50_to_100
2057,Government ZC Bonds - Obligations,0.9789100513987684,97.89,2439596.6180558,98,P1_outputs_path_50_to_100
2058,Emerging Markets - Equities,0.0090639509505257,0.91,23466.496488740224,98,P1_outputs_path_50_to_100
2058,Developed Markets - Equities,0.0010120798578897,0.1,2620.2666542583147,98,P1_outputs_path_50_to_100
2058,Emerging Markets State - Obligations,0.0067330635257027,0.67,17431.8475956892,98,P1_outputs_path_50_to_100
2058,High Yield Bonds - Obligations,0.0043324953275962,0.43,11216.79573813484,98,P1_outputs_path_50_to_100
2058,Investment Grade Bonds - Obligations,0.0042717157759003,0.43,11059.437965101386,98,P1_outputs_path_50_to_100
2058,Government ZC Bonds - Obligations,0.9745866945623852,97.46,2523197.15439265,98,P1_outputs_path_50_to_100
2059,Emerging Markets - Equities,0.065811849186762,6.58,175351.88901793366,98,P1_outputs_path_50_to_100
2059,Developed Markets - Equities,0.047654069495923,4.77,126971.52881677178,98,P1_outputs_path_50_to_100
2059,Emerging Markets State - Obligations,0.0183253942451519,1.83,48826.95954594359,98,P1_outputs_path_50_to_100
2059,High Yield Bonds - Obligations,0.0183580185564707,1.84,48913.885148070745,98,P1_outputs_path_50_to_100
2059,Investment Grade Bonds - Obligations,0.0552986257338987,5.53,147340.00947181034,98,P1_outputs_path_50_to_100
2059,Government ZC Bonds - Obligations,0.7945520427817937,79.46,2117038.2438193355,98,P1_outputs_path_50_to_100
2060,Emerging Markets - Equities,0.0489719254306298,4.9,133170.41113386003,98,P1_outputs_path_50_to_100
2060,Developed Markets - Equities,0.0202087390775034,2.02,54954.05924482612,98,P1_outputs_path_50_to_100
2060,Emerging Markets State - Obligations,0.0321274162732959,3.21,87364.77473902861,98,P1_outputs_path_50_to_100
2060,High Yield Bonds - Obligations,0.0099305276241713,0.99,27004.29756147424,98,P1_outputs_path_50_to_100
2060,Investment Grade Bonds - Obligations,0.0202783425171185,2.03,55143.33337665485,98,P1_outputs_path_50_to_100
2060,Government ZC Bonds - Obligations,0.8684830490772808,86.85,2361684.6528168507,98,P1_outputs_path_50_to_100
2061,Emerging Markets - Equities,0.0085513171110694,0.86,24320.03924565898,98,P1_outputs_path_50_to_100
2061,Developed Markets - Equities,0.0044259679267768,0.44,12587.501116044994,98,P1_outputs_path_50_to_100
2061,Emerging Markets State - Obligations,0.0028645659258605,0.29,8146.856774674637,98,P1_outputs_path_50_to_100
2061,High Yield Bonds - Obligations,0.0021037806536772,0.21,5983.175152686051,98,P1_outputs_path_50_to_100
2061,Investment Grade Bonds - Obligations,0.0072281078260459,0.72,20556.81758939117,98,P1_outputs_path_50_to_100
2061,Government ZC Bonds - Obligations,0.9748262605565698,97.48,2772416.5302846422,98,P1_outputs_path_50_to_100
2062,Emerging Markets - Equities,0.0279334502815666,2.79,76895.02081574712,98,P1_outputs_path_50_to_100
2062,Developed Markets - Equities,0.0191918716768135,1.92,52831.259912621084,98,P1_outputs_path_50_to_100
2062,Emerging Markets State - Obligations,0.0435510715180856,4.36,119887.10729161892,98,P1_outputs_path_50_to_100
2062,High Yield Bonds - Obligations,0.0140339347463148,1.4,38632.52457419638,98,P1_outputs_path_50_to_100
2062,Investment Grade Bonds - Obligations,0.0268003100082008,2.68,73775.71961846095,98,P1_outputs_path_50_to_100
2062,Government ZC Bonds - Obligations,0.8684893617690183,86.85,2390771.883828237,98,P1_outputs_path_50_to_100
2063,Emerging Markets - Equities,0.0480195935432362,4.8,131597.67033910626,98,P1_outputs_path_50_to_100
2063,Developed Markets - Equities,0.0074496415285414,0.74,20415.7386116734,98,P1_outputs_path_50_to_100
2063,Emerging Markets State - Obligations,0.0149723142909199,1.5,41031.61928049052,98,P1_outputs_path_50_to_100
2063,High Yield Bonds - Obligations,0.0831613322634277,8.32,227903.58644559843,98,P1_outputs_path_50_to_100
2063,Investment Grade Bonds - Obligations,0.0125403347922465,1.25,34366.780769316465,98,P1_outputs_path_50_to_100
2063,Government ZC Bonds - Obligations,0.8338567835816281,83.39,2285184.0679784114,98,P1_outputs_path_50_to_100
2064,Emerging Markets - Equities,0.018581882943242,1.86,50827.819037941095,98,P1_outputs_path_50_to_100
2064,Developed Markets - Equities,0.0187535224803165,1.88,51297.31200358024,98,P1_outputs_path_50_to_100
2064,Emerging Markets State - Obligations,0.0338206107285733,3.38,92510.96280798403,98,P1_outputs_path_50_to_100
2064,High Yield Bonds - Obligations,0.0425322635811856,4.25,116340.31939506654,98,P1_outputs_path_50_to_100
2064,Investment Grade Bonds - Obligations,0.0303635563098333,3.04,83054.73402122736,98,P1_outputs_path_50_to_100
2064,Government ZC Bonds - Obligations,0.855948163956849,85.59,2341311.616069524,98,P1_outputs_path_50_to_100
2065,Emerging Markets - Equities,0.0425046251336495,4.25,121395.4314276304,98,P1_outputs_path_50_to_100
2065,Developed Markets - Equities,0.0188366484089163,1.88,53798.45259335543,98,P1_outputs_path_50_to_100
2065,Emerging Markets State - Obligations,0.0303881876938225,3.04,86790.25267946521,98,P1_outputs_path_50_to_100
2065,High Yield Bonds - Obligations,0.0351511516816244,3.52,100393.52682564146,98,P1_outputs_path_50_to_100
2065,Investment Grade Bonds - Obligations,0.0393728912977069,3.94,112451.03587219743,98,P1_outputs_path_50_to_100
2065,Government ZC Bonds - Obligations,0.8337464957842801,83.37,2381223.57834608,98,P1_outputs_path_50_to_100
2066,Emerging Markets - Equities,0.0001508719234479,0.02,430.2518332153716,98,P1_outputs_path_50_to_100
2066,Developed Markets - Equities,0.0709479809871188,7.09,202327.23349066175,98,P1_outputs_path_50_to_100
2066,Emerging Markets State - Obligations,0.0063620049119677,0.64,18142.966655050117,98,P1_outputs_path_50_to_100
2066,High Yield Bonds - Obligations,0.0391491852985932,3.91,111644.42235947151,98,P1_outputs_path_50_to_100
2066,Investment Grade Bonds - Obligations,0.0057244048365641,0.57,16324.678699071974,98,P1_outputs_path_50_to_100
2066,Government ZC Bonds - Obligations,0.8776655520423081,87.77,2502899.174918238,98,P1_outputs_path_50_to_100
2067,Emerging Markets - Equities,0.0580911798495011,5.81,175724.42707849023,98,P1_outputs_path_50_to_100
2067,Developed Markets - Equities,0.0291255161580155,2.91,88103.9884796994,98,P1_outputs_path_50_to_100
2067,Emerging Markets State - Obligations,0.0087176651281216,0.87,26370.728122067478,98,P1_outputs_path_50_to_100
2067,High Yield Bonds - Obligations,0.0583151124215514,5.83,176401.81774312648,98,P1_outputs_path_50_to_100
2067,Investment Grade Bonds - Obligations,0.0328157876686209,3.28,99266.97137392234,98,P1_outputs_path_50_to_100
2067,Government ZC Bonds - Obligations,0.8129347387741893,81.29,2459108.10545404,98,P1_outputs_path_50_to_100
2068,Emerging Markets - Equities,0.0153722201766796,1.54,48897.61318029649,98,P1_outputs_path_50_to_100
2068,Developed Markets - Equities,0.0024578784410069,0.25,7818.284403372981,98,P1_outputs_path_50_to_100
2068,Emerging Markets State - Obligations,0.0100365356641305,1.0,31925.293349584867,98,P1_outputs_path_50_to_100
2068,High Yield Bonds - Obligations,0.0128244311470902,1.28,40793.3314954126,98,P1_outputs_path_50_to_100
2068,Investment Grade Bonds - Obligations,0.0108744309313019,1.09,34590.560837875484,98,P1_outputs_path_50_to_100
2068,Government ZC Bonds - Obligations,0.9484345036397904,94.84,3016882.594238388,98,P1_outputs_path_50_to_100
2069,Emerging Markets - Equities,0.0666441019776448,6.66,216992.0401359844,98,P1_outputs_path_50_to_100
2069,Developed Markets - Equities,0.0111491828543481,1.11,36301.54599765896,98,P1_outputs_path_50_to_100
2069,Emerging Markets State - Obligations,0.0551092103542261,5.51,179434.6330761261,98,P1_outputs_path_50_to_100
2069,High Yield Bonds - Obligations,0.064338421428054,6.43,209484.78425720625,98,P1_outputs_path_50_to_100
2069,Investment Grade Bonds - Obligations,0.0001908082670513,0.02,621.2684080606714,98,P1_outputs_path_50_to_100
2069,Government ZC Bonds - Obligations,0.8025682751186755,80.26,2613148.383705982,98,P1_outputs_path_50_to_100
2070,Emerging Markets - Equities,0.0054723902863326,0.55,17690.832629955563,98,P1_outputs_path_50_to_100
2070,Developed Markets - Equities,0.0260730396034713,2.61,84287.44216785804,98,P1_outputs_path_50_to_100
2070,Emerging Markets State - Obligations,0.0283604418468304,2.84,91682.02627596071,98,P1_outputs_path_50_to_100
2070,High Yield Bonds - Obligations,0.0016355720000767,0.16,5287.384304417048,98,P1_outputs_path_50_to_100
2070,Investment Grade Bonds - Obligations,0.0095002872268328,0.95,30711.98918069753,98,P1_outputs_path_50_to_100
2070,Government ZC Bonds - Obligations,0.9289582690364558,92.9,3003083.5517673595,98,P1_outputs_path_50_to_100
2071,Emerging Markets - Equities,0.0033938715593153,0.34,11376.095595705356,98,P1_outputs_path_50_to_100
2071,Developed Markets - Equities,0.0027922166922178,0.28,9359.377177196886,98,P1_outputs_path_50_to_100
2071,Emerging Markets State - Obligations,0.0045405240075277,0.45,15219.619912384302,98,P1_outputs_path_50_to_100
2071,High Yield Bonds - Obligations,0.0010251123582827,0.1,3436.127732104249,98,P1_outputs_path_50_to_100
2071,Investment Grade Bonds - Obligations,0.0039957301110744,0.4,13393.496755484375,98,P1_outputs_path_50_to_100
2071,Government ZC Bonds - Obligations,0.984252545271582,98.43,3299167.5877046147,98,P1_outputs_path_50_to_100
2072,Emerging Markets - Equities,0.0098110891536363,0.98,34855.02718952729,98,P1_outputs_path_50_to_100
2072,Developed Markets - Equities,0.0209230269977623,2.09,74331.46957225728,98,P1_outputs_path_50_to_100
2072,Emerging Markets State - Obligations,0.0089760997740476,0.9,31888.630995100524,98,P1_outputs_path_50_to_100
2072,High Yield Bonds - Obligations,0.0064143575182773,0.64,22787.74580496421,98,P1_outputs_path_50_to_100
2072,Investment Grade Bonds - Obligations,0.0214800993968113,2.15,76310.53359984182,98,P1_outputs_path_50_to_100
2072,Government ZC Bonds - Obligations,0.9323953271594648,93.24,3312442.071478501,98,P1_outputs_path_50_to_100
2073,Emerging Markets - Equities,0.0365930221804766,3.66,131260.3575993047,98,P1_outputs_path_50_to_100
2073,Developed Markets - Equities,0.0043966343479576,0.44,15770.870028171932,98,P1_outputs_path_50_to_100
2073,Emerging Markets State - Obligations,0.0254355135355082,2.54,91238.01215232893,98,P1_outputs_path_50_to_100
2073,High Yield Bonds - Obligations,0.0160310755199462,1.6,57503.98792074278,98,P1_outputs_path_50_to_100
2073,Investment Grade Bonds - Obligations,0.0342904799232147,3.43,123001.0638305338,98,P1_outputs_path_50_to_100
2073,Government ZC Bonds - Obligations,0.8832532744928965,88.33,3168258.147383887,98,P1_outputs_path_50_to_100
2074,Emerging Markets - Equities,0.0125428044442955,1.25,46780.60143279587,98,P1_outputs_path_50_to_100
2074,Developed Markets - Equities,0.001594825534659,0.16,5948.183121491649,98,P1_outputs_path_50_to_100
2074,Emerging Markets State - Obligations,0.0206053982595543,2.06,76851.46712006908,98,P1_outputs_path_50_to_100
2074,High Yield Bonds - Obligations,0.0244948707503282,2.45,91357.94078652798,98,P1_outputs_path_50_to_100
2074,Investment Grade Bonds - Obligations,0.0002891090293678,0.03,1078.2831171087569,98,P1_outputs_path_50_to_100
2074,Government ZC Bonds - Obligations,0.940472991981795,94.05,3507659.9010693044,98,P1_outputs_path_50_to_100
2075,Emerging Markets - Equities,0.0703120825258951,7.03,147033.4251246088,98,P1_outputs_path_50_to_100
2075,Developed Markets - Equities,0.1923172572545199,19.23,402165.0906768188,98,P1_outputs_path_50_to_100
2075,Emerging Markets State - Obligations,0.1663630877698788,16.64,347890.9133448369,98,P1_outputs_path_50_to_100
2075,High Yield Bonds - Obligations,0.0837439726564137,8.37,175121.58210758865,98,P1_outputs_path_50_to_100
2075,Investment Grade Bonds - Obligations,0.1060081417355946,10.6,221679.39862596244,98,P1_outputs_path_50_to_100
2075,Government ZC Bonds - Obligations,0.3812554580576977,38.13,797264.0523771952,98,P1_outputs_path_50_to_100
2025,Emerging Markets - Equities,0.0870435142485791,8.7,0.0,99,P1_outputs_path_50_to_100
2025,Developed Markets - Equities,0.1017924456441118,10.18,0.0,99,P1_outputs_path_50_to_100
2025,Emerging Markets State - Obligations,0.1329513896833499,13.3,0.0,99,P1_outputs_path_50_to_100
2025,High Yield Bonds - Obligations,0.0978713345150126,9.79,0.0,99,P1_outputs_path_50_to_100
2025,Investment Grade Bonds - Obligations,0.3690823707132943,36.91,0.0,99,P1_outputs_path_50_to_100
2025,Government ZC Bonds - Obligations,0.2112589451956522,21.13,0.0,99,P1_outputs_path_50_to_100
2026,Emerging Markets - Equities,0.9835825297294316,98.36,55664.58904516743,99,P1_outputs_path_50_to_100
2026,Developed Markets - Equities,0.0031733314487873,0.32,179.59061457653954,99,P1_outputs_path_50_to_100
2026,Emerging Markets State - Obligations,0.0055901468705741,0.56,316.36717697521374,99,P1_outputs_path_50_to_100
2026,High Yield Bonds - Obligations,0.0028776352367793,0.29,162.85606752417473,99,P1_outputs_path_50_to_100
2026,Investment Grade Bonds - Obligations,0.0039523876814873,0.4,223.6803007244289,99,P1_outputs_path_50_to_100
2026,Government ZC Bonds - Obligations,0.0008239690329402,0.08,46.63146834986854,99,P1_outputs_path_50_to_100
2027,Emerging Markets - Equities,0.3814120230257404,38.14,47627.1404518995,99,P1_outputs_path_50_to_100
2027,Developed Markets - Equities,0.0048738287198737,0.49,608.5978180196531,99,P1_outputs_path_50_to_100
2027,Emerging Markets State - Obligations,0.0066967561106843,0.67,836.2278182147274,99,P1_outputs_path_50_to_100
2027,High Yield Bonds - Obligations,0.0073121186497865,0.73,913.0684952499078,99,P1_outputs_path_50_to_100
2027,Investment Grade Bonds - Obligations,0.0080799736821361,0.81,1008.9509983296492,99,P1_outputs_path_50_to_100
2027,Government ZC Bonds - Obligations,0.5916252998117788,59.16,73876.59420251449,99,P1_outputs_path_50_to_100
2028,Emerging Markets - Equities,0.5869999826707101,58.7,104596.18282088242,99,P1_outputs_path_50_to_100
2028,Developed Markets - Equities,0.0019746860616804,0.2,351.864787766511,99,P1_outputs_path_50_to_100
2028,Emerging Markets State - Obligations,0.0004858943412949,0.05,86.58040009215576,99,P1_outputs_path_50_to_100
2028,High Yield Bonds - Obligations,0.00209696813074,0.21,373.65394965520335,99,P1_outputs_path_50_to_100
2028,Investment Grade Bonds - Obligations,0.0002527927781543,0.03,45.044566303616456,99,P1_outputs_path_50_to_100
2028,Government ZC Bonds - Obligations,0.4081896760174201,40.82,72734.38371166961,99,P1_outputs_path_50_to_100
2029,Emerging Markets - Equities,0.7063864000636474,70.64,176809.6259902503,99,P1_outputs_path_50_to_100
2029,Developed Markets - Equities,0.0012639324162928,0.13,316.3642700108059,99,P1_outputs_path_50_to_100
2029,Emerging Markets State - Obligations,0.0010592513265532,0.11,265.1322716018788,99,P1_outputs_path_50_to_100
2029,High Yield Bonds - Obligations,0.0001908937092748,0.02,47.78099541234072,99,P1_outputs_path_50_to_100
2029,Investment Grade Bonds - Obligations,0.0006425395790752,0.06,160.82866636444948,99,P1_outputs_path_50_to_100
2029,Government ZC Bonds - Obligations,0.2904569829051564,29.05,72701.83926118899,99,P1_outputs_path_50_to_100
2030,Emerging Markets - Equities,0.7456718509013213,74.57,217250.2101137492,99,P1_outputs_path_50_to_100
2030,Developed Markets - Equities,0.0022300956145857,0.22,649.7345182829316,99,P1_outputs_path_50_to_100
2030,Emerging Markets State - Obligations,0.0036405336284738,0.36,1060.6632056126634,99,P1_outputs_path_50_to_100
2030,High Yield Bonds - Obligations,0.0001903310175383,0.02,55.452614312021765,99,P1_outputs_path_50_to_100
2030,Investment Grade Bonds - Obligations,0.0003451491564619,0.03,100.55861257374836,99,P1_outputs_path_50_to_100
2030,Government ZC Bonds - Obligations,0.2479220396816186,24.79,72231.6594726715,99,P1_outputs_path_50_to_100
2031,Emerging Markets - Equities,0.765418666370772,76.54,261333.4678080824,99,P1_outputs_path_50_to_100
2031,Developed Markets - Equities,0.0061622318100892,0.62,2103.9432132006777,99,P1_outputs_path_50_to_100
