Year,Path_ID,Asset,Weight,Allocation (%),Invested Amt (DKK)
2074,106,High Yield Bonds - Obligations,0.227051777,22.71,147116.6108
2074,106,Investment Grade Bonds - Obligations,0.042074961,4.21,27262.17653
2074,106,Government ZC Bonds - Obligations,0.323686288,32.37,209730.266
2075,106,Emerging Markets - Equities,0.074530963,7.45,51808.66937
2075,106,Developed Markets - Equities,0.237809653,23.78,165308.5001
2075,106,Emerging Markets State - Obligations,0.042072411,4.21,29245.77339
2075,106,High Yield Bonds - Obligations,0.207456504,20.75,144209.1317
2075,106,Investment Grade Bonds - Obligations,0.154458695,15.45,107368.7925
2075,106,Government ZC Bonds - Obligations,0.283671773,28.37,197188.612
2025,107,Emerging Markets - Equities,0.606232133,60.62,121246.4266
2025,107,Developed Markets - Equities,0.001788028,0.18,357.60558
2025,107,Emerging Markets State - Obligations,0.006187271,0.62,1237.454258
2025,107,High Yield Bonds - Obligations,0.000203094,0.02,40.61878568
2025,107,Investment Grade Bonds - Obligations,0.003359612,0.34,671.9224315
2025,107,Government ZC Bonds - Obligations,0.382229862,38.22,76445.97237
2026,107,Emerging Markets - Equities,0.706294928,70.63,193282.8139
2026,107,Developed Markets - Equities,0.001036598,0.1,283.6726155
2026,107,Emerging Markets State - Obligations,0.003194167,0.32,874.1072703
2026,107,High Yield Bonds - Obligations,0.004909785,0.49,1343.598739
2026,107,Investment Grade Bonds - Obligations,0.004741877,0.47,1297.649688
2026,107,Government ZC Bonds - Obligations,0.279822645,27.98,76575.5297
2027,107,Emerging Markets - Equities,0.763783066,76.38,265403.0582
2027,107,Developed Markets - Equities,0.002406279,0.24,836.1453849
2027,107,Emerging Markets State - Obligations,0.004635879,0.46,1610.897676
2027,107,High Yield Bonds - Obligations,0.002410523,0.24,837.6201478
2027,107,Investment Grade Bonds - Obligations,0.00291038,0.29,1011.312923
2027,107,Government ZC Bonds - Obligations,0.223853874,22.39,77785.83414
2028,107,Emerging Markets - Equities,0.798397004,79.84,355638.351
2028,107,Developed Markets - Equities,0.010523242,1.05,4687.478147
2028,107,Emerging Markets State - Obligations,0.002151729,0.22,958.4672131
2028,107,High Yield Bonds - Obligations,9.47E-05,0.01,42.16800462
2028,107,Investment Grade Bonds - Obligations,0.003863341,0.39,1720.888557
2028,107,Government ZC Bonds - Obligations,0.184970018,18.5,82393.13494
2029,107,Emerging Markets - Equities,0.822866105,82.29,450313.1517
2029,107,Developed Markets - Equities,0.002647523,0.26,1448.855935
2029,107,Emerging Markets State - Obligations,0.006685058,0.67,3658.395517
2029,107,High Yield Bonds - Obligations,0.002452184,0.25,1341.956953
2029,107,Investment Grade Bonds - Obligations,0.000752502,0.08,411.8063434
2029,107,Government ZC Bonds - Obligations,0.164596628,16.46,90075.43968
2030,107,Emerging Markets - Equities,0.984720287,98.47,569175.6755
2030,107,Developed Markets - Equities,0.003140945,0.31,1815.489617
2030,107,Emerging Markets State - Obligations,0.007572103,0.76,4376.732072
2030,107,High Yield Bonds - Obligations,0.002258467,0.23,1305.410641
2030,107,Investment Grade Bonds - Obligations,4.29E-05,0,24.80540196
2030,107,Government ZC Bonds - Obligations,0.002265283,0.23,1309.350404
2031,107,Emerging Markets - Equities,0.981839058,98.18,682208.1665
2031,107,Developed Markets - Equities,0.000806871,0.08,560.6358605
2031,107,Emerging Markets State - Obligations,0.004753083,0.48,3302.569747
2031,107,High Yield Bonds - Obligations,0.002455874,0.25,1706.407128
2031,107,Investment Grade Bonds - Obligations,0.004944612,0.49,3435.649011
2031,107,Government ZC Bonds - Obligations,0.005200503,0.52,3613.449058
2032,107,Emerging Markets - Equities,0.956887023,95.69,572263.9679
2032,107,Developed Markets - Equities,0.00688959,0.69,4120.302521
2032,107,Emerging Markets State - Obligations,0.002074324,0.21,1240.54426
2032,107,High Yield Bonds - Obligations,0.007463304,0.75,4463.411174
2032,107,Investment Grade Bonds - Obligations,0.012575131,1.26,7520.526858
2032,107,Government ZC Bonds - Obligations,0.014110628,1.41,8438.826661
2033,107,Emerging Markets - Equities,0.447893445,44.79,316398.9549
2033,107,Developed Markets - Equities,0.049448216,4.94,34930.99565
2033,107,Emerging Markets State - Obligations,0.297821901,29.78,210386.0625
2033,107,High Yield Bonds - Obligations,0.001063957,0.11,751.5961463
2033,107,Investment Grade Bonds - Obligations,0.202123136,20.21,142782.9535
2033,107,Government ZC Bonds - Obligations,0.001649345,0.16,1165.123249
2034,107,Emerging Markets - Equities,0.034285207,3.43,25288.60625
2034,107,Developed Markets - Equities,0.00702724,0.7,5183.259262
2034,107,Emerging Markets State - Obligations,0.000558801,0.06,412.168854
2034,107,High Yield Bonds - Obligations,0.009518251,0.95,7020.61698
2034,107,Investment Grade Bonds - Obligations,0.007677749,0.77,5663.071277
2034,107,Government ZC Bonds - Obligations,0.940932752,94.09,694027.544
2035,107,Emerging Markets - Equities,0.001808952,0.18,242.6526927
2035,107,Developed Markets - Equities,0.974500822,97.45,130719.5001
2035,107,Emerging Markets State - Obligations,0.005683293,0.57,762.3567398
2035,107,High Yield Bonds - Obligations,0.0018641,0.19,250.0502797
2035,107,Investment Grade Bonds - Obligations,0.012281369,1.23,1647.422288
2035,107,Government ZC Bonds - Obligations,0.003861464,0.39,517.9766462
2036,107,Emerging Markets - Equities,0.951698988,95.17,232911.0554
2036,107,Developed Markets - Equities,0.00820093,0.82,2007.028895
2036,107,Emerging Markets State - Obligations,0.010376987,1.04,2539.579239
2036,107,High Yield Bonds - Obligations,0.007183969,0.72,1758.145931
2036,107,Investment Grade Bonds - Obligations,0.008181714,0.82,2002.325988
2036,107,Government ZC Bonds - Obligations,0.014357413,1.44,3513.716173
2037,107,Emerging Markets - Equities,0.949037008,94.9,400158.9943
2037,107,Developed Markets - Equities,0.008184693,0.82,3451.054723
2037,107,Emerging Markets State - Obligations,0.006845885,0.68,2886.549873
2037,107,High Yield Bonds - Obligations,0.010094716,1.01,4256.410933
2037,107,Investment Grade Bonds - Obligations,0.0052141,0.52,2198.511723
2037,107,Government ZC Bonds - Obligations,0.020623597,2.06,8695.886049
2038,107,Emerging Markets - Equities,0.957973056,95.8,621149.4716
2038,107,Developed Markets - Equities,0.003189963,0.32,2068.371033
2038,107,Emerging Markets State - Obligations,0.005703636,0.57,3698.236021
2038,107,High Yield Bonds - Obligations,0.004725468,0.47,3063.99207
2038,107,Investment Grade Bonds - Obligations,0.01411513,1.41,9152.246197
2038,107,Government ZC Bonds - Obligations,0.014292748,1.43,9267.413785
2039,107,Emerging Markets - Equities,0.970149797,97.01,921846.5306
2039,107,Developed Markets - Equities,0.009224509,0.92,8765.225288
2039,107,Emerging Markets State - Obligations,0.007419503,0.74,7050.089387
2039,107,High Yield Bonds - Obligations,0.00084474,0.08,802.6808265
2039,107,Investment Grade Bonds - Obligations,0.009387443,0.94,8920.047313
2039,107,Government ZC Bonds - Obligations,0.002974008,0.3,2825.933326
2040,107,Emerging Markets - Equities,0.961451701,96.15,839699.5936
2040,107,Developed Markets - Equities,0.008101246,0.81,7075.355861
2040,107,Emerging Markets State - Obligations,0.00212287,0.21,1854.043018
2040,107,High Yield Bonds - Obligations,0.008074126,0.81,7051.670461
2040,107,Investment Grade Bonds - Obligations,0.010375056,1.04,9061.224976
2040,107,Government ZC Bonds - Obligations,0.009875002,0.99,8624.494476
2041,107,Emerging Markets - Equities,0.957014329,95.7,1082304.829
2041,107,Developed Markets - Equities,0.005950269,0.6,6729.267246
2041,107,Emerging Markets State - Obligations,0.013779471,1.38,15583.45315
2041,107,High Yield Bonds - Obligations,0.008170263,0.82,9239.89814
2041,107,Investment Grade Bonds - Obligations,0.006214257,0.62,7027.815326
2041,107,Government ZC Bonds - Obligations,0.008871412,0.89,10032.83991
2042,107,Emerging Markets - Equities,0.965603931,96.56,1364207.186
2042,107,Developed Markets - Equities,0.000900498,0.09,1272.225101
2042,107,Emerging Markets State - Obligations,0.019772355,1.98,27934.42252
2042,107,High Yield Bonds - Obligations,0.00118778,0.12,1678.098657
2042,107,Investment Grade Bonds - Obligations,0.00436334,0.44,6164.535437
2042,107,Government ZC Bonds - Obligations,0.008172096,0.82,11545.55374
2043,107,Emerging Markets - Equities,0.960030103,96,1712472.521
2043,107,Developed Markets - Equities,0.012150716,1.22,21674.07709
2043,107,Emerging Markets State - Obligations,0.011557704,1.16,20616.28104
2043,107,High Yield Bonds - Obligations,0.003772551,0.38,6729.362547
2043,107,Investment Grade Bonds - Obligations,0.006198968,0.62,11057.53112
2043,107,Government ZC Bonds - Obligations,0.006289958,0.63,11219.83517
2044,107,Emerging Markets - Equities,0.990318027,99.03,2086901.381
2044,107,Developed Markets - Equities,0.000162597,0.02,342.6418959
2044,107,Emerging Markets State - Obligations,0.002934749,0.29,6184.409619
2044,107,High Yield Bonds - Obligations,0.002886315,0.29,6082.342994
2044,107,Investment Grade Bonds - Obligations,0.002516788,0.25,5303.637808
2044,107,Government ZC Bonds - Obligations,0.001181524,0.12,2489.830495
2045,107,Emerging Markets - Equities,0.961923428,96.19,1814810.343
2045,107,Developed Markets - Equities,0.002108125,0.21,3977.288414
2045,107,Emerging Markets State - Obligations,0.013720662,1.37,25886.05151
2045,107,High Yield Bonds - Obligations,0.00575276,0.58,10853.43053
2045,107,Investment Grade Bonds - Obligations,0.008936162,0.89,16859.3869
2045,107,Government ZC Bonds - Obligations,0.007558863,0.76,14260.90854
2046,107,Emerging Markets - Equities,0.936063953,93.61,2089369.955
2046,107,Developed Markets - Equities,0.00834184,0.83,18619.65749
2046,107,Emerging Markets State - Obligations,0.020086865,2.01,44835.49756
2046,107,High Yield Bonds - Obligations,0.009363916,0.94,20901.01299
2046,107,Investment Grade Bonds - Obligations,0.008292047,0.83,18508.51517
2046,107,Government ZC Bonds - Obligations,0.017851379,1.79,39845.71137
2047,107,Emerging Markets - Equities,0.97411879,97.41,2366313.318
2047,107,Developed Markets - Equities,0.002938129,0.29,7137.255049
2047,107,Emerging Markets State - Obligations,0.008959567,0.9,21764.4333
2047,107,High Yield Bonds - Obligations,0.005832829,0.58,14169.01302
2047,107,Investment Grade Bonds - Obligations,0.0078428,0.78,19051.60173
2047,107,Government ZC Bonds - Obligations,0.000307883,0.03,747.9050825
2048,107,Emerging Markets - Equities,0.937956963,93.8,1856266.967
2048,107,Developed Markets - Equities,0.020840056,2.08,41243.58579
2048,107,Emerging Markets State - Obligations,0.011943983,1.19,23637.78135
2048,107,High Yield Bonds - Obligations,0.013595727,1.36,26906.66988
2048,107,Investment Grade Bonds - Obligations,0.008737809,0.87,17292.59128
2048,107,Government ZC Bonds - Obligations,0.006925462,0.69,13705.85875
2049,107,Emerging Markets - Equities,0.921946908,92.19,2267305.431
2049,107,Developed Markets - Equities,0.001068721,0.11,2628.261357
2049,107,Emerging Markets State - Obligations,0.001178101,0.12,2897.253925
2049,107,High Yield Bonds - Obligations,0.001967416,0.2,4838.383874
2049,107,Investment Grade Bonds - Obligations,0.000879007,0.09,2161.706157
2049,107,Government ZC Bonds - Obligations,0.072959847,7.3,179427.0969
2050,107,Emerging Markets - Equities,0.952298333,95.23,2558431.644
2050,107,Developed Markets - Equities,0.013858939,1.39,37233.23449
2050,107,Emerging Markets State - Obligations,0.008541632,0.85,22947.83013
2050,107,High Yield Bonds - Obligations,0.011568127,1.16,31078.77214
2050,107,Investment Grade Bonds - Obligations,0.000264211,0.03,709.8249301
2050,107,Government ZC Bonds - Obligations,0.013468759,1.35,36184.98202
2051,107,Emerging Markets - Equities,0.248051134,24.81,786817.2707
2051,107,Developed Markets - Equities,0.726534722,72.65,2304565.427
2051,107,Emerging Markets State - Obligations,0.013103406,1.31,41563.95618
2051,107,High Yield Bonds - Obligations,0.001202626,0.12,3814.725552
2051,107,Investment Grade Bonds - Obligations,0.001370879,0.14,4348.423574
2051,107,Government ZC Bonds - Obligations,0.009737233,0.97,30886.46754
2052,107,Emerging Markets - Equities,0.962376846,96.24,2916727.163
2052,107,Developed Markets - Equities,0.005361381,0.54,16249.02453
2052,107,Emerging Markets State - Obligations,0.010874417,1.09,32957.68036
2052,107,High Yield Bonds - Obligations,0.000113584,0.01,344.2456343
2052,107,Investment Grade Bonds - Obligations,0.011139454,1.11,33760.94033
2052,107,Government ZC Bonds - Obligations,0.010134318,1.01,30714.62261
2053,107,Emerging Markets - Equities,0.000235698,0.02,665.7796457
2053,107,Developed Markets - Equities,0.980287883,98.03,2769031.292
2053,107,Emerging Markets State - Obligations,0.001666859,0.17,4708.39626
2053,107,High Yield Bonds - Obligations,0.012027445,1.2,33974.07179
2053,107,Investment Grade Bonds - Obligations,0.003707137,0.37,10471.59626
2053,107,Government ZC Bonds - Obligations,0.002074978,0.21,5861.216239
2054,107,Emerging Markets - Equities,0.943828377,94.38,2954955.797
2054,107,Developed Markets - Equities,0.008728839,0.87,27328.41577
2054,107,Emerging Markets State - Obligations,0.011169487,1.12,34969.64139
2054,107,High Yield Bonds - Obligations,0.011415402,1.14,35739.55875
2054,107,Investment Grade Bonds - Obligations,0.012607547,1.26,39471.94642
2054,107,Government ZC Bonds - Obligations,0.012250348,1.23,38353.62203
2055,107,Emerging Markets - Equities,0.004545295,0.45,20277.45885
2055,107,Developed Markets - Equities,0.007570859,0.76,33775.09297
2055,107,Emerging Markets State - Obligations,0.008352415,0.84,37261.7702
2055,107,High Yield Bonds - Obligations,0.006602647,0.66,29455.70775
2055,107,Investment Grade Bonds - Obligations,0.000379892,0.04,1694.77191
2055,107,Government ZC Bonds - Obligations,0.972548892,97.25,4338732.278
2056,107,Emerging Markets - Equities,0.181617437,18.16,780768.8924
2056,107,Developed Markets - Equities,0.31618913,31.62,1359289.284
2056,107,Emerging Markets State - Obligations,0.000573751,0.06,2466.54314
2056,107,High Yield Bonds - Obligations,0.005957498,0.6,25611.1374
2056,107,Investment Grade Bonds - Obligations,0.012610427,1.26,54211.91576
2056,107,Government ZC Bonds - Obligations,0.483051756,48.31,2076627.608
2057,107,Emerging Markets - Equities,0.008571758,0.86,37787.80542
2057,107,Developed Markets - Equities,0.000972587,0.1,4287.558341
2057,107,Emerging Markets State - Obligations,0.011860092,1.19,52284.12343
2057,107,High Yield Bonds - Obligations,0.009861775,0.99,43474.72615
2057,107,Investment Grade Bonds - Obligations,0.002134997,0.21,9411.937054
2057,107,Government ZC Bonds - Obligations,0.966598792,96.66,4261161.763
2058,107,Emerging Markets - Equities,0.009934193,0.99,45573.90805
2058,107,Developed Markets - Equities,0.011823278,1.18,54240.23263
2058,107,Emerging Markets State - Obligations,0.008937196,0.89,41000.10104
2058,107,High Yield Bonds - Obligations,0.013079252,1.31,60002.11621
2058,107,Investment Grade Bonds - Obligations,0.007514496,0.75,34473.35312
2058,107,Government ZC Bonds - Obligations,0.948711585,94.87,4352290.366
2059,107,Emerging Markets - Equities,5.30E-05,0.01,253.3003006
2059,107,Developed Markets - Equities,0.017040734,1.7,81477.83151
2059,107,Emerging Markets State - Obligations,0.005383205,0.54,25739.02508
2059,107,High Yield Bonds - Obligations,0.021317408,2.13,101926.1323
2059,107,Investment Grade Bonds - Obligations,0.01343305,1.34,64228.20565
2059,107,Government ZC Bonds - Obligations,0.942772626,94.28,4507732.307
2060,107,Emerging Markets - Equities,0.01901647,1.9,11079.43274
2060,107,Developed Markets - Equities,0.206205483,20.62,120140.0594
2060,107,Emerging Markets State - Obligations,0.062785607,6.28,36580.33964
2060,107,High Yield Bonds - Obligations,0.14389686,14.39,83837.62201
2060,107,Investment Grade Bonds - Obligations,0.268889039,26.89,156660.9416
2060,107,Government ZC Bonds - Obligations,0.29920654,29.92,174324.615
2061,107,Emerging Markets - Equities,0.140440629,14.04,82138.63461
2061,107,Developed Markets - Equities,0.058218935,5.82,34050.1452
2061,107,Emerging Markets State - Obligations,0.116954492,11.7,68402.44393
2061,107,High Yield Bonds - Obligations,0.09429544,9.43,55149.98598
2061,107,Investment Grade Bonds - Obligations,0.10805056,10.81,63194.85719
2061,107,Government ZC Bonds - Obligations,0.482039944,48.2,281927.6952
2062,107,Emerging Markets - Equities,0.044488449,4.45,25948.75884
2062,107,Developed Markets - Equities,0.173960694,17.4,101465.9801
2062,107,Emerging Markets State - Obligations,0.003600497,0.36,2100.060494
2062,107,High Yield Bonds - Obligations,0.179490896,17.95,104691.5789
2062,107,Investment Grade Bonds - Obligations,0.224393724,22.44,130882.0327
2062,107,Government ZC Bonds - Obligations,0.37406574,37.41,218181.1657
2063,107,Emerging Markets - Equities,0.009823888,0.98,6021.893903
2063,107,Developed Markets - Equities,0.147543043,14.75,90441.64484
2063,107,Emerging Markets State - Obligations,0.174639113,17.46,107051.1247
2063,107,High Yield Bonds - Obligations,0.187062298,18.71,114666.3484
2063,107,Investment Grade Bonds - Obligations,0.132705875,13.27,81346.68602
2063,107,Government ZC Bonds - Obligations,0.348225783,34.82,213457.1174
2064,107,Emerging Markets - Equities,0.179877066,17.99,115432.3083
2064,107,Developed Markets - Equities,0.216855186,21.69,139162.2361
2064,107,Emerging Markets State - Obligations,0.199607478,19.96,128093.8838
2064,107,High Yield Bonds - Obligations,0.016135958,1.61,10354.91015
2064,107,Investment Grade Bonds - Obligations,0.1278708,12.79,82058.38537
2064,107,Government ZC Bonds - Obligations,0.259653512,25.97,166627.1576
2065,107,Emerging Markets - Equities,0.238023543,23.8,183269.6888
2065,107,Developed Markets - Equities,0.180835454,18.08,139236.8881
2065,107,Emerging Markets State - Obligations,0.155673549,15.57,119863.1135
2065,107,High Yield Bonds - Obligations,0.266855963,26.69,205469.6305
2065,107,Investment Grade Bonds - Obligations,0.030956419,3.1,23835.34501
2065,107,Government ZC Bonds - Obligations,0.127655072,12.77,98289.87916
2066,107,Emerging Markets - Equities,0.108265879,10.83,86666.5185
2066,107,Developed Markets - Equities,0.3183373,31.83,254828.075
2066,107,Emerging Markets State - Obligations,0.168171133,16.82,134620.499
2066,107,High Yield Bonds - Obligations,0.201496339,20.15,161297.2286
2066,107,Investment Grade Bonds - Obligations,0.154901654,15.49,123998.3195
2066,107,Government ZC Bonds - Obligations,0.048827696,4.88,39086.42764
2067,107,Emerging Markets - Equities,0.105916062,10.59,92509.87198
2067,107,Developed Markets - Equities,0.024861058,2.49,21714.30108
2067,107,Emerging Markets State - Obligations,0.117663834,11.77,102770.6848
2067,107,High Yield Bonds - Obligations,0.153592134,15.36,134151.4058
2067,107,Investment Grade Bonds - Obligations,0.050875595,5.09,44436.08127
2067,107,Government ZC Bonds - Obligations,0.547091318,54.71,477843.9335
2068,107,Emerging Markets - Equities,0.028123138,2.81,25084.06723
2068,107,Developed Markets - Equities,0.202241324,20.22,180386.5192
2068,107,Emerging Markets State - Obligations,0.177611996,17.76,158418.7105
2068,107,High Yield Bonds - Obligations,0.186498626,18.65,166345.0246
2068,107,Investment Grade Bonds - Obligations,0.200269339,20.03,178627.6331
2068,107,Government ZC Bonds - Obligations,0.205255576,20.53,183075.0417
2069,107,Emerging Markets - Equities,0.22996671,23,246736.2045
2069,107,Developed Markets - Equities,0.136638401,13.66,146602.2641
2069,107,Emerging Markets State - Obligations,0.156008665,15.6,167385.0357
2069,107,High Yield Bonds - Obligations,0.148362906,14.84,159181.7365
2069,107,Investment Grade Bonds - Obligations,0.061350427,6.14,65824.18625
2069,107,Government ZC Bonds - Obligations,0.267672891,26.77,287191.9725
2070,107,Emerging Markets - Equities,0.025886382,2.59,28477.43402
2070,107,Developed Markets - Equities,0.028438506,2.84,31285.00829
2070,107,Emerging Markets State - Obligations,0.203262751,20.33,223607.9818
2070,107,High Yield Bonds - Obligations,0.414773982,41.48,456290.0611
2070,107,Investment Grade Bonds - Obligations,0.027726046,2.77,30501.2367
2070,107,Government ZC Bonds - Obligations,0.299912333,29.99,329931.5352
2071,107,Emerging Markets - Equities,0.137718942,13.77,154637.2829
2071,107,Developed Markets - Equities,0.199680871,19.97,224211.0406
2071,107,Emerging Markets State - Obligations,0.161803724,16.18,181680.8048
2071,107,High Yield Bonds - Obligations,0.02836549,2.84,31850.10163
2071,107,Investment Grade Bonds - Obligations,0.090753919,9.08,101902.7542
2071,107,Government ZC Bonds - Obligations,0.381677053,38.17,428564.8842
2072,107,Emerging Markets - Equities,0.038369958,3.84,41603.33389
2072,107,Developed Markets - Equities,0.372100027,37.21,403456.3144
2072,107,Emerging Markets State - Obligations,0.027954839,2.8,30310.54959
2072,107,High Yield Bonds - Obligations,0.116591999,11.66,126417.025
2072,107,Investment Grade Bonds - Obligations,0.172421211,17.24,186950.8769
2072,107,Government ZC Bonds - Obligations,0.272561966,27.26,295530.3372
2073,107,Emerging Markets - Equities,0.038368165,3.84,36280.82176
2073,107,Developed Markets - Equities,0.209240614,20.92,197857.2974
2073,107,Emerging Markets State - Obligations,0.11548335,11.55,109200.7095
2073,107,High Yield Bonds - Obligations,0.011266826,1.13,10653.87648
2073,107,Investment Grade Bonds - Obligations,0.160867963,16.09,152116.263
2073,107,Government ZC Bonds - Obligations,0.464773082,46.48,439488.0324
2074,107,Emerging Markets - Equities,0.113622743,11.36,110596.1092
2074,107,Developed Markets - Equities,0.095419343,9.54,92877.60335
2074,107,Emerging Markets State - Obligations,0.170910302,17.09,166357.6664
2074,107,High Yield Bonds - Obligations,0.023340294,2.33,22718.56539
2074,107,Investment Grade Bonds - Obligations,0.048323016,4.83,47035.80802
2074,107,Government ZC Bonds - Obligations,0.548384303,54.84,533776.6769
2075,107,Emerging Markets - Equities,0.068105967,6.81,66446.75381
2075,107,Developed Markets - Equities,0.295715427,29.57,288511.1406
2075,107,Emerging Markets State - Obligations,0.123682749,12.37,120669.5616
2075,107,High Yield Bonds - Obligations,0.021673903,2.17,21145.87845
2075,107,Investment Grade Bonds - Obligations,0.009801466,0.98,9562.680708
2075,107,Government ZC Bonds - Obligations,0.481020488,48.1,469301.757
2025,108,Emerging Markets - Equities,0.590414173,59.04,118082.8347
2025,108,Developed Markets - Equities,0.001959057,0.2,391.8113917
2025,108,Emerging Markets State - Obligations,0.004124086,0.41,824.8171933
2025,108,High Yield Bonds - Obligations,0.001805087,0.18,361.0174394
2025,108,Investment Grade Bonds - Obligations,0.001792469,0.18,358.49377
2025,108,Government ZC Bonds - Obligations,0.399905128,39.99,79981.02551
2026,108,Emerging Markets - Equities,0.713013012,71.3,218890.6189
2026,108,Developed Markets - Equities,0.004199686,0.42,1289.277808
2026,108,Emerging Markets State - Obligations,0.006759336,0.68,2075.074736
2026,108,High Yield Bonds - Obligations,0.003748585,0.37,1150.792571
2026,108,Investment Grade Bonds - Obligations,0.003004221,0.3,922.2773056
2026,108,Government ZC Bonds - Obligations,0.26927516,26.93,82665.82143
2027,108,Emerging Markets - Equities,0.813918658,81.39,372898.0088
2027,108,Developed Markets - Equities,0.000946,0.09,433.4113884
2027,108,Emerging Markets State - Obligations,0.002920106,0.29,1337.850832
2027,108,High Yield Bonds - Obligations,0.001820319,0.18,833.9815979
2027,108,Investment Grade Bonds - Obligations,0.000560534,0.06,256.8092382
2027,108,Government ZC Bonds - Obligations,0.179834384,17.98,82391.38266
2028,108,Emerging Markets - Equities,0.84138677,84.14,432940.3726
2028,108,Developed Markets - Equities,0.002257417,0.23,1161.566714
2028,108,Emerging Markets State - Obligations,0.002357372,0.24,1212.999035
2028,108,High Yield Bonds - Obligations,0.001069902,0.11,550.5239551
2028,108,Investment Grade Bonds - Obligations,0.001408136,0.14,724.5643078
2028,108,Government ZC Bonds - Obligations,0.151520404,15.15,77965.69021
2029,108,Emerging Markets - Equities,0.873317025,87.33,564944.6753
2029,108,Developed Markets - Equities,7.24E-05,0.01,46.83365436
2029,108,Emerging Markets State - Obligations,0.000639312,0.06,413.5681918
2029,108,High Yield Bonds - Obligations,0.003135276,0.31,2028.195135
2029,108,Investment Grade Bonds - Obligations,0.001090893,0.11,705.6933708
2029,108,Government ZC Bonds - Obligations,0.121745096,12.17,78756.33017
2030,108,Emerging Markets - Equities,0.038443699,3.84,28630.11032
2030,108,Developed Markets - Equities,0.003202265,0.32,2384.817356
2030,108,Emerging Markets State - Obligations,0.017728253,1.77,13202.7314
2030,108,High Yield Bonds - Obligations,0.018562088,1.86,13823.7119
2030,108,Investment Grade Bonds - Obligations,0.000226653,0.02,168.7948056
2030,108,Government ZC Bonds - Obligations,0.921837044,92.18,686518.1351
2031,108,Emerging Markets - Equities,0.141172989,14.12,124660.1085
2031,108,Developed Markets - Equities,0.021194882,2.12,18715.73512
2031,108,Emerging Markets State - Obligations,0.006143612,0.61,5424.999076
2031,108,High Yield Bonds - Obligations,0.01016233,1.02,8973.651238
2031,108,Investment Grade Bonds - Obligations,0.000694983,0.07,613.6915352
2031,108,Government ZC Bonds - Obligations,0.820631204,82.06,724642.6925
2032,108,Emerging Markets - Equities,0.23320346,23.32,222265.929
2032,108,Developed Markets - Equities,0.004486833,0.45,4276.394498
2032,108,Emerging Markets State - Obligations,0.000422334,0.04,402.52605
2032,108,High Yield Bonds - Obligations,0.003007227,0.3,2866.184446
2032,108,Investment Grade Bonds - Obligations,0.005236618,0.52,4991.014499
2032,108,Government ZC Bonds - Obligations,0.753643528,75.36,718296.7119
2033,108,Emerging Markets - Equities,0.351918881,35.19,410462.5555
2033,108,Developed Markets - Equities,0.002593469,0.26,3024.906835
2033,108,Emerging Markets State - Obligations,0.003641698,0.36,4247.514457
2033,108,High Yield Bonds - Obligations,0.005505229,0.55,6421.054793
2033,108,Investment Grade Bonds - Obligations,0.003005351,0.3,3505.307829
2033,108,Government ZC Bonds - Obligations,0.633335373,63.33,738694.255
2034,108,Emerging Markets - Equities,0.451931191,45.19,604260.7931
2034,108,Developed Markets - Equities,0.001843848,0.18,2465.34227
2034,108,Emerging Markets State - Obligations,0.001301879,0.13,1740.695188
2034,108,High Yield Bonds - Obligations,0.000695451,0.07,929.8623896
2034,108,Investment Grade Bonds - Obligations,0.002739655,0.27,3663.093288
2034,108,Government ZC Bonds - Obligations,0.541487976,54.15,724003.9208
2035,108,Emerging Markets - Equities,0.96122881,96.12,769069.9414
2035,108,Developed Markets - Equities,0.007884472,0.79,6308.290554
2035,108,Emerging Markets State - Obligations,0.010329284,1.03,8264.361036
2035,108,High Yield Bonds - Obligations,0.011163651,1.12,8931.929739
2035,108,Investment Grade Bonds - Obligations,0.002439011,0.24,1951.429276
2035,108,Government ZC Bonds - Obligations,0.006954772,0.7,5564.446168
2036,108,Emerging Markets - Equities,0.967925196,96.79,1006850.822
2036,108,Developed Markets - Equities,0.000154359,0.02,160.5669323
2036,108,Emerging Markets State - Obligations,0.000679922,0.07,707.2657591
2036,108,High Yield Bonds - Obligations,0.012448508,1.24,12949.13153
2036,108,Investment Grade Bonds - Obligations,0.006462335,0.65,6722.220998
2036,108,Government ZC Bonds - Obligations,0.012329679,1.23,12825.52385
2037,108,Emerging Markets - Equities,0.975238607,97.52,1389348.735
2037,108,Developed Markets - Equities,0.001444887,0.14,2058.421325
2037,108,Emerging Markets State - Obligations,0.005721704,0.57,8151.279555
2037,108,High Yield Bonds - Obligations,0.006576243,0.66,9368.675922
2037,108,Investment Grade Bonds - Obligations,0.004327549,0.43,6165.132017
2037,108,Government ZC Bonds - Obligations,0.00669101,0.67,9532.176625
2038,108,Emerging Markets - Equities,0.953920988,95.39,1531556.056
2038,108,Developed Markets - Equities,0.001157977,0.12,1859.175065
2038,108,Emerging Markets State - Obligations,0.009208304,0.92,14784.27805
2038,108,High Yield Bonds - Obligations,0.01065417,1.07,17105.67044
2038,108,Investment Grade Bonds - Obligations,0.018558245,1.86,29795.96163
2038,108,Government ZC Bonds - Obligations,0.006500317,0.65,10436.503
2039,108,Emerging Markets - Equities,0.252458859,25.25,492927.0894
2039,108,Developed Markets - Equities,0.714088263,71.41,1394260.637
2039,108,Emerging Markets State - Obligations,0.001659564,0.17,3240.306188
2039,108,High Yield Bonds - Obligations,0.009225956,0.92,18013.72106
