Year,Path_ID,Asset,Weight,Allocation (%),Invested Amt (DKK)
2058,28,Developed Markets - Equities,0.001539529,0.15,6789.018621
2058,28,Emerging Markets State - Obligations,0.006660702,0.67,29372.37753
2058,28,High Yield Bonds - Obligations,0.002442605,0.24,10771.4057
2058,28,Investment Grade Bonds - Obligations,0.005431828,0.54,23953.28739
2058,28,Government ZC Bonds - Obligations,0.976798998,97.68,4307490.221
2059,28,Emerging Markets - Equities,0.00655566,0.66,30864.14387
2059,28,Developed Markets - Equities,0.001263586,0.13,5948.981027
2059,28,Emerging Markets State - Obligations,0.010189726,1.02,47973.37857
2059,28,High Yield Bonds - Obligations,0.006490685,0.65,30558.24112
2059,28,Investment Grade Bonds - Obligations,0.004973885,0.5,23417.12127
2059,28,Government ZC Bonds - Obligations,0.970526459,97.05,4569252.814
2060,28,Emerging Markets - Equities,0.071971205,7.2,52994.26372
2060,28,Developed Markets - Equities,0.076559063,7.66,56372.42261
2060,28,Emerging Markets State - Obligations,0.012264852,1.23,9030.928662
2060,28,High Yield Bonds - Obligations,0.120541238,12.05,88757.63788
2060,28,Investment Grade Bonds - Obligations,0.016400938,1.64,12076.43572
2060,28,Government ZC Bonds - Obligations,0.702262704,70.23,517094.2309
2061,28,Emerging Markets - Equities,0.242998203,24.3,179572.4601
2061,28,Developed Markets - Equities,0.124987404,12.5,92364.03943
2061,28,Emerging Markets State - Obligations,0.091839565,9.18,67868.22451
2061,28,High Yield Bonds - Obligations,0.019962948,2,14752.35443
2061,28,Investment Grade Bonds - Obligations,0.102630677,10.26,75842.71363
2061,28,Government ZC Bonds - Obligations,0.417581204,41.76,308586.9906
2062,28,Emerging Markets - Equities,0.136893088,13.69,91715.54836
2062,28,Developed Markets - Equities,0.198621071,19.86,133072.0249
2062,28,Emerging Markets State - Obligations,0.186427734,18.64,124902.7405
2062,28,High Yield Bonds - Obligations,0.039145175,3.91,26226.46056
2062,28,Investment Grade Bonds - Obligations,0.088290305,8.83,59152.68515
2062,28,Government ZC Bonds - Obligations,0.350622626,35.06,234909.9347
2063,28,Emerging Markets - Equities,0.185234619,18.52,130826.8778
2063,28,Developed Markets - Equities,0.123982226,12.4,87565.74532
2063,28,Emerging Markets State - Obligations,0.258514289,25.85,182582.5941
2063,28,High Yield Bonds - Obligations,0.10249897,10.25,72392.62446
2063,28,Investment Grade Bonds - Obligations,0.023633484,2.36,16691.77695
2063,28,Government ZC Bonds - Obligations,0.306136411,30.61,216216.9844
2064,28,Emerging Markets - Equities,0.008811499,0.88,6042.375502
2064,28,Developed Markets - Equities,0.057379553,5.74,39347.31382
2064,28,Emerging Markets State - Obligations,0.084427286,8.44,57894.96029
2064,28,High Yield Bonds - Obligations,0.126458569,12.65,86717.38964
2064,28,Investment Grade Bonds - Obligations,0.117503696,11.75,80576.69701
2064,28,Government ZC Bonds - Obligations,0.605419397,60.54,415158.8143
2065,28,Emerging Markets - Equities,0.01866068,1.87,11446.22038
2065,28,Developed Markets - Equities,0.04107251,4.11,25193.34748
2065,28,Emerging Markets State - Obligations,0.076501123,7.65,46924.80115
2065,28,High Yield Bonds - Obligations,0.141464376,14.15,86772.42128
2065,28,Investment Grade Bonds - Obligations,0.125165258,12.52,76774.75284
2065,28,Government ZC Bonds - Obligations,0.597136052,59.71,366275.5433
2066,28,Emerging Markets - Equities,0.03905907,3.91,22791.14009
2066,28,Developed Markets - Equities,0.173118782,17.31,101015.5752
2066,28,Emerging Markets State - Obligations,0.1608205,16.08,93839.47368
2066,28,High Yield Bonds - Obligations,0.071829361,7.18,41912.75006
2066,28,Investment Grade Bonds - Obligations,0.200476174,20.05,116978.7349
2066,28,Government ZC Bonds - Obligations,0.354696113,35.47,206966.7516
2067,28,Emerging Markets - Equities,0.185647548,18.56,120935.2758
2067,28,Developed Markets - Equities,0.096893914,9.69,63119.02509
2067,28,Emerging Markets State - Obligations,0.057577808,5.76,37507.56849
2067,28,High Yield Bonds - Obligations,0.010564316,1.06,6881.849607
2067,28,Investment Grade Bonds - Obligations,0.033801102,3.38,22018.85026
2067,28,Government ZC Bonds - Obligations,0.615515312,61.55,400961.472
2068,28,Emerging Markets - Equities,0.215420866,21.54,143270.5911
2068,28,Developed Markets - Equities,0.442304189,44.23,294164.5524
2068,28,Emerging Markets State - Obligations,0.016892823,1.69,11234.9598
2068,28,High Yield Bonds - Obligations,0.156926526,15.69,104367.5881
2068,28,Investment Grade Bonds - Obligations,0.004061444,0.41,2701.156578
2068,28,Government ZC Bonds - Obligations,0.164394152,16.44,109334.104
2069,28,Emerging Markets - Equities,0.159765024,15.98,103409.4114
2069,28,Developed Markets - Equities,0.113329659,11.33,73353.68578
2069,28,Emerging Markets State - Obligations,0.172263053,17.23,111498.8779
2069,28,High Yield Bonds - Obligations,0.15541372,15.54,100592.9893
2069,28,Investment Grade Bonds - Obligations,0.236532409,23.65,153097.8223
2069,28,Government ZC Bonds - Obligations,0.162696134,16.27,105306.5998
2070,28,Emerging Markets - Equities,0.081284502,8.13,48038.12152
2070,28,Developed Markets - Equities,0.176329466,17.63,104208.5036
2070,28,Emerging Markets State - Obligations,0.092951773,9.3,54933.33223
2070,28,High Yield Bonds - Obligations,0.040768717,4.08,24093.80032
2070,28,Investment Grade Bonds - Obligations,0.163615446,16.36,96694.67694
2070,28,Government ZC Bonds - Obligations,0.445050096,44.51,263019.0265
2071,28,Emerging Markets - Equities,0.071688407,7.17,41111.79189
2071,28,Developed Markets - Equities,0.082930177,8.29,47558.71029
2071,28,Emerging Markets State - Obligations,0.070955065,7.1,40691.23585
2071,28,High Yield Bonds - Obligations,0.196370132,19.64,112614.1353
2071,28,Investment Grade Bonds - Obligations,0.001144617,0.11,656.4135375
2071,28,Government ZC Bonds - Obligations,0.576911602,57.69,330846.6553
2072,28,Emerging Markets - Equities,0.038057436,3.81,21326.37039
2072,28,Developed Markets - Equities,0.007858658,0.79,4403.782177
2072,28,Emerging Markets State - Obligations,0.084249771,8.42,47211.32161
2072,28,High Yield Bonds - Obligations,0.075911519,7.59,42538.78773
2072,28,Investment Grade Bonds - Obligations,0.043322313,4.33,24276.66723
2072,28,Government ZC Bonds - Obligations,0.750600302,75.06,420616.361
2073,28,Emerging Markets - Equities,0.017897444,1.79,9990.588148
2073,28,Developed Markets - Equities,0.124210268,12.42,69335.80204
2073,28,Emerging Markets State - Obligations,0.104609058,10.46,58394.14933
2073,28,High Yield Bonds - Obligations,0.191713079,19.17,107016.7571
2073,28,Investment Grade Bonds - Obligations,0.134846081,13.48,75272.85205
2073,28,Government ZC Bonds - Obligations,0.426724069,42.67,238202.9762
2074,28,Emerging Markets - Equities,0.114808547,11.48,65802.14758
2074,28,Developed Markets - Equities,0.117280224,11.73,67218.78125
2074,28,Emerging Markets State - Obligations,0.170488096,17.05,97714.70145
2074,28,High Yield Bonds - Obligations,0.03639418,3.64,20859.20653
2074,28,Investment Grade Bonds - Obligations,0.177232455,17.72,101580.209
2074,28,Government ZC Bonds - Obligations,0.383796499,38.38,219971.723
2075,28,Emerging Markets - Equities,0.260462233,26.05,149373.2646
2075,28,Developed Markets - Equities,0.172984867,17.3,99205.60836
2075,28,Emerging Markets State - Obligations,0.044414052,4.44,25471.14749
2075,28,High Yield Bonds - Obligations,0.259312604,25.93,148713.9604
2075,28,Investment Grade Bonds - Obligations,0.260575588,26.06,149438.2724
2075,28,Government ZC Bonds - Obligations,0.002250655,0.23,1290.734996
2025,29,Emerging Markets - Equities,0.59644252,59.64,119288.504
2025,29,Developed Markets - Equities,0.003885091,0.39,777.0181503
2025,29,Emerging Markets State - Obligations,0.006770724,0.68,1354.144786
2025,29,High Yield Bonds - Obligations,0.008456425,0.85,1691.285084
2025,29,Investment Grade Bonds - Obligations,0.003498094,0.35,699.6187102
2025,29,Government ZC Bonds - Obligations,0.380947146,38.09,76189.42927
2026,29,Emerging Markets - Equities,0.726463837,72.65,220589.0386
2026,29,Developed Markets - Equities,0.004166677,0.42,1265.201839
2026,29,Emerging Markets State - Obligations,0.007482662,0.75,2272.092693
2026,29,High Yield Bonds - Obligations,0.005138668,0.51,1560.344514
2026,29,Investment Grade Bonds - Obligations,0.007666484,0.77,2327.910011
2026,29,Government ZC Bonds - Obligations,0.249081671,24.91,75633.06472
2027,29,Emerging Markets - Equities,0.77160339,77.16,294852.6303
2027,29,Developed Markets - Equities,0.000804708,0.08,307.5028261
2027,29,Emerging Markets State - Obligations,0.001780522,0.18,680.3906237
2027,29,High Yield Bonds - Obligations,0.005016329,0.5,1916.88885
2027,29,Investment Grade Bonds - Obligations,0.010166024,1.02,3884.740559
2027,29,Government ZC Bonds - Obligations,0.210629026,21.06,80487.62242
2028,29,Emerging Markets - Equities,0.81841582,81.84,389320.1495
2028,29,Developed Markets - Equities,0.004408488,0.44,2097.11632
2028,29,Emerging Markets State - Obligations,0.004461354,0.45,2122.264884
2028,29,High Yield Bonds - Obligations,0.00025329,0.03,120.4898053
2028,29,Investment Grade Bonds - Obligations,0.006976234,0.7,3318.592316
2028,29,Government ZC Bonds - Obligations,0.165484814,16.55,78721.07412
2029,29,Emerging Markets - Equities,0.872639276,87.26,594397.1746
2029,29,Developed Markets - Equities,0.000610163,0.06,415.6119086
2029,29,Emerging Markets State - Obligations,0.00221677,0.22,1509.949921
2029,29,High Yield Bonds - Obligations,0.001990266,0.2,1355.667439
2029,29,Investment Grade Bonds - Obligations,0.00168912,0.17,1150.542164
2029,29,Government ZC Bonds - Obligations,0.120854405,12.09,82319.83016
2030,29,Emerging Markets - Equities,0.108732218,10.87,90229.68931
2030,29,Developed Markets - Equities,0.017194367,1.72,14268.46965
2030,29,Emerging Markets State - Obligations,0.002126706,0.21,1764.812947
2030,29,High Yield Bonds - Obligations,0.000165521,0.02,137.3551546
2030,29,Investment Grade Bonds - Obligations,0.026001204,2.6,21576.68261
2030,29,Government ZC Bonds - Obligations,0.845779984,84.58,701856.972
2031,29,Emerging Markets - Equities,0.233496995,23.35,216913.4781
2031,29,Developed Markets - Equities,0.002497742,0.25,2320.346557
2031,29,Emerging Markets State - Obligations,0.00136936,0.14,1272.104644
2031,29,High Yield Bonds - Obligations,0.001532008,0.15,1423.200829
2031,29,Investment Grade Bonds - Obligations,0.001066677,0.11,990.919129
2031,29,Government ZC Bonds - Obligations,0.760037219,76,706057.553
2032,29,Emerging Markets - Equities,0.190526184,19.05,170037.2824
2032,29,Developed Markets - Equities,0.004386502,0.44,3914.783752
2032,29,Emerging Markets State - Obligations,0.000635539,0.06,567.1939551
2032,29,High Yield Bonds - Obligations,0.00151951,0.15,1356.104062
2032,29,Investment Grade Bonds - Obligations,0.00778569,0.78,6948.428196
2032,29,Government ZC Bonds - Obligations,0.795146576,79.51,709637.7009
2033,29,Emerging Markets - Equities,0.210376901,21.04,197482.3757
2033,29,Developed Markets - Equities,0.006585375,0.66,6181.741383
2033,29,Emerging Markets State - Obligations,0.003398209,0.34,3189.924204
2033,29,High Yield Bonds - Obligations,0.001162712,0.12,1091.44602
2033,29,Investment Grade Bonds - Obligations,0.004391169,0.44,4122.023084
2033,29,Government ZC Bonds - Obligations,0.774085634,77.41,726639.9935
2034,29,Emerging Markets - Equities,0.31126226,31.13,320550.723
2034,29,Developed Markets - Equities,0.00290109,0.29,2987.661725
2034,29,Emerging Markets State - Obligations,0.002707419,0.27,2788.21173
2034,29,High Yield Bonds - Obligations,0.001671142,0.17,1721.010606
2034,29,Investment Grade Bonds - Obligations,0.001363476,0.14,1404.163648
2034,29,Government ZC Bonds - Obligations,0.680094614,68.01,700389.5038
2035,29,Emerging Markets - Equities,0.965969986,96.6,414669.782
2035,29,Developed Markets - Equities,0.002039397,0.2,875.4683493
2035,29,Emerging Markets State - Obligations,0.003771066,0.38,1618.836294
2035,29,High Yield Bonds - Obligations,0.008538872,0.85,3665.551022
2035,29,Investment Grade Bonds - Obligations,0.00908817,0.91,3901.352343
2035,29,Government ZC Bonds - Obligations,0.010592509,1.06,4547.13247
2036,29,Emerging Markets - Equities,0.943445152,94.34,529941.5837
2036,29,Developed Markets - Equities,0.013695974,1.37,7693.151386
2036,29,Emerging Markets State - Obligations,0.014819685,1.48,8324.349396
2036,29,High Yield Bonds - Obligations,0.013866302,1.39,7788.826123
2036,29,Investment Grade Bonds - Obligations,0.001590533,0.16,893.4163751
2036,29,Government ZC Bonds - Obligations,0.012582354,1.26,7067.620933
2037,29,Emerging Markets - Equities,0.95320731,95.32,704527.6178
2037,29,Developed Markets - Equities,0.001553514,0.16,1148.222004
2037,29,Emerging Markets State - Obligations,0.003868864,0.39,2859.526112
2037,29,High Yield Bonds - Obligations,0.005548937,0.55,4101.289599
2037,29,Investment Grade Bonds - Obligations,0.016609946,1.66,12276.622
2037,29,Government ZC Bonds - Obligations,0.01921143,1.92,14199.4115
2038,29,Emerging Markets - Equities,0.958712441,95.87,735981.1375
2038,29,Developed Markets - Equities,0.006694125,0.67,5138.92304
2038,29,Emerging Markets State - Obligations,0.011974359,1.2,9192.435571
2038,29,High Yield Bonds - Obligations,0.010099087,1.01,7752.832825
2038,29,Investment Grade Bonds - Obligations,0.003112978,0.31,2389.760466
2038,29,Government ZC Bonds - Obligations,0.009407011,0.94,7221.542222
2039,29,Emerging Markets - Equities,0.945792432,94.58,914394.0033
2039,29,Developed Markets - Equities,0.018023069,1.8,17424.73934
2039,29,Emerging Markets State - Obligations,0.006669265,0.67,6447.859006
2039,29,High Yield Bonds - Obligations,0.000113509,0.01,109.7405341
2039,29,Investment Grade Bonds - Obligations,0.009219023,0.92,8912.970183
2039,29,Government ZC Bonds - Obligations,0.020182701,2.02,19512.67549
2040,29,Emerging Markets - Equities,0.926774905,92.68,1268128.65
2040,29,Developed Markets - Equities,0.026108159,2.61,35724.42896
2040,29,Emerging Markets State - Obligations,0.026611694,2.66,36413.4281
2040,29,High Yield Bonds - Obligations,0.015667452,1.57,21438.15545
2040,29,Investment Grade Bonds - Obligations,0.002680787,0.27,3668.18653
2040,29,Government ZC Bonds - Obligations,0.002157003,0.22,2951.480339
2041,29,Emerging Markets - Equities,0.931054908,93.11,1520989.483
2041,29,Developed Markets - Equities,0.015363838,1.54,25098.66558
2041,29,Emerging Markets State - Obligations,0.013973806,1.4,22827.88241
2041,29,High Yield Bonds - Obligations,0.013000983,1.3,21238.66027
2041,29,Investment Grade Bonds - Obligations,0.021435456,2.14,35017.37961
2041,29,Government ZC Bonds - Obligations,0.005171009,0.52,8447.461552
2042,29,Emerging Markets - Equities,0.936073591,93.61,1486249.632
2042,29,Developed Markets - Equities,0.015740167,1.57,24991.42938
2042,29,Emerging Markets State - Obligations,0.00957431,0.96,15201.59821
2042,29,High Yield Bonds - Obligations,0.014216116,1.42,22571.61997
2042,29,Investment Grade Bonds - Obligations,0.015760321,1.58,25023.42926
2042,29,Government ZC Bonds - Obligations,0.008635495,0.86,13710.99595
2043,29,Emerging Markets - Equities,0.932225532,93.22,1666897.276
2043,29,Developed Markets - Equities,0.011834765,1.18,21161.5505
2043,29,Emerging Markets State - Obligations,0.001592899,0.16,2848.236123
2043,29,High Yield Bonds - Obligations,0.017178107,1.72,30715.89336
2043,29,Investment Grade Bonds - Obligations,0.020310651,2.03,36317.14308
2043,29,Government ZC Bonds - Obligations,0.016858047,1.69,30143.59879
2044,29,Emerging Markets - Equities,0.97523615,97.52,1787706.727
2044,29,Developed Markets - Equities,0.005583484,0.56,10235.0921
2044,29,Emerging Markets State - Obligations,0.005876849,0.59,10772.85944
2044,29,High Yield Bonds - Obligations,0.003724342,0.37,6827.095987
2044,29,Investment Grade Bonds - Obligations,0.00514866,0.51,9438.015055
2044,29,Government ZC Bonds - Obligations,0.004430516,0.44,8121.584713
2045,29,Emerging Markets - Equities,0.948730446,94.87,1810140.956
2045,29,Developed Markets - Equities,0.011998244,1.2,22892.18556
2045,29,Emerging Markets State - Obligations,0.003733221,0.37,7122.841735
2045,29,High Yield Bonds - Obligations,0.004661119,0.47,8893.235061
2045,29,Investment Grade Bonds - Obligations,0.019651698,1.97,37494.67813
2045,29,Government ZC Bonds - Obligations,0.011225272,1.12,21417.38387
2046,29,Emerging Markets - Equities,0.967137503,96.71,2075700.225
2046,29,Developed Markets - Equities,0.001675923,0.17,3596.918402
2046,29,Emerging Markets State - Obligations,0.010803787,1.08,23187.42014
2046,29,High Yield Bonds - Obligations,0.006968157,0.7,14955.27205
2046,29,Investment Grade Bonds - Obligations,0.007177272,0.72,15404.08137
2046,29,Government ZC Bonds - Obligations,0.006237357,0.62,13386.80791
2047,29,Emerging Markets - Equities,0.243445144,24.34,713370.7161
2047,29,Developed Markets - Equities,0.724752817,72.48,2123753.336
2047,29,Emerging Markets State - Obligations,0.009390161,0.94,27516.12092
2047,29,High Yield Bonds - Obligations,0.006679963,0.67,19574.38896
2047,29,Investment Grade Bonds - Obligations,0.006016525,0.6,17630.30657
2047,29,Government ZC Bonds - Obligations,0.009715391,0.97,28469.14507
2048,29,Emerging Markets - Equities,0.258767135,25.88,815894.7663
2048,29,Developed Markets - Equities,0.715625388,71.56,2256372.353
2048,29,Emerging Markets State - Obligations,0.000133717,0.01,421.6091601
2048,29,High Yield Bonds - Obligations,0.00947167,0.95,29864.24954
2048,29,Investment Grade Bonds - Obligations,0.006894403,0.69,21738.10699
2048,29,Government ZC Bonds - Obligations,0.009107688,0.91,28716.60906
2049,29,Emerging Markets - Equities,0.244894056,24.49,847007.9835
2049,29,Developed Markets - Equities,0.707414418,70.74,2446713.773
2049,29,Emerging Markets State - Obligations,0.003130902,0.31,10828.75903
2049,29,High Yield Bonds - Obligations,0.005417811,0.54,18738.42765
2049,29,Investment Grade Bonds - Obligations,0.006424527,0.64,22220.32553
2049,29,Government ZC Bonds - Obligations,0.032718286,3.27,113161.7898
2050,29,Emerging Markets - Equities,0.243404979,24.34,908712.16
2050,29,Developed Markets - Equities,0.702850555,70.29,2623976.098
2050,29,Emerging Markets State - Obligations,0.003512523,0.35,13113.42113
2050,29,High Yield Bonds - Obligations,0.004545335,0.45,16969.25463
2050,29,Investment Grade Bonds - Obligations,0.010631014,1.06,39689.13027
2050,29,Government ZC Bonds - Obligations,0.035055595,3.51,130874.2557
2051,29,Emerging Markets - Equities,0.240608957,24.06,873810.0064
2051,29,Developed Markets - Equities,0.686721625,68.67,2493939.691
2051,29,Emerging Markets State - Obligations,0.001137911,0.11,4132.504909
2051,29,High Yield Bonds - Obligations,0.005303,0.53,19258.69481
2051,29,Investment Grade Bonds - Obligations,0.002137079,0.21,7761.144081
2051,29,Government ZC Bonds - Obligations,0.064091429,6.41,232758.3016
2052,29,Emerging Markets - Equities,0.256334252,25.63,1049105.828
2052,29,Developed Markets - Equities,0.701829747,70.18,2872396.767
2052,29,Emerging Markets State - Obligations,0.009711117,0.97,39744.94139
2052,29,High Yield Bonds - Obligations,0.009368074,0.94,38340.95704
2052,29,Investment Grade Bonds - Obligations,0.001658776,0.17,6788.914364
2052,29,Government ZC Bonds - Obligations,0.021098034,2.11,86348.4715
2053,29,Emerging Markets - Equities,0.030019881,3,160061.9448
2053,29,Developed Markets - Equities,0.03446274,3.45,183750.6687
2053,29,Emerging Markets State - Obligations,0.043198541,4.32,230328.7816
2053,29,High Yield Bonds - Obligations,0.042009129,4.2,223986.9942
2053,29,Investment Grade Bonds - Obligations,0.028871971,2.89,153941.4461
2053,29,Government ZC Bonds - Obligations,0.821437738,82.14,4379794.952
2054,29,Emerging Markets - Equities,0.035043073,3.5,180139.2056
2054,29,Developed Markets - Equities,0.020861106,2.09,107236.6863
2054,29,Emerging Markets State - Obligations,0.025732503,2.57,132278.1469
2054,29,High Yield Bonds - Obligations,0.028948098,2.89,148807.9402
2054,29,Investment Grade Bonds - Obligations,0.02513234,2.51,129193.0049
2054,29,Government ZC Bonds - Obligations,0.86428288,86.43,4442853.317
2055,29,Emerging Markets - Equities,0.028989634,2.9,154639.6787
2055,29,Developed Markets - Equities,0.043763383,4.38,233447.425
2055,29,Emerging Markets State - Obligations,0.023186009,2.32,123681.3441
2055,29,High Yield Bonds - Obligations,0.023259102,2.33,124071.2468
2055,29,Investment Grade Bonds - Obligations,0.018598775,1.86,99211.62049
2055,29,Government ZC Bonds - Obligations,0.862203097,86.22,4599258.081
2056,29,Emerging Markets - Equities,0.005838858,0.58,30944.38143
2056,29,Developed Markets - Equities,0.008132986,0.81,43102.64351
2056,29,Emerging Markets State - Obligations,0.025023657,2.5,132618.6742
2056,29,High Yield Bonds - Obligations,0.019649127,1.96,104135.1066
2056,29,Investment Grade Bonds - Obligations,0.036874511,3.69,195425.0238
2056,29,Government ZC Bonds - Obligations,0.904480862,90.45,4793506.155
2057,29,Emerging Markets - Equities,0.02321104,2.32,119691.6199
2057,29,Developed Markets - Equities,0.009100233,0.91,46926.87916
2057,29,Emerging Markets State - Obligations,0.025901585,2.59,133565.8677
2057,29,High Yield Bonds - Obligations,0.00288737,0.29,14889.20982
2057,29,Investment Grade Bonds - Obligations,0.008193717,0.82,42252.27573
2057,29,Government ZC Bonds - Obligations,0.930706054,93.07,4799341.842
2058,29,Emerging Markets - Equities,0.020834358,2.08,105766.4596
2058,29,Developed Markets - Equities,0.042968126,4.3,218129.4307
2058,29,Emerging Markets State - Obligations,0.003018758,0.3,15324.84609
2058,29,High Yield Bonds - Obligations,0.010938782,1.09,55531.16956
2058,29,Investment Grade Bonds - Obligations,0.013795616,1.38,70034.00387
2058,29,Government ZC Bonds - Obligations,0.90844436,90.84,4611754.557
2059,29,Emerging Markets - Equities,0.006391494,0.64,32227.25763
2059,29,Developed Markets - Equities,0.008945008,0.89,45102.61538
2059,29,Emerging Markets State - Obligations,0.008218706,0.82,41440.44705
2059,29,High Yield Bonds - Obligations,0.004385919,0.44,22114.72895
2059,29,Investment Grade Bonds - Obligations,0.002639074,0.26,13306.76861
2059,29,Government ZC Bonds - Obligations,0.969419799,96.94,4888018.952
2060,29,Emerging Markets - Equities,0.30650481,30.65,271240.1874
2060,29,Developed Markets - Equities,0.019384184,1.94,17153.95507
2060,29,Emerging Markets State - Obligations,0.063397401,6.34,56103.27235
2060,29,High Yield Bonds - Obligations,0.062247839,6.22,55085.97222
2060,29,Investment Grade Bonds - Obligations,0.180421804,18.04,159663.5433
2060,29,Government ZC Bonds - Obligations,0.368043962,36.8,325699.0101
2061,29,Emerging Markets - Equities,0.30809356,30.81,271214.0706
2061,29,Developed Markets - Equities,0.043259752,4.33,38081.46285
2061,29,Emerging Markets State - Obligations,0.09240225,9.24,81341.49378
2061,29,High Yield Bonds - Obligations,0.068344846,6.83,60163.81503
2061,29,Investment Grade Bonds - Obligations,0.083583389,8.36,73578.27003
2061,29,Government ZC Bonds - Obligations,0.404316202,40.43,355918.647
2062,29,Emerging Markets - Equities,0.214666915,21.47,184666.5574
2062,29,Developed Markets - Equities,0.001272606,0.13,1094.755149
2062,29,Emerging Markets State - Obligations,0.036942892,3.69,31780.00983
2062,29,High Yield Bonds - Obligations,0.187870729,18.79,161615.2201
2062,29,Investment Grade Bonds - Obligations,0.098989794,9.9,85155.66779
2062,29,Government ZC Bonds - Obligations,0.460257065,46.03,395934.7336
2063,29,Emerging Markets - Equities,0.16193679,16.19,144760.3191
2063,29,Developed Markets - Equities,0.11622271,11.62,103895.0853
2063,29,Emerging Markets State - Obligations,0.170400692,17.04,152326.4631
2063,29,High Yield Bonds - Obligations,0.100713111,10.07,90030.57353
2063,29,Investment Grade Bonds - Obligations,0.043797036,4.38,39151.52847
2063,29,Government ZC Bonds - Obligations,0.406929661,40.69,363767.0441
2064,29,Emerging Markets - Equities,0.231362772,23.14,203546.2248
2064,29,Developed Markets - Equities,0.097064667,9.71,85394.66509
2064,29,Emerging Markets State - Obligations,0.22096017,22.1,194394.3183
2064,29,High Yield Bonds - Obligations,0.219255998,21.93,192895.0374
2064,29,Investment Grade Bonds - Obligations,0.037875277,3.79,33321.56512
2064,29,Government ZC Bonds - Obligations,0.193481116,19.35,170219.0474
2065,29,Emerging Markets - Equities,0.152600708,15.26,129576.6642
2065,29,Developed Markets - Equities,0.078089779,7.81,66307.77305
2065,29,Emerging Markets State - Obligations,0.160075015,16.01,135923.2647
2065,29,High Yield Bonds - Obligations,0.078228967,7.82,66425.96067
2065,29,Investment Grade Bonds - Obligations,0.171756674,17.18,145842.4225
2065,29,Government ZC Bonds - Obligations,0.359248857,35.92,305046.216
2066,29,Emerging Markets - Equities,0.076286577,7.63,61019.03167
2066,29,Developed Markets - Equities,0.079097877,7.91,63267.69416
2066,29,Emerging Markets State - Obligations,0.11879663,11.88,95021.37355
2066,29,High Yield Bonds - Obligations,0.033679289,3.37,26938.9146
2066,29,Investment Grade Bonds - Obligations,0.29051902,29.05,232376.2575
2066,29,Government ZC Bonds - Obligations,0.401620607,40.16,321242.6283
2067,29,Emerging Markets - Equities,0.145955071,14.6,112750.2288
2067,29,Developed Markets - Equities,0.000927944,0.09,716.836437
2067,29,Emerging Markets State - Obligations,0.248222494,24.82,191751.7684
2067,29,High Yield Bonds - Obligations,0.13899386,13.9,107372.6965
2067,29,Investment Grade Bonds - Obligations,0.128604336,12.86,99346.79321
2067,29,Government ZC Bonds - Obligations,0.337296295,33.73,260561.2406
2068,29,Emerging Markets - Equities,0.087828991,8.78,69921.75019
2068,29,Developed Markets - Equities,0.090653328,9.07,72170.23977
2068,29,Emerging Markets State - Obligations,0.106883385,10.69,85091.19009
2068,29,High Yield Bonds - Obligations,0.078799378,7.88,62733.16373
2068,29,Investment Grade Bonds - Obligations,0.120263941,12.03,95743.61696
2068,29,Government ZC Bonds - Obligations,0.515570977,51.56,410452.4573
2069,29,Emerging Markets - Equities,0.091802228,9.18,74626.18221
2069,29,Developed Markets - Equities,0.296340495,29.63,240895.6761
2069,29,Emerging Markets State - Obligations,0.219756771,21.98,178640.6406
2069,29,High Yield Bonds - Obligations,0.054484417,5.45,44290.4718
2069,29,Investment Grade Bonds - Obligations,0.152056063,15.21,123606.6238
2069,29,Government ZC Bonds - Obligations,0.185560026,18.56,150842.0501
2070,29,Emerging Markets - Equities,0.091406112,9.14,64217.55881
2070,29,Developed Markets - Equities,0.137754176,13.78,96779.48949
2070,29,Emerging Markets State - Obligations,0.023944623,2.39,16822.34554
2070,29,High Yield Bonds - Obligations,0.092006584,9.2,64639.42116
2070,29,Investment Grade Bonds - Obligations,0.188492034,18.85,132425.4799
2070,29,Government ZC Bonds - Obligations,0.466396472,46.64,327667.8343
2071,29,Emerging Markets - Equities,0.055922357,5.59,38369.5227
2071,29,Developed Markets - Equities,0.216860698,21.69,148792.7522
2071,29,Emerging Markets State - Obligations,0.26082251,26.08,178955.8894
2071,29,High Yield Bonds - Obligations,0.129135147,12.91,88602.37953
2071,29,Investment Grade Bonds - Obligations,0.108799069,10.88,74649.36255
2071,29,Government ZC Bonds - Obligations,0.22846022,22.85,156751.4316
2072,29,Emerging Markets - Equities,0.069040472,6.9,49337.57588
2072,29,Developed Markets - Equities,0.192426613,19.24,137511.5549
2072,29,Emerging Markets State - Obligations,0.139272323,13.93,99526.53325
2072,29,High Yield Bonds - Obligations,0.013366781,1.34,9552.14483
2072,29,Investment Grade Bonds - Obligations,0.16506442,16.51,117958.0346
2072,29,Government ZC Bonds - Obligations,0.420829392,42.08,300732.3326
2073,29,Emerging Markets - Equities,0.072994156,7.3,55550.10318
2073,29,Developed Markets - Equities,0.134524428,13.45,102375.9467
2073,29,Emerging Markets State - Obligations,0.098759193,9.88,75157.84373
2073,29,High Yield Bonds - Obligations,0.168867421,16.89,128511.6941
2073,29,Investment Grade Bonds - Obligations,0.054333808,5.43,41349.18189
2073,29,Government ZC Bonds - Obligations,0.470520993,47.05,358076.4694
2074,29,Emerging Markets - Equities,0.18621039,18.62,150388.9734
2074,29,Developed Markets - Equities,0.01053958,1.05,8512.07383
