Year,Final Wealth,Path_ID,source_folder
2034,634792.201485006,5,P1_outputs_path_0_to_50
2035,754156.5266587462,5,P1_outputs_path_0_to_50
2036,882651.7520461346,5,P1_outputs_path_0_to_50
2037,1170428.8425730695,5,P1_outputs_path_0_to_50
2038,1360586.3075693916,5,P1_outputs_path_0_to_50
2039,1584393.5777506328,5,P1_outputs_path_0_to_50
2040,1732664.6571932873,5,P1_outputs_path_0_to_50
2041,1839776.750239208,5,P1_outputs_path_0_to_50
2042,2025167.01209738,5,P1_outputs_path_0_to_50
2043,2139526.0427027447,5,P1_outputs_path_0_to_50
2044,2157188.6078565936,5,P1_outputs_path_0_to_50
2045,2096873.7754742068,5,P1_outputs_path_0_to_50
2046,2147705.2533543366,5,P1_outputs_path_0_to_50
2047,2112348.605288931,5,P1_outputs_path_0_to_50
2048,2265120.358429454,5,P1_outputs_path_0_to_50
2049,2322169.445168234,5,P1_outputs_path_0_to_50
2050,2447783.8030087766,5,P1_outputs_path_0_to_50
2051,2539611.558033092,5,P1_outputs_path_0_to_50
2052,2578108.164000208,5,P1_outputs_path_0_to_50
2053,2637332.2023521108,5,P1_outputs_path_0_to_50
2054,2735895.032740253,5,P1_outputs_path_0_to_50
2055,2746853.911489606,5,P1_outputs_path_0_to_50
2056,2660307.7126590856,5,P1_outputs_path_0_to_50
2057,2835016.488876929,5,P1_outputs_path_0_to_50
2058,2965810.6420511752,5,P1_outputs_path_0_to_50
2059,3006791.355482852,5,P1_outputs_path_0_to_50
2060,3285886.590369067,5,P1_outputs_path_0_to_50
2061,3228806.867862556,5,P1_outputs_path_0_to_50
2062,3296887.851752152,5,P1_outputs_path_0_to_50
2063,3390042.738442239,5,P1_outputs_path_0_to_50
2064,3641073.123758619,5,P1_outputs_path_0_to_50
2065,3653454.2770304554,5,P1_outputs_path_0_to_50
2066,3495819.1163612995,5,P1_outputs_path_0_to_50
2067,3573362.679323124,5,P1_outputs_path_0_to_50
2068,3763018.1329577896,5,P1_outputs_path_0_to_50
2069,3760475.385404842,5,P1_outputs_path_0_to_50
2070,3783050.082692791,5,P1_outputs_path_0_to_50
2071,3622900.0594017073,5,P1_outputs_path_0_to_50
2072,3564313.1156024765,5,P1_outputs_path_0_to_50
2073,3595009.1393710887,5,P1_outputs_path_0_to_50
2074,1935385.2713548432,5,P1_outputs_path_0_to_50
2075,,5,P1_outputs_path_0_to_50
2025,0.0,6,P1_outputs_path_0_to_50
2026,55004.33936604746,6,P1_outputs_path_0_to_50
2027,117691.51276887915,6,P1_outputs_path_0_to_50
2028,171260.2856055434,6,P1_outputs_path_0_to_50
2029,207778.28882823972,6,P1_outputs_path_0_to_50
2030,253119.06769037747,6,P1_outputs_path_0_to_50
2031,344955.5511883424,6,P1_outputs_path_0_to_50
2032,408528.3369298405,6,P1_outputs_path_0_to_50
2033,458644.54070759285,6,P1_outputs_path_0_to_50
2034,528576.870116002,6,P1_outputs_path_0_to_50
2035,582098.6709783421,6,P1_outputs_path_0_to_50
2036,822551.0117266751,6,P1_outputs_path_0_to_50
2037,872122.9152900986,6,P1_outputs_path_0_to_50
2038,1052767.4285332563,6,P1_outputs_path_0_to_50
2039,1054351.475375611,6,P1_outputs_path_0_to_50
2040,1259696.2402116852,6,P1_outputs_path_0_to_50
2041,1453014.6622257426,6,P1_outputs_path_0_to_50
2042,1311844.8995685205,6,P1_outputs_path_0_to_50
2043,1418786.4415796706,6,P1_outputs_path_0_to_50
2044,1560948.9965776308,6,P1_outputs_path_0_to_50
2045,1858902.621978144,6,P1_outputs_path_0_to_50
2046,2025837.1714215272,6,P1_outputs_path_0_to_50
2047,2143832.112686028,6,P1_outputs_path_0_to_50
2048,2213897.8092725067,6,P1_outputs_path_0_to_50
2049,2352742.002861812,6,P1_outputs_path_0_to_50
2050,2539521.2267614794,6,P1_outputs_path_0_to_50
2051,2758407.756800078,6,P1_outputs_path_0_to_50
2052,2777243.409225883,6,P1_outputs_path_0_to_50
2053,2902651.7183257234,6,P1_outputs_path_0_to_50
2054,2830101.663710862,6,P1_outputs_path_0_to_50
2055,2755545.0698461207,6,P1_outputs_path_0_to_50
2056,2894083.536137631,6,P1_outputs_path_0_to_50
2057,2775058.7203457616,6,P1_outputs_path_0_to_50
2058,2913238.462150497,6,P1_outputs_path_0_to_50
2059,2842934.9990380043,6,P1_outputs_path_0_to_50
2060,2869476.8252645466,6,P1_outputs_path_0_to_50
2061,2807986.299281986,6,P1_outputs_path_0_to_50
2062,3025953.2797704856,6,P1_outputs_path_0_to_50
2063,3146831.113859616,6,P1_outputs_path_0_to_50
2064,3141812.9956120346,6,P1_outputs_path_0_to_50
2065,3450533.794241295,6,P1_outputs_path_0_to_50
2066,3532652.334367712,6,P1_outputs_path_0_to_50
2067,3644246.669932461,6,P1_outputs_path_0_to_50
2068,3713613.160724661,6,P1_outputs_path_0_to_50
2069,3715218.308010732,6,P1_outputs_path_0_to_50
2070,3871776.3435898055,6,P1_outputs_path_0_to_50
2071,4045986.681467097,6,P1_outputs_path_0_to_50
2072,4118492.899137114,6,P1_outputs_path_0_to_50
2073,3875865.917560713,6,P1_outputs_path_0_to_50
2074,2137367.676173685,6,P1_outputs_path_0_to_50
2075,,6,P1_outputs_path_0_to_50
2025,0.0,7,P1_outputs_path_0_to_50
2026,95676.03650342076,7,P1_outputs_path_0_to_50
2027,176031.41249127095,7,P1_outputs_path_0_to_50
2028,230639.6542027621,7,P1_outputs_path_0_to_50
2029,259192.8050499724,7,P1_outputs_path_0_to_50
2030,327324.3716322471,7,P1_outputs_path_0_to_50
2031,401136.4430403915,7,P1_outputs_path_0_to_50
2032,475810.160227895,7,P1_outputs_path_0_to_50
2033,650372.7064276767,7,P1_outputs_path_0_to_50
2034,767986.9989792433,7,P1_outputs_path_0_to_50
2035,981113.7100889912,7,P1_outputs_path_0_to_50
2036,1145686.7205858368,7,P1_outputs_path_0_to_50
2037,1334953.9586192465,7,P1_outputs_path_0_to_50
2038,1133103.0927113025,7,P1_outputs_path_0_to_50
2039,1412128.6204386803,7,P1_outputs_path_0_to_50
2040,1551825.81286673,7,P1_outputs_path_0_to_50
2041,1662693.802789935,7,P1_outputs_path_0_to_50
2042,1507578.424331564,7,P1_outputs_path_0_to_50
2043,1733512.582758373,7,P1_outputs_path_0_to_50
2044,1791295.873129825,7,P1_outputs_path_0_to_50
2045,1808437.725368491,7,P1_outputs_path_0_to_50
2046,1875624.7056065083,7,P1_outputs_path_0_to_50
2047,2205988.1140788323,7,P1_outputs_path_0_to_50
2048,2103685.83420902,7,P1_outputs_path_0_to_50
2049,2144149.760474861,7,P1_outputs_path_0_to_50
2050,2144241.531407716,7,P1_outputs_path_0_to_50
2051,2196434.237767664,7,P1_outputs_path_0_to_50
2052,2256881.709043548,7,P1_outputs_path_0_to_50
2053,2213677.570896877,7,P1_outputs_path_0_to_50
2054,2391241.7326530265,7,P1_outputs_path_0_to_50
2055,2414267.7679749383,7,P1_outputs_path_0_to_50
2056,2541218.0301939566,7,P1_outputs_path_0_to_50
2057,2695572.1975948154,7,P1_outputs_path_0_to_50
2058,2641657.503592204,7,P1_outputs_path_0_to_50
2059,2667211.2024078714,7,P1_outputs_path_0_to_50
2060,2864393.673376112,7,P1_outputs_path_0_to_50
2061,2868533.419602335,7,P1_outputs_path_0_to_50
2062,2731126.4696774096,7,P1_outputs_path_0_to_50
2063,2692050.373390819,7,P1_outputs_path_0_to_50
2064,2559447.109478761,7,P1_outputs_path_0_to_50
2065,2774827.683462738,7,P1_outputs_path_0_to_50
2066,2931058.5697062323,7,P1_outputs_path_0_to_50
2067,2965434.62529417,7,P1_outputs_path_0_to_50
2068,3143989.8432672545,7,P1_outputs_path_0_to_50
2069,3012566.609920118,7,P1_outputs_path_0_to_50
2070,3121837.5736031625,7,P1_outputs_path_0_to_50
2071,3059715.12230207,7,P1_outputs_path_0_to_50
2072,3251221.446449812,7,P1_outputs_path_0_to_50
2073,3228923.758541696,7,P1_outputs_path_0_to_50
2074,1428031.6866675604,7,P1_outputs_path_0_to_50
2075,,7,P1_outputs_path_0_to_50
2025,0.0,8,P1_outputs_path_0_to_50
2026,79894.80181719552,8,P1_outputs_path_0_to_50
2027,121275.28937497438,8,P1_outputs_path_0_to_50
2028,195725.88320497583,8,P1_outputs_path_0_to_50
2029,304327.5722877499,8,P1_outputs_path_0_to_50
2030,392818.12846065866,8,P1_outputs_path_0_to_50
2031,505144.8352097035,8,P1_outputs_path_0_to_50
2032,514217.5953197962,8,P1_outputs_path_0_to_50
2033,621559.2495279093,8,P1_outputs_path_0_to_50
2034,746383.9650862014,8,P1_outputs_path_0_to_50
2035,907664.5091920544,8,P1_outputs_path_0_to_50
2036,1061970.2170425956,8,P1_outputs_path_0_to_50
2037,1112056.9998807984,8,P1_outputs_path_0_to_50
2038,1333317.4686174546,8,P1_outputs_path_0_to_50
2039,1538721.0158528658,8,P1_outputs_path_0_to_50
2040,1507990.1528061894,8,P1_outputs_path_0_to_50
2041,1655459.9770448357,8,P1_outputs_path_0_to_50
2042,1474720.559771431,8,P1_outputs_path_0_to_50
2043,1669066.7671149925,8,P1_outputs_path_0_to_50
2044,1639741.9152434426,8,P1_outputs_path_0_to_50
2045,1682401.499304289,8,P1_outputs_path_0_to_50
2046,1864813.4206858624,8,P1_outputs_path_0_to_50
2047,1866240.990962842,8,P1_outputs_path_0_to_50
2048,1944804.219443516,8,P1_outputs_path_0_to_50
2049,2015866.282062896,8,P1_outputs_path_0_to_50
2050,2113276.1618220806,8,P1_outputs_path_0_to_50
2051,2202521.468385409,8,P1_outputs_path_0_to_50
2052,2219228.703356058,8,P1_outputs_path_0_to_50
2053,2121651.1485851947,8,P1_outputs_path_0_to_50
2054,2286405.8108721776,8,P1_outputs_path_0_to_50
2055,2357558.3080030074,8,P1_outputs_path_0_to_50
2056,2596560.778657628,8,P1_outputs_path_0_to_50
2057,2672658.5097818966,8,P1_outputs_path_0_to_50
2058,2702190.3322106577,8,P1_outputs_path_0_to_50
2059,2580823.432151921,8,P1_outputs_path_0_to_50
2060,2485467.770178388,8,P1_outputs_path_0_to_50
2061,2568109.312761364,8,P1_outputs_path_0_to_50
2062,2524694.989781666,8,P1_outputs_path_0_to_50
2063,2579098.6440058947,8,P1_outputs_path_0_to_50
2064,2738836.20499808,8,P1_outputs_path_0_to_50
2065,2937421.8721651537,8,P1_outputs_path_0_to_50
2066,3154805.42651009,8,P1_outputs_path_0_to_50
2067,3319849.445535305,8,P1_outputs_path_0_to_50
2068,3359183.655567804,8,P1_outputs_path_0_to_50
2069,3503932.49349864,8,P1_outputs_path_0_to_50
2070,3675061.7147721136,8,P1_outputs_path_0_to_50
2071,3705521.2402330968,8,P1_outputs_path_0_to_50
2072,3909640.832161079,8,P1_outputs_path_0_to_50
2073,3894703.37193002,8,P1_outputs_path_0_to_50
2074,2229531.712293773,8,P1_outputs_path_0_to_50
2075,,8,P1_outputs_path_0_to_50
2025,0.0,9,P1_outputs_path_0_to_50
2026,60625.60443096771,9,P1_outputs_path_0_to_50
2027,111878.74138663623,9,P1_outputs_path_0_to_50
2028,155636.76612737897,9,P1_outputs_path_0_to_50
2029,184055.1502475744,9,P1_outputs_path_0_to_50
2030,235812.22731304407,9,P1_outputs_path_0_to_50
2031,241904.43597552285,9,P1_outputs_path_0_to_50
2032,298298.54464578896,9,P1_outputs_path_0_to_50
2033,428118.5540992664,9,P1_outputs_path_0_to_50
2034,571703.3202108813,9,P1_outputs_path_0_to_50
2035,690542.5933040526,9,P1_outputs_path_0_to_50
2036,809721.9814962421,9,P1_outputs_path_0_to_50
2037,904746.7219630136,9,P1_outputs_path_0_to_50
2038,1380393.9467539685,9,P1_outputs_path_0_to_50
2039,1536008.086610766,9,P1_outputs_path_0_to_50
2040,1391206.553857593,9,P1_outputs_path_0_to_50
2041,1800719.729178813,9,P1_outputs_path_0_to_50
2042,2021440.654759284,9,P1_outputs_path_0_to_50
2043,2066722.2135795848,9,P1_outputs_path_0_to_50
2044,2070156.8008387303,9,P1_outputs_path_0_to_50
2045,2065119.565115802,9,P1_outputs_path_0_to_50
2046,2189463.4014842785,9,P1_outputs_path_0_to_50
2047,2340395.5973145748,9,P1_outputs_path_0_to_50
2048,2227645.974138454,9,P1_outputs_path_0_to_50
2049,2306365.018066914,9,P1_outputs_path_0_to_50
2050,2377379.583767014,9,P1_outputs_path_0_to_50
2051,2584750.432973459,9,P1_outputs_path_0_to_50
2052,2507654.840154247,9,P1_outputs_path_0_to_50
2053,2610737.544994836,9,P1_outputs_path_0_to_50
2054,2573188.0434792014,9,P1_outputs_path_0_to_50
2055,2675382.960399566,9,P1_outputs_path_0_to_50
2056,2836667.8927379707,9,P1_outputs_path_0_to_50
2057,2931214.964198004,9,P1_outputs_path_0_to_50
2058,3008114.914281524,9,P1_outputs_path_0_to_50
2059,3314587.3923773384,9,P1_outputs_path_0_to_50
2060,3255289.3064921447,9,P1_outputs_path_0_to_50
2061,3242441.2207463924,9,P1_outputs_path_0_to_50
