Year,Final Wealth,Path_ID,source_folder
2025,0.0,0,P1_outputs_path_0_to_50
2026,36881.864456281626,0,P1_outputs_path_0_to_50
2027,100033.92630221456,0,P1_outputs_path_0_to_50
2028,163012.93557294793,0,P1_outputs_path_0_to_50
2029,220058.81163891117,0,P1_outputs_path_0_to_50
2030,291468.6244890694,0,P1_outputs_path_0_to_50
2031,446014.584670909,0,P1_outputs_path_0_to_50
2032,467170.3499290324,0,P1_outputs_path_0_to_50
2033,524798.1547608415,0,P1_outputs_path_0_to_50
2034,659330.7158067474,0,P1_outputs_path_0_to_50
2035,820078.7006872529,0,P1_outputs_path_0_to_50
2036,911463.4938169027,0,P1_outputs_path_0_to_50
2037,1065515.2029554893,0,P1_outputs_path_0_to_50
2038,1327188.4951101658,0,P1_outputs_path_0_to_50
2039,1295008.0920308211,0,P1_outputs_path_0_to_50
2040,1181849.038024517,0,P1_outputs_path_0_to_50
2041,1100456.3608084568,0,P1_outputs_path_0_to_50
2042,1268436.7520128118,0,P1_outputs_path_0_to_50
2043,1145146.182212066,0,P1_outputs_path_0_to_50
2044,1275069.6495580836,0,P1_outputs_path_0_to_50
2045,1376148.1076692676,0,P1_outputs_path_0_to_50
2046,1672788.3504855968,0,P1_outputs_path_0_to_50
2047,1651235.656251392,0,P1_outputs_path_0_to_50
2048,1858251.6096139671,0,P1_outputs_path_0_to_50
2049,2035448.7190640897,0,P1_outputs_path_0_to_50
2050,2161829.722005711,0,P1_outputs_path_0_to_50
2051,2299634.16857069,0,P1_outputs_path_0_to_50
2052,2221899.0252932166,0,P1_outputs_path_0_to_50
2053,2345493.087818145,0,P1_outputs_path_0_to_50
2054,2397804.28318045,0,P1_outputs_path_0_to_50
2055,2528763.493711,0,P1_outputs_path_0_to_50
2056,2524891.806899205,0,P1_outputs_path_0_to_50
2057,2560862.0881661503,0,P1_outputs_path_0_to_50
2058,2510334.232106274,0,P1_outputs_path_0_to_50
2059,2843781.737400832,0,P1_outputs_path_0_to_50
2060,2808309.296906659,0,P1_outputs_path_0_to_50
2061,2949355.8909443924,0,P1_outputs_path_0_to_50
2062,2921094.4057705053,0,P1_outputs_path_0_to_50
2063,3034406.319519781,0,P1_outputs_path_0_to_50
2064,2979395.51466224,0,P1_outputs_path_0_to_50
2065,2902586.1532236724,0,P1_outputs_path_0_to_50
2066,3107023.407131234,0,P1_outputs_path_0_to_50
2067,2900142.6615114203,0,P1_outputs_path_0_to_50
2068,2617920.774499965,0,P1_outputs_path_0_to_50
2069,2820621.4600462546,0,P1_outputs_path_0_to_50
2070,2965978.6058810754,0,P1_outputs_path_0_to_50
2071,3129546.550511576,0,P1_outputs_path_0_to_50
2072,3032412.373674208,0,P1_outputs_path_0_to_50
2073,3098274.3390781344,0,P1_outputs_path_0_to_50
2074,1314887.0680509734,0,P1_outputs_path_0_to_50
2075,,0,P1_outputs_path_0_to_50
2025,0.0,1,P1_outputs_path_0_to_50
2026,64567.84142842231,1,P1_outputs_path_0_to_50
2027,122494.30353124609,1,P1_outputs_path_0_to_50
2028,177651.17010096804,1,P1_outputs_path_0_to_50
2029,226202.10796417328,1,P1_outputs_path_0_to_50
2030,292469.7744603805,1,P1_outputs_path_0_to_50
2031,369182.6403136613,1,P1_outputs_path_0_to_50
2032,412366.79203660734,1,P1_outputs_path_0_to_50
2033,467024.3985259638,1,P1_outputs_path_0_to_50
2034,535007.7642238028,1,P1_outputs_path_0_to_50
2035,568353.1372850277,1,P1_outputs_path_0_to_50
2036,786994.6012965121,1,P1_outputs_path_0_to_50
2037,955189.9442449588,1,P1_outputs_path_0_to_50
2038,778446.757566951,1,P1_outputs_path_0_to_50
2039,983643.7532581992,1,P1_outputs_path_0_to_50
2040,1180689.893242674,1,P1_outputs_path_0_to_50
2041,1077507.7015848402,1,P1_outputs_path_0_to_50
2042,1268917.3703521583,1,P1_outputs_path_0_to_50
2043,1297544.3478239574,1,P1_outputs_path_0_to_50
2044,1473325.0720899224,1,P1_outputs_path_0_to_50
2045,1958778.1464130809,1,P1_outputs_path_0_to_50
2046,2053646.1352305557,1,P1_outputs_path_0_to_50
2047,2166058.3525334583,1,P1_outputs_path_0_to_50
2048,2241089.6072312025,1,P1_outputs_path_0_to_50
2049,2378986.832329729,1,P1_outputs_path_0_to_50
2050,2338912.6187297823,1,P1_outputs_path_0_to_50
2051,2343887.5486316504,1,P1_outputs_path_0_to_50
2052,2428687.827329236,1,P1_outputs_path_0_to_50
2053,2581030.7290353053,1,P1_outputs_path_0_to_50
2054,2580474.729293402,1,P1_outputs_path_0_to_50
2055,2642156.11068021,1,P1_outputs_path_0_to_50
2056,2854757.020251124,1,P1_outputs_path_0_to_50
2057,2843713.0873620263,1,P1_outputs_path_0_to_50
2058,2901098.0631956696,1,P1_outputs_path_0_to_50
2059,2766752.203013145,1,P1_outputs_path_0_to_50
2060,2905982.3601812106,1,P1_outputs_path_0_to_50
2061,2900293.713570341,1,P1_outputs_path_0_to_50
2062,2996017.51361941,1,P1_outputs_path_0_to_50
2063,3105625.121926756,1,P1_outputs_path_0_to_50
2064,3218922.0814303337,1,P1_outputs_path_0_to_50
2065,3125707.408264927,1,P1_outputs_path_0_to_50
2066,3321949.959967393,1,P1_outputs_path_0_to_50
2067,3681414.0686932025,1,P1_outputs_path_0_to_50
2068,3641001.084095182,1,P1_outputs_path_0_to_50
2069,3636300.850029076,1,P1_outputs_path_0_to_50
2070,3223657.348119824,1,P1_outputs_path_0_to_50
2071,3451038.839605066,1,P1_outputs_path_0_to_50
2072,3633488.459498568,1,P1_outputs_path_0_to_50
2073,3497232.7568749096,1,P1_outputs_path_0_to_50
2074,1531562.3932576666,1,P1_outputs_path_0_to_50
2075,,1,P1_outputs_path_0_to_50
2025,0.0,2,P1_outputs_path_0_to_50
2026,50564.94157226098,2,P1_outputs_path_0_to_50
2027,109701.2857574777,2,P1_outputs_path_0_to_50
2028,182339.485523386,2,P1_outputs_path_0_to_50
2029,215895.8966231229,2,P1_outputs_path_0_to_50
2030,258940.5886877144,2,P1_outputs_path_0_to_50
2031,266738.8562122369,2,P1_outputs_path_0_to_50
2032,299231.30078533635,2,P1_outputs_path_0_to_50
2033,295396.2338289829,2,P1_outputs_path_0_to_50
2034,366132.0022631425,2,P1_outputs_path_0_to_50
2035,396561.5803175643,2,P1_outputs_path_0_to_50
2036,476241.5881120864,2,P1_outputs_path_0_to_50
2037,483393.0435246922,2,P1_outputs_path_0_to_50
2038,515393.1227835865,2,P1_outputs_path_0_to_50
2039,675672.9344239437,2,P1_outputs_path_0_to_50
2040,615398.3738901133,2,P1_outputs_path_0_to_50
2041,626999.2308816953,2,P1_outputs_path_0_to_50
2042,826320.4913608878,2,P1_outputs_path_0_to_50
2043,935273.3800500586,2,P1_outputs_path_0_to_50
2044,1118138.228093478,2,P1_outputs_path_0_to_50
2045,1341353.9643702146,2,P1_outputs_path_0_to_50
2046,1454452.5911943633,2,P1_outputs_path_0_to_50
2047,1308486.8098523978,2,P1_outputs_path_0_to_50
2048,1624510.469790859,2,P1_outputs_path_0_to_50
2049,1784963.5506286882,2,P1_outputs_path_0_to_50
2050,1930001.1442491056,2,P1_outputs_path_0_to_50
2051,2066923.709319282,2,P1_outputs_path_0_to_50
2052,2014300.1165751603,2,P1_outputs_path_0_to_50
2053,1986319.3515801255,2,P1_outputs_path_0_to_50
2054,2001124.375532663,2,P1_outputs_path_0_to_50
2055,2093336.395975439,2,P1_outputs_path_0_to_50
2056,2035549.1486711963,2,P1_outputs_path_0_to_50
2057,1983754.6089432328,2,P1_outputs_path_0_to_50
2058,2051119.8090514927,2,P1_outputs_path_0_to_50
2059,2143167.271856087,2,P1_outputs_path_0_to_50
2060,2116789.90628581,2,P1_outputs_path_0_to_50
2061,2273864.446379739,2,P1_outputs_path_0_to_50
2062,2358832.518062186,2,P1_outputs_path_0_to_50
2063,2544810.1298347246,2,P1_outputs_path_0_to_50
2064,2634776.5891713584,2,P1_outputs_path_0_to_50
2065,2825572.8380770944,2,P1_outputs_path_0_to_50
2066,2949871.2735036723,2,P1_outputs_path_0_to_50
2067,3081404.237357934,2,P1_outputs_path_0_to_50
2068,3141499.0950761074,2,P1_outputs_path_0_to_50
2069,3006023.9382314505,2,P1_outputs_path_0_to_50
2070,2803773.729820055,2,P1_outputs_path_0_to_50
2071,2948431.530570321,2,P1_outputs_path_0_to_50
2072,3132194.100316892,2,P1_outputs_path_0_to_50
2073,3009999.215543777,2,P1_outputs_path_0_to_50
2074,1219716.667712394,2,P1_outputs_path_0_to_50
2075,,2,P1_outputs_path_0_to_50
2025,0.0,3,P1_outputs_path_0_to_50
2026,50245.31859763028,3,P1_outputs_path_0_to_50
2027,116221.77956621294,3,P1_outputs_path_0_to_50
2028,200646.30604205772,3,P1_outputs_path_0_to_50
2029,328922.8017697885,3,P1_outputs_path_0_to_50
2030,297351.7839907796,3,P1_outputs_path_0_to_50
2031,382772.355258281,3,P1_outputs_path_0_to_50
2032,526671.8464019509,3,P1_outputs_path_0_to_50
2033,511551.0184036477,3,P1_outputs_path_0_to_50
2034,707777.6918014727,3,P1_outputs_path_0_to_50
2035,717586.6418605192,3,P1_outputs_path_0_to_50
2036,806939.4014479893,3,P1_outputs_path_0_to_50
2037,907846.2356139038,3,P1_outputs_path_0_to_50
2038,1010027.5346021818,3,P1_outputs_path_0_to_50
2039,1299997.400209892,3,P1_outputs_path_0_to_50
2040,1515433.519164289,3,P1_outputs_path_0_to_50
2041,1722173.5354564264,3,P1_outputs_path_0_to_50
2042,1774954.065302474,3,P1_outputs_path_0_to_50
2043,1893686.391922853,3,P1_outputs_path_0_to_50
2044,2032265.0499933783,3,P1_outputs_path_0_to_50
2045,2068523.7875433837,3,P1_outputs_path_0_to_50
2046,2024119.0925184027,3,P1_outputs_path_0_to_50
2047,2120098.665963511,3,P1_outputs_path_0_to_50
2048,2088924.8308862925,3,P1_outputs_path_0_to_50
2049,2045902.379156278,3,P1_outputs_path_0_to_50
2050,2131634.8712959327,3,P1_outputs_path_0_to_50
2051,2022220.3433872105,3,P1_outputs_path_0_to_50
2052,2059773.92786114,3,P1_outputs_path_0_to_50
2053,2101161.022724929,3,P1_outputs_path_0_to_50
2054,2085142.7162526597,3,P1_outputs_path_0_to_50
2055,2013304.5169270015,3,P1_outputs_path_0_to_50
2056,2175879.8588829744,3,P1_outputs_path_0_to_50
2057,2279001.7230255315,3,P1_outputs_path_0_to_50
2058,2427236.6035430245,3,P1_outputs_path_0_to_50
2059,2452108.0924153,3,P1_outputs_path_0_to_50
2060,2417883.784451608,3,P1_outputs_path_0_to_50
2061,2391776.1956081768,3,P1_outputs_path_0_to_50
2062,2556989.070930693,3,P1_outputs_path_0_to_50
2063,2455190.4652563464,3,P1_outputs_path_0_to_50
2064,2720944.8733272525,3,P1_outputs_path_0_to_50
2065,2762263.54787468,3,P1_outputs_path_0_to_50
2066,2773249.602212369,3,P1_outputs_path_0_to_50
2067,2856447.2279666206,3,P1_outputs_path_0_to_50
2068,2949613.630546245,3,P1_outputs_path_0_to_50
2069,2870131.233444488,3,P1_outputs_path_0_to_50
2070,2881297.020928971,3,P1_outputs_path_0_to_50
2071,2970852.485774376,3,P1_outputs_path_0_to_50
2072,3116019.9453600054,3,P1_outputs_path_0_to_50
2073,3233098.1222423115,3,P1_outputs_path_0_to_50
2074,1653791.9602552552,3,P1_outputs_path_0_to_50
2075,,3,P1_outputs_path_0_to_50
2025,0.0,4,P1_outputs_path_0_to_50
2026,49965.99128972564,4,P1_outputs_path_0_to_50
2027,103408.83497300808,4,P1_outputs_path_0_to_50
2028,200143.7679269778,4,P1_outputs_path_0_to_50
2029,237918.20963606317,4,P1_outputs_path_0_to_50
2030,289772.7858088626,4,P1_outputs_path_0_to_50
2031,433660.1546549564,4,P1_outputs_path_0_to_50
2032,415331.3533915506,4,P1_outputs_path_0_to_50
2033,451741.35938940337,4,P1_outputs_path_0_to_50
2034,576666.0546170193,4,P1_outputs_path_0_to_50
2035,679841.2499336501,4,P1_outputs_path_0_to_50
2036,667034.0026396312,4,P1_outputs_path_0_to_50
2037,762558.8005627093,4,P1_outputs_path_0_to_50
2038,740014.8575070756,4,P1_outputs_path_0_to_50
2039,819622.8308745304,4,P1_outputs_path_0_to_50
2040,899069.4619958664,4,P1_outputs_path_0_to_50
2041,1046205.9258537936,4,P1_outputs_path_0_to_50
2042,1391592.9394261504,4,P1_outputs_path_0_to_50
2043,1747086.0200198556,4,P1_outputs_path_0_to_50
2044,1745473.547595648,4,P1_outputs_path_0_to_50
2045,1958623.856281743,4,P1_outputs_path_0_to_50
2046,1810600.2342300336,4,P1_outputs_path_0_to_50
2047,1954474.438907158,4,P1_outputs_path_0_to_50
2048,1913535.7071858523,4,P1_outputs_path_0_to_50
2049,1787366.697493032,4,P1_outputs_path_0_to_50
2050,1891384.7505952723,4,P1_outputs_path_0_to_50
2051,2026315.397328072,4,P1_outputs_path_0_to_50
2052,1909470.9180714693,4,P1_outputs_path_0_to_50
2053,1958712.9542490249,4,P1_outputs_path_0_to_50
2054,2086203.2841646497,4,P1_outputs_path_0_to_50
2055,2086635.892046372,4,P1_outputs_path_0_to_50
2056,1981835.629176892,4,P1_outputs_path_0_to_50
2057,2156776.8436857704,4,P1_outputs_path_0_to_50
2058,2098730.4430710096,4,P1_outputs_path_0_to_50
2059,2171568.0911481814,4,P1_outputs_path_0_to_50
2060,2341648.794449267,4,P1_outputs_path_0_to_50
2061,2352539.557406082,4,P1_outputs_path_0_to_50
2062,2585377.2363865143,4,P1_outputs_path_0_to_50
2063,2781416.377128541,4,P1_outputs_path_0_to_50
2064,2820428.422680281,4,P1_outputs_path_0_to_50
2065,2716079.8150330423,4,P1_outputs_path_0_to_50
2066,2908750.715347586,4,P1_outputs_path_0_to_50
2067,2935548.514193193,4,P1_outputs_path_0_to_50
2068,3063499.315500909,4,P1_outputs_path_0_to_50
2069,3197406.403917565,4,P1_outputs_path_0_to_50
2070,3320326.335927667,4,P1_outputs_path_0_to_50
2071,3018800.3443408567,4,P1_outputs_path_0_to_50
2072,2888262.490921955,4,P1_outputs_path_0_to_50
2073,2941000.075751129,4,P1_outputs_path_0_to_50
2074,946353.9280213749,4,P1_outputs_path_0_to_50
2075,,4,P1_outputs_path_0_to_50
2025,0.0,5,P1_outputs_path_0_to_50
2026,52575.88137140167,5,P1_outputs_path_0_to_50
2027,103472.3405844964,5,P1_outputs_path_0_to_50
2028,166501.51040269888,5,P1_outputs_path_0_to_50
2029,226116.03806975333,5,P1_outputs_path_0_to_50
2030,300651.94030186685,5,P1_outputs_path_0_to_50
2031,355828.417304254,5,P1_outputs_path_0_to_50
2032,386425.6256702609,5,P1_outputs_path_0_to_50
2033,532908.4717689276,5,P1_outputs_path_0_to_50
