Year,Account,Asset,Invested,Weight,Return (Nominal),Inflation Rate,Return (Inflation Adjusted),Gross Gain,Tax,Net Gain,End Value,TOTAL ASK Cap (DKK),Goal,Redeemed Amount,Allocated Value,Goal Value,Utility (Keep),Utility (Redeem),Utility Δ,Redeemed
2026,NORMAL,Emerging Markets - Equities,50278.16,0.95503787619764,0.006891242050023116,0.02,-0.013108757949976884,-659.0842296102128,0.0,-659.0842296102128,49619.07577038979,187224.30000000002,,,,,,,,
2026,NORMAL,Developed Markets - Equities,586.15,0.011133968528944709,0.1000652503229682,0.02,0.0800652503229682,46.93024647680784,0.0,46.93024647680784,633.0802464768078,187224.30000000002,,,,,,,,
2026,NORMAL,Emerging Markets State - Obligations,689.802815450029,0.013102862472742604,0.1304640380065121,0.02,0.1104640380065121,76.19840442287102,0.0,76.19840442287102,766.0012198729,187224.30000000002,,,,,,,,
2026,NORMAL,High Yield Bonds - Obligations,299.9006961969849,0.005696638937585665,0.1319262497868308,0.02,0.11192624978683079,33.56676023378816,0.0,33.56676023378816,333.46745643077304,187224.30000000002,,,,,,,,
2026,NORMAL,Investment Grade Bonds - Obligations,371.3221240506744,0.007053294964226071,-0.02133648023702639,0.02,-0.04133648023702639,-15.349149642391353,0.0,-15.349149642391353,355.97297440828305,187224.30000000002,,,,,,,,
2026,NORMAL,Government ZC Bonds - Obligations,419.8582020683467,0.007975241846708659,-0.03269422358797192,0.02,-0.05269422358797192,-22.12410197503334,0.0,-22.12410197503334,397.7341000933134,187224.30000000002,,,,,,,,
2027,NORMAL,Emerging Markets - Equities,99036.56,0.9407237598918734,-0.2302238654590563,0.02,-0.2502238654590563,-24781.31086496776,0.0,-24781.31086496776,74255.24913503224,210908.17395000003,,,,,,,,
2027,NORMAL,Developed Markets - Equities,1167.39,0.011088748539531,0.1373320967826483,0.02,0.11733209678264829,136.97231646309592,0.0,136.97231646309592,1304.362316463096,210908.17395000003,,,,,,,,
2027,NORMAL,Emerging Markets State - Obligations,896.0655824124366,0.008511505082534458,0.04716426442293242,0.02,0.027164264422932422,24.3409624209404,0.0,24.3409624209404,920.406544833377,210908.17395000003,,,,,,,,
2027,NORMAL,High Yield Bonds - Obligations,1508.270307396678,0.01432668617031402,0.2686037718382266,0.02,0.2486037718382266,374.9616873704156,0.0,374.9616873704156,1883.2319947670935,210908.17395000003,,,,,,,,
