Year,Asset,Weight,Allocation (%),Invested Amt (DKK),Path_ID
2025,Emerging Markets - Equities,0.36401922102309364,36.4,0.0,0
2025,Developed Markets - Equities,0.1686773799412286,16.87,0.0,0
2025,Emerging Markets State - Obligations,0.012087193701045995,1.21,0.0,0
2025,High Yield Bonds - Obligations,0.0346044849938708,3.46,0.0,0
2025,Investment Grade Bonds - Obligations,0.24801634245254547,24.8,0.0,0
2025,Government ZC Bonds - Obligations,0.17259537788821547,17.26,0.0,0
2026,Emerging Markets - Equities,0.9874750020364423,98.75,41913.65888421313,0
2026,Developed Markets - Equities,0.003180909069156854,0.32,135.01459519622355,0
2026,Emerging Markets State - Obligations,0.002023624185055974,0.2,85.89330730131203,0
2026,High Yield Bonds - Obligations,0.001495846150910791,0.15,63.491617694869305,0
2026,Investment Grade Bonds - Obligations,0.0008646110413514776,0.09,36.698662933234175,0
2026,Government ZC Bonds - Obligations,0.0049600075170823455,0.5,210.5289376494517,0
2027,Emerging Markets - Equities,0.929679355093303,92.97,79790.27458261361,0
2027,Developed Markets - Equities,0.056227895940866246,5.62,4825.792066635794,0
2027,Emerging Markets State - Obligations,0.003861993841341121,0.39,331.4578809874128,0
2027,High Yield Bonds - Obligations,0.007359150739788172,0.74,631.6034178941317,0
2027,Investment Grade Bonds - Obligations,0.0015896669030865224,0.16,136.4340920310497,0
2027,Government ZC Bonds - Obligations,0.0012819374816147814,0.13,110.02303438858455,0
2028,Emerging Markets - Equities,0.5109120724860036,51.09,79950.64492239009,0
2028,Developed Markets - Equities,0.006405574521073383,0.64,1002.3834660361774,0
2028,Emerging Markets State - Obligations,0.004898080267111191,0.49,766.4815480513047,0
2028,High Yield Bonds - Obligations,0.005265820147374094,0.53,824.0277329508738,0
2028,Investment Grade Bonds - Obligations,0.0061338635537859995,0.61,959.8644725792203,0
2028,Government ZC Bonds - Obligations,0.46638458902465174,46.64,72982.71206031495,0
2029,Emerging Markets - Equities,0.5912518872847021,59.13,118325.62225869847,0
2029,Developed Markets - Equities,0.0031724570250318326,0.32,634.8951430832642,0
2029,Emerging Markets State - Obligations,0.0049955449981966,0.5,999.7447503255275,0
2029,High Yield Bonds - Obligations,0.006335555075370839,0.63,1267.917300171815,0
2029,Investment Grade Bonds - Obligations,0.003823293532311797,0.38,765.1452722900352,0
2029,Government ZC Bonds - Obligations,0.3904212620843868,39.04,78133.93880452271,0
2030,Emerging Markets - Equities,0.6747458979829457,67.47,158237.79338897078,0
2030,Developed Markets - Equities,0.0011972086798345822,0.12,280.76296616172283,0
2030,Emerging Markets State - Obligations,0.00031543731691290836,0.03,73.97466976834838,0
2030,High Yield Bonds - Obligations,0.0049934432379746055,0.5,1171.0355583519977,0
2030,Investment Grade Bonds - Obligations,0.0036457763003481243,0.36,854.9879275760695,0
2030,Government ZC Bonds - Obligations,0.31510223648198415,31.51,73896.08850071003,0
2031,Emerging Markets - Equities,0.7470606755667543,74.71,236842.7853860868,0
2031,Developed Markets - Equities,0.004340733558668681,0.43,1376.1551909742932,0
2031,Emerging Markets State - Obligations,0.0007610268598149199,0.08,241.27052477424482,0
2031,High Yield Bonds - Obligations,0.004722999625091057,0.47,1497.3460967348904,0
2031,Investment Grade Bonds - Obligations,0.0026289836430453016,0.26,833.4742131633899,0
2031,Government ZC Bonds - Obligations,0.24048558074662565,24.05,76241.83235988312,0
2032,Emerging Markets - Equities,0.7899999999999997,79.0,276909.0950979957,0
2032,Developed Markets - Equities,3.4518884092497575e-16,0.0,1.2099484756767224e-10,0
2032,Emerging Markets State - Obligations,0.0,0.0,0.0,0
2032,High Yield Bonds - Obligations,0.0,0.0,0.0,0
