Year,Account,Asset,Invested,Weight,Return (Nominal),Inflation Rate,Return (Inflation Adjusted),Gross Gain,Tax,Net Gain,End Value,TOTAL ASK Cap (DKK),Goal B Allocation (%),Goal B Amount Taken (DKK),Goal B Utility Net Δ,Goal B Utility Loss,Goal B Value Now,Goal B Utility φ_before,Goal B Utility φ_after,Goal C Allocation (%),Goal C Amount Taken (DKK),Goal C Utility Net Δ,Goal C Utility Loss,Goal C Value Now,Goal C Utility φ_before,Goal C Utility φ_after,Goal D Allocation (%),Goal D Amount Taken (DKK),Goal D Utility Net Δ,Goal D Utility Loss,Goal D Value Now,Goal D Utility φ_before,Goal D Utility φ_after,Goal A Allocation (%),Goal A Amount Taken (DKK),Goal A Utility Net Δ,Goal A Utility Loss,Goal A Value Now,Goal A Utility φ_before,Goal A Utility φ_after
2040,ASK,Developed Markets - Equities,42705.42,0.004665728,0.063,0.02,0.02,854.1084,145.198428,708.909972,43414.32997,992199.4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,NORMAL,Emerging Markets State - Obligations,35872.60121,0.003919217,0.0343,0.02,0.02,717.4520242,261.2452107,456.2068136,36328.80803,992199.4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,NORMAL,High Yield Bonds - Obligations,112845.9659,0.012328847,0.0343,0.02,0.02,2256.919317,821.8101594,1435.109158,114281.075,992199.4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,NORMAL,Investment Grade Bonds - Obligations,115496.4419,0.012618421,0.0343,0.02,0.02,2309.928837,841.1124721,1468.816365,116965.2582,992199.4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,NORMAL,Government ZC Bonds - Obligations,8796864.036,0.961090543,0.0343,0.02,0.02,175937.2807,64063.89614,111873.3846,8908737.421,992199.4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,ASK,Emerging Markets - Equities,57535.36,0.006147646,0.063,0.02,0.02,1150.7072,195.620224,955.086976,58490.44698,1117712.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,ASK,Developed Markets - Equities,9701.58,0.001036613,0.063,0.02,0.02,194.0316,32.985372,161.046228,9862.626228,1117712.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,NORMAL,Emerging Markets State - Obligations,36544.30147,0.003904754,0.0343,0.02,0.02,730.8860295,267.1504071,463.7356224,37008.0371,1117712.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,NORMAL,High Yield Bonds - Obligations,15326.56057,0.001637641,0.0343,0.02,0.02,306.5312114,112.0420074,194.489204,15521.04977,1117712.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,NORMAL,Investment Grade Bonds - Obligations,55455.59393,0.005925423,0.0343,0.02,0.02,1109.111879,405.3979388,703.7139398,56159.30787,1117712.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,NORMAL,Government ZC Bonds - Obligations,9184361.671,0.981347923,0.0343,0.02,0.02,183687.2334,67140.58991,116546.6435,9300908.314,1117712.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,ASK,Emerging Markets - Equities,15770.73,0.001648278,0.063,0.02,0.02,315.4146,53.620482,261.794118,16032.52412,1259103.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,ASK,Developed Markets - Equities,7477.38,0.000781498,0.063,0.02,0.02,149.5476,25.423092,124.124508,7601.504508,1259103.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,NORMAL,Emerging Markets State - Obligations,19325.38104,0.002019792,0.0343,0.02,0.02,386.5076208,141.8329939,244.6746269,19570.05567,1259103.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,NORMAL,High Yield Bonds - Obligations,6709.72996,0.000701267,0.0343,0.02,0.02,134.1945992,49.24410477,84.95049443,6794.680454,1259103.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,NORMAL,Investment Grade Bonds - Obligations,4726.976847,0.00049404,0.0343,0.02,0.02,94.53953694,34.69226697,59.84726997,4786.824117,1259103.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,NORMAL,Government ZC Bonds - Obligations,9513994.45,0.994355124,0.0343,0.02,0.02,190279.889,69825.18556,120454.7035,9634449.154,1259103.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,ASK,Emerging Markets - Equities,29248,0.002990535,0.063,0.02,0.02,584.96,99.4432,485.5168,29733.5168,1418379.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,ASK,Developed Markets - Equities,25096.48,0.002566052,0.063,0.02,0.02,501.9296,85.328032,416.601568,25513.08157,1418379.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,NORMAL,Emerging Markets State - Obligations,3749.454873,0.000383372,0.0343,0.02,0.02,74.98909746,27.59208626,47.39701119,3796.851884,1418379.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,NORMAL,High Yield Bonds - Obligations,14522.39549,0.001484879,0.0343,0.02,0.02,290.4479098,106.8697191,183.5781907,14705.97368,1418379.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,NORMAL,Investment Grade Bonds - Obligations,1871.851721,0.000191392,0.0343,0.02,0.02,37.43703441,13.77488086,23.66215356,1895.513874,1418379.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,NORMAL,Government ZC Bonds - Obligations,9705701.972,0.992383769,0.0343,0.02,0.02,194114.0394,71423.86698,122690.1725,9828392.145,1418379.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,NORMAL,Government ZC Bonds - Obligations,10004997.59,1,0.0343,0.02,0.02,200099.9518,73916.97977,126182.9721,10131180.56,1597804.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,NORMAL,Government ZC Bonds - Obligations,10233150.68,1,0.0343,0.02,0.02,204663.0136,75833.4657,128829.5479,10361980.23,1799927.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,NORMAL,Government ZC Bonds - Obligations,10464970.04,1,0.0343,0.02,0.02,209299.4008,77780.74835,131518.6525,10596488.69,2027617.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,NORMAL,Government ZC Bonds - Obligations,10700508.41,1,0.0343,0.02,0.02,214010.1682,79759.27063,134250.8975,10834759.31,2284111.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,NORMAL,Government ZC Bonds - Obligations,10950221.19,1,0.0343,0.02,0.02,219004.4238,81856.85798,137147.5658,11087368.75,2573051.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,NORMAL,Government ZC Bonds - Obligations,11203985.26,1,0.0343,0.02,0.02,224079.7051,83988.47614,140091.229,11344076.48,2898542.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,NORMAL,Government ZC Bonds - Obligations,11461859.15,1,0.0343,0.02,0.02,229237.183,86154.61686,143082.5661,11604941.72,3265208.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,NORMAL,Government ZC Bonds - Obligations,11723902.21,1,0.0343,0.02,0.02,234478.0442,88355.77856,146122.2656,11870024.47,3678257.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,NORMAL,Government ZC Bonds - Obligations,11990174.57,1,0.0343,0.02,0.02,239803.4914,90592.46641,149211.025,12139385.6,4143556.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,NORMAL,Government ZC Bonds - Obligations,12260737.2,1,0.0343,0.02,0.02,245214.7439,92865.19245,152349.5515,12413086.75,4667716.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,NORMAL,Government ZC Bonds - Obligations,12535651.86,1,0.0343,0.02,0.02,250713.0372,95174.47564,155538.5616,12691190.42,5258183.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,NORMAL,Government ZC Bonds - Obligations,12814981.19,1,0.0343,0.02,0.02,256299.6238,97520.84199,158778.7818,12973759.97,5923343.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,NORMAL,Government ZC Bonds - Obligations,13098788.64,1,0.0343,0.02,0.02,261975.7729,99904.82462,162070.9483,13260859.59,6672646.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,NORMAL,Government ZC Bonds - Obligations,13387138.55,1,0.0343,0.02,0.02,267742.7711,102326.9638,165415.8072,13552554.36,7516735.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,NORMAL,Government ZC Bonds - Obligations,13680096.11,1,0.0343,0.02,0.02,273601.9222,104787.8073,168814.1149,13848910.23,8467603.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,NORMAL,Government ZC Bonds - Obligations,13977727.39,1,0.0343,0.02,0.02,279554.5479,107287.9101,172266.6378,14149994.03,9538754.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,NORMAL,Government ZC Bonds - Obligations,14280099.37,1,0.0343,0.02,0.02,285601.9874,109827.8347,175774.1527,14455873.52,10745407.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,NORMAL,Government ZC Bonds - Obligations,14600290.45,1,0.0343,0.02,0.02,292005.809,112517.4398,179488.3692,14779778.82,12104701.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,NORMAL,Government ZC Bonds - Obligations,14925639.91,1,0.0343,0.02,0.02,298512.7983,115250.3753,183262.423,15108902.34,13635946.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,NORMAL,Government ZC Bonds - Obligations,15256222.04,1,0.0343,0.02,0.02,305124.4409,118027.2652,187097.1757,15443319.22,15360893.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,NORMAL,Government ZC Bonds - Obligations,15592112.12,1,0.0343,0.02,0.02,311842.2424,120848.7418,190993.5006,15783105.62,17304046.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,NORMAL,Government ZC Bonds - Obligations,15933386.45,1,0.0343,0.02,0.02,318667.7291,123715.4462,194952.2829,16128338.74,19493008.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,NORMAL,Government ZC Bonds - Obligations,16280122.38,1,0.0343,0.02,0.02,325602.4476,126628.028,198974.4196,16479096.8,21958873.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,NORMAL,Government ZC Bonds - Obligations,16632398.28,1,0.0343,0.02,0.02,332647.9655,129587.1455,203060.82,16835459.1,24736671.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,NORMAL,Government ZC Bonds - Obligations,16990293.59,1,0.0343,0.02,0.02,339805.8718,132593.4661,207212.4056,17197505.99,27865859.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,NORMAL,Government ZC Bonds - Obligations,17353888.83,1,0.0343,0.02,0.02,347077.7766,135647.6662,211430.1104,17565318.94,31390891.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,NORMAL,Government ZC Bonds - Obligations,17723265.61,1,0.0343,0.02,0.02,354465.3121,138750.4311,215714.881,17938980.49,35361838.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,NORMAL,Government ZC Bonds - Obligations,17938980.49,1,0.0343,0.02,0.02,358779.6097,140562.4361,218217.1737,18157197.66,39835111.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,NORMAL,Government ZC Bonds - Obligations,18157197.66,1,0.0343,0.02,0.02,363143.9532,142395.4604,220748.4929,18377946.15,44874253.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,NORMAL,Government ZC Bonds - Obligations,18377946.15,1,0.0343,0.02,0.02,367558.9231,144249.7477,223309.1754,18601255.33,50550846.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,NORMAL,Government ZC Bonds - Obligations,18601255.33,1,0.0343,0.02,0.02,372025.1066,146125.5448,225899.5618,18827154.89,56945528.3,,,,,,,,,,,,,,,,,,,,,,100,7000000,1,0,1,,
2075,NORMAL,Government ZC Bonds - Obligations,11827154.89,1,0.0343,0.02,0.02,236543.0978,89223.10108,147319.9967,11974474.89,64149137.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
