Year,Asset,Weight,Allocation (%),Invested Amt (DKK)
2045,Investment Grade Bonds - Obligations,0.01850981041282423,1.85,128094.80331027976
2045,Government ZC Bonds - Obligations,0.5759233107238483,57.59,3985604.474795926
2046,Emerging Markets - Equities,0.17357087106398428,17.36,1202326.85853903
2046,Developed Markets - Equities,0.21674411871794713,21.67,1501388.3018936669
2046,Emerging Markets State - Obligations,0.004847755665542767,0.48,33580.44356514291
2046,High Yield Bonds - Obligations,0.0009650247914076618,0.1,6684.7347066532775
2046,Investment Grade Bonds - Obligations,0.031674428813428766,3.17,219409.0302008637
2046,Government ZC Bonds - Obligations,0.5721978009476894,57.22,3963618.896760432
2047,Emerging Markets - Equities,0.1659699486611982,16.6,1161608.4160763342
2047,Developed Markets - Equities,0.23320338056938972,23.32,1632169.02645332
2047,Emerging Markets State - Obligations,0.01271007054134924,1.27,88956.61551293137
2047,High Yield Bonds - Obligations,0.003727703339759589,0.37,26089.85305490385
2047,Investment Grade Bonds - Obligations,0.02337759771352678,2.34,163617.65771894966
2047,Government ZC Bonds - Obligations,0.5610112991747764,56.1,3926466.519343405
2048,Emerging Markets - Equities,0.0003528037343148614,0.04,2598.8621283735774
2048,Developed Markets - Equities,0.008692130377712904,0.87,64028.9380649337
2048,Emerging Markets State - Obligations,0.012870263851873683,1.29,94806.36981285206
2048,High Yield Bonds - Obligations,0.004374391681088959,0.44,32223.1307917753
2048,Investment Grade Bonds - Obligations,0.003667888497953313,0.37,27018.80842315782
2048,Government ZC Bonds - Obligations,0.9700425218570562,97.0,7145635.172660664
2049,Emerging Markets - Equities,0.18187058765289682,18.19,1223224.487459094
2049,Developed Markets - Equities,0.2715421359417513,27.15,1826337.036392183
2049,Emerging Markets State - Obligations,0.006936391851953485,0.69,46652.75720181076
2049,High Yield Bonds - Obligations,0.015012386346436292,1.5,100970.24940175883
2049,Investment Grade Bonds - Obligations,0.0154164357740266,1.54,103687.80346231736
2049,Government ZC Bonds - Obligations,0.5092220624329356,50.92,3424923.756837429
2050,Emerging Markets - Equities,0.18549349243504004,18.55,1184187.8490786233
2050,Developed Markets - Equities,0.34420078053414677,34.42,2197372.946086806
2050,Emerging Markets State - Obligations,0.00314568546730385,0.31,20082.011818872605
2050,High Yield Bonds - Obligations,0.01003115546247205,1.0,64038.755510725074
2050,Investment Grade Bonds - Obligations,0.015356573639175253,1.54,98036.15031595167
2050,Government ZC Bonds - Obligations,0.4417723124618621,44.18,2820268.2348002396
2051,Emerging Markets - Equities,0.18380757249061783,18.38,1199724.414262313
2051,Developed Markets - Equities,0.2909969805798106,29.1,1899356.9054182193
2051,Emerging Markets State - Obligations,0.0044788678398335014,0.45,29233.872265936352
2051,High Yield Bonds - Obligations,0.007551960433826219,0.76,49292.15475312797
2051,Investment Grade Bonds - Obligations,0.00489387533012464,0.49,31942.65412653909
2051,Government ZC Bonds - Obligations,0.5082707433257873,50.83,3317517.3990958724
2052,Emerging Markets - Equities,0.009006874075937829,0.9,69022.19430399063
2052,Developed Markets - Equities,0.01577788878583023,1.58,120910.37315506555
2052,Emerging Markets State - Obligations,0.0001504728428355257,0.02,1153.1154658211512
2052,High Yield Bonds - Obligations,0.011604436766291547,1.16,88928.04346084394
2052,Investment Grade Bonds - Obligations,0.0021420129498050163,0.21,16414.844126452568
2052,Government ZC Bonds - Obligations,0.9613183145793,96.13,7366851.022613902
2053,Emerging Markets - Equities,0.005029200200194153,0.5,41722.23832440084
2053,Developed Markets - Equities,0.006211982702335226,0.62,51534.60042491055
2053,Emerging Markets State - Obligations,0.009952473234976349,1.0,82565.70502221673
2053,High Yield Bonds - Obligations,0.006245214628136941,0.62,51810.29243817032
2053,Investment Grade Bonds - Obligations,0.006853523093607698,0.69,56856.818677102245
2053,Government ZC Bonds - Obligations,0.9657076061407497,96.57,8011509.04542148
2054,Emerging Markets - Equities,0.0020604217362599955,0.21,18091.19979505584
2054,Developed Markets - Equities,0.01527643070431068,1.53,134132.22893322085
2054,Emerging Markets State - Obligations,0.004151935565798696,0.42,36455.398686196044
2054,High Yield Bonds - Obligations,0.010122952346374791,1.01,88882.94575387186
2054,Investment Grade Bonds - Obligations,0.0005205218711339523,0.05,4570.358098373491
2054,Government ZC Bonds - Obligations,0.9678677377761218,96.79,8498206.125062466
2055,Emerging Markets - Equities,0.05262175770356925,5.26,477288.51300813106
2055,Developed Markets - Equities,0.02038272841050605,2.04,184874.89887551122
2055,Emerging Markets State - Obligations,0.055270412816332166,5.53,501312.2764742505
2055,High Yield Bonds - Obligations,0.004827357153894313,0.48,43784.97067164864
2055,Investment Grade Bonds - Obligations,0.0483010586016884,4.83,438099.01916588336
2055,Government ZC Bonds - Obligations,0.8185966853140099,81.86,7424814.596423253
2056,Emerging Markets - Equities,0.026305472784524272,2.63,259481.7253320848
2056,Developed Markets - Equities,0.01156471311651018,1.16,114076.3268930132
2056,Emerging Markets State - Obligations,0.008601276741326106,0.86,84844.4788344979
2056,High Yield Bonds - Obligations,0.0071092220348894395,0.71,70126.5935986996
2056,Investment Grade Bonds - Obligations,0.01835563808853643,1.84,181063.1833078799
2056,Government ZC Bonds - Obligations,0.9280636772342136,92.81,9154580.34757112
2057,Emerging Markets - Equities,0.009078154816570264,0.91,91943.10309198273
2057,Developed Markets - Equities,0.012628306641764245,1.26,127898.86523212648
2057,Emerging Markets State - Obligations,0.0019131228108515198,0.19,19376.013229547418
2057,High Yield Bonds - Obligations,0.013598564426194004,1.36,137725.58809620375
2057,Investment Grade Bonds - Obligations,0.014543990347766602,1.45,147300.81508113223
2057,Government ZC Bonds - Obligations,0.9482378609568534,94.82,9603706.16796942
2058,Emerging Markets - Equities,0.005537576839958669,0.55,55194.33665799294
2058,Developed Markets - Equities,0.006345291163903373,0.63,63245.01615332612
2058,Emerging Markets State - Obligations,0.007353184791213991,0.74,73290.93005917147
2058,High Yield Bonds - Obligations,0.0006318882347827411,0.06,6298.179324421584
2058,Investment Grade Bonds - Obligations,0.0029537898389414546,0.3,29441.121179766822
2058,Government ZC Bonds - Obligations,0.9771782691311998,97.72,9739766.67413699
2059,Emerging Markets - Equities,0.024202186625665457,2.42,232609.1438412282
2059,Developed Markets - Equities,0.027518685950599378,2.75,264484.28307781275
2059,Emerging Markets State - Obligations,0.011735531218110742,1.17,112791.12550400342
2059,High Yield Bonds - Obligations,0.022449656710558156,2.24,215765.4392035262
2059,Investment Grade Bonds - Obligations,0.026501734234956557,2.65,254710.27911848904
2059,Government ZC Bonds - Obligations,0.8875922052601097,88.76,8530719.398996659
2060,Emerging Markets - Equities,0.02327440292758719,2.33,231487.73251410472
2060,Developed Markets - Equities,0.014333396550681568,1.43,142560.28294542964
2060,Emerging Markets State - Obligations,0.006746507833689276,0.67,67100.91793410732
2060,High Yield Bonds - Obligations,0.005961152457426528,0.6,59289.75578165798
2060,Investment Grade Bonds - Obligations,0.01233186832090762,1.23,122653.03836799061
2060,Government ZC Bonds - Obligations,0.9373526719097078,93.74,9322930.657405708
2061,Emerging Markets - Equities,0.005138002097234546,0.51,52982.67187870738
2061,Developed Markets - Equities,0.003629440993434487,0.36,37426.508907376745
2061,Emerging Markets State - Obligations,0.006108406242632199,0.61,62989.40279324212
2061,High Yield Bonds - Obligations,0.0068485066233819015,0.68,70621.25947381323
2061,Investment Grade Bonds - Obligations,0.007051426235922008,0.71,72713.750493767
2061,Government ZC Bonds - Obligations,0.9712242178073949,97.12,10015187.436462894
2062,Emerging Markets - Equities,0.027242256228450158,2.72,275991.8579652777
2062,Developed Markets - Equities,0.00850888703913851,0.85,86203.70954062164
2062,Emerging Markets State - Obligations,0.02137501946812672,2.14,216550.76171302478
2062,High Yield Bonds - Obligations,0.018375186308182336,1.84,186159.3902915101
2062,Investment Grade Bonds - Obligations,0.015144761496306901,1.51,153431.89010319856
2062,Government ZC Bonds - Obligations,0.9093538894597955,90.94,9212682.950902518
2063,Emerging Markets - Equities,0.002131322450774411,0.21,23711.442892548974
2063,Developed Markets - Equities,0.005899597050347687,0.59,65634.34758430926
2063,Emerging Markets State - Obligations,0.00280402908723091,0.28,31195.45592304151
2063,High Yield Bonds - Obligations,0.0018457331646148157,0.18,20534.19768170039
2063,Investment Grade Bonds - Obligations,0.008112357251222535,0.81,90251.80381149118
2063,Government ZC Bonds - Obligations,0.9792069609958096,97.92,10893898.258896591
2064,Emerging Markets - Equities,0.019813309638178324,1.98,197270.17028270333
2064,Developed Markets - Equities,0.010294583151937447,1.03,102497.47308541361
2064,Emerging Markets State - Obligations,0.025942131580353477,2.59,258291.46204284273
2064,High Yield Bonds - Obligations,0.022995909561426876,2.3,228957.5582186991
2064,Investment Grade Bonds - Obligations,0.00934699375307506,0.93,93062.84931556805
2064,Government ZC Bonds - Obligations,0.9116070723150288,91.16,9076367.637236228
2065,Emerging Markets - Equities,0.0032217229713301433,0.32,34485.96324819473
2065,Developed Markets - Equities,0.012872329718289499,1.29,137787.9766615373
2065,Emerging Markets State - Obligations,0.009335215228229537,0.93,99925.99988874762
2065,High Yield Bonds - Obligations,0.00727949250309884,0.73,77921.13510732097
2065,Investment Grade Bonds - Obligations,0.009433705734367095,0.94,100980.26184894143
2065,Government ZC Bonds - Obligations,0.957857533844685,95.79,10253097.489489034
2066,Emerging Markets - Equities,0.013537465059625138,1.35,139984.26191691883
2066,Developed Markets - Equities,0.0049121951682930655,0.49,50794.5920448714
2066,Emerging Markets State - Obligations,0.013142689396622696,1.31,135902.08112718022
2066,High Yield Bonds - Obligations,0.012893506865057825,1.29,133325.40723660594
2066,Investment Grade Bonds - Obligations,0.005482923240930814,0.55,56696.21008425884
2066,Government ZC Bonds - Obligations,0.9500312202694704,95.0,9823805.164534558
2067,Emerging Markets - Equities,0.05440529965316753,5.44,555695.906296402
2067,Developed Markets - Equities,0.02855485427783601,2.86,291659.3737786707
2067,Emerging Markets State - Obligations,0.022975109884404644,2.3,234667.84653083596
2067,High Yield Bonds - Obligations,0.02769547055514855,2.77,282881.62566075585
2067,Investment Grade Bonds - Obligations,0.03817593880845665,3.82,389929.1622345873
2067,Government ZC Bonds - Obligations,0.8281933268209866,82.82,8459169.31384139
2068,Emerging Markets - Equities,0.060983392700127405,6.1,761916.8049747761
2068,Developed Markets - Equities,0.013378039097003634,1.34,167143.09182072373
2068,Emerging Markets State - Obligations,0.02870782829075239,2.87,358671.0387959253
2068,High Yield Bonds - Obligations,0.06360459979559177,6.36,794665.749350074
2068,Investment Grade Bonds - Obligations,0.0006382278493302815,0.06,7973.917197405039
2068,Government ZC Bonds - Obligations,0.8326879122671946,83.27,10403470.282072583
2069,Emerging Markets - Equities,0.0037046176675796716,0.37,58939.2440382846
2069,Developed Markets - Equities,0.012205894855628254,1.22,194191.75746454942
2069,Emerging Markets State - Obligations,0.01779133797646254,1.78,283054.3135231039
2069,High Yield Bonds - Obligations,0.012902670871153134,1.29,205277.23383595454
2069,Investment Grade Bonds - Obligations,0.009267111108569759,0.93,147436.67826718983
2069,Government ZC Bonds - Obligations,0.9441283675206067,94.41,15020770.630055191
2070,Emerging Markets - Equities,0.024017924715106876,2.4,316799.93344450224
2070,Developed Markets - Equities,0.03432907001211152,3.43,452805.4452684712
2070,Emerging Markets State - Obligations,0.053800075459635784,5.38,709630.8497545382
2070,High Yield Bonds - Obligations,0.06103707624642706,6.1,805087.9466847832
2070,Investment Grade Bonds - Obligations,0.015564214362373619,1.56,205294.25970823257
2070,Government ZC Bonds - Obligations,0.8112516392043452,81.13,10700527.558279352
2071,Emerging Markets - Equities,0.07053857987049324,7.05,912131.7754274497
2071,Developed Markets - Equities,0.0415743255103783,4.16,537596.0702583239
2071,Emerging Markets State - Obligations,0.035230026075217025,3.52,455558.1681874078
2071,High Yield Bonds - Obligations,0.02288008588061377,2.29,295861.546894378
2071,Investment Grade Bonds - Obligations,0.05011744475122773,5.01,648066.8301623524
2071,Government ZC Bonds - Obligations,0.7796595379120699,77.97,10081748.73736239
2072,Emerging Markets - Equities,0.027694844070019427,2.77,396589.4747861588
2072,Developed Markets - Equities,0.02281481445120899,2.28,326707.5726323919
2072,Emerging Markets State - Obligations,0.013369611181788588,1.34,191452.49791893747
2072,High Yield Bonds - Obligations,0.028355298381223665,2.84,406047.1640130243
2072,Investment Grade Bonds - Obligations,0.02621695731230246,2.62,375426.1733588408
2072,Government ZC Bonds - Obligations,0.881548474603457,88.15,12623752.119983653
2073,Emerging Markets - Equities,0.01977362566716907,1.98,274956.4868856844
2073,Developed Markets - Equities,0.0397954368164825,3.98,553364.0458921355
2073,Emerging Markets State - Obligations,0.05057382230579473,5.06,703239.7974778191
2073,High Yield Bonds - Obligations,0.026866978269820367,2.69,373591.06936919386
2073,Investment Grade Bonds - Obligations,0.011614246693102777,1.16,161498.5800940576
2073,Government ZC Bonds - Obligations,0.8513758902476306,85.14,11838563.53619213
2074,Emerging Markets - Equities,0.02013397953659511,2.01,270353.1400153483
2074,Developed Markets - Equities,0.010913615140365924,1.09,146544.80584695892
2074,Emerging Markets State - Obligations,0.009494859894153813,0.95,127494.1787700051
2074,High Yield Bonds - Obligations,0.019573452172928215,1.96,262826.54386695987
2074,Investment Grade Bonds - Obligations,0.017460247104647577,1.75,234451.04936188128
2074,Government ZC Bonds - Obligations,0.9224238461513093,92.24,12386035.397461927
2075,Emerging Markets - Equities,0.11083614346793436,11.08,532236.3903274839
2075,Developed Markets - Equities,0.0598419673698482,5.98,287361.79107709136
2075,Emerging Markets State - Obligations,0.016668723273907168,1.67,80043.39405077472
2075,High Yield Bonds - Obligations,0.035667548964376204,3.57,171275.9657513747
2075,Investment Grade Bonds - Obligations,0.03345821144877294,3.35,160666.7024954769
2075,Government ZC Bonds - Obligations,0.7435274054751612,74.35,3570426.8482974353
