Year,Account,Asset,Invested,Weight,Return (Nominal),Inflation Rate,Return (Inflation Adjusted),Gross Gain,Tax,Net Gain,End Value,TOTAL ASK Cap (DKK),Goal,Redeemed Amount,Allocated Value,Goal Value,Utility (Keep),Utility (Redeem),Utility Δ,Redeemed
2029,NORMAL,Emerging Markets State - Obligations,133.90388935796477,0.0019071615976294916,-0.9953761536402856,0.02,-1.0153761536402857,-135.96281613376465,0.0,-135.96281613376465,-2.0589267757998755,267642.94728594145,,,,,,,,
2029,NORMAL,High Yield Bonds - Obligations,673.665759967232,0.009594862951387235,-0.9959070345007146,0.02,-1.0159070345007146,-684.3817844529809,0.0,-684.3817844529809,-10.716024485748903,267642.94728594145,,,,,,,,
2029,NORMAL,Investment Grade Bonds - Obligations,496.96511399464094,0.0070781572164674835,-0.9956173699900964,0.02,-1.0156173699900963,-504.7264020520656,0.0,-504.7264020520656,-7.761288057424679,267642.94728594145,,,,,,,,
2029,NORMAL,Government ZC Bonds - Obligations,58.06750299931145,0.0008270417858772592,-0.9952334787709507,0.02,-1.0152334787709507,-58.952073073533576,0.0,-58.952073073533576,-0.8845700742221254,267642.94728594145,,,,,,,,
2029,,,,,,,,,,,,,GOAL B,329.1825384652254,329.1825384652254,250000.0,0.30972389105028664,0.8,0.4902761089497134,True
2030,ASK,Emerging Markets - Equities,56471.46,0.7970519276052193,-0.9916769476257524,0.02,-1.0116769476257523,-57130.87428076976,-9712.24862773086,-47418.62565303891,9052.834346961095,301499.78011761303,,,,,,,,
2030,NORMAL,Emerging Markets - Equities,11775.25,0.1661987437642547,-0.9916769476257524,0.02,-1.0116769476257523,-11912.74897753014,0.0,-11912.74897753014,-137.4989775301401,301499.78011761303,,,,,,,,
2030,ASK,Developed Markets - Equities,160.15,0.0022603960691998377,-0.9942197753376507,0.02,-1.0142197753376507,-162.42729702032477,-27.612640493455213,-134.81465652686956,25.335343473130447,301499.78011761303,,,,,,,,
2030,NORMAL,Developed Markets - Equities,33.39,0.0004712745847679212,-0.9942197753376507,0.02,-1.0142197753376507,-33.86479829852416,0.0,-33.86479829852416,-0.47479829852415634,301499.78011761303,,,,,,,,
2030,NORMAL,Emerging Markets State - Obligations,1027.1807812722038,0.014497879490136171,-0.9961945905857663,0.02,-1.0161945905857663,-1043.8155534824748,0.0,-1043.8155534824748,-16.634772210270967,301499.78011761303,,,,,,,,
2030,NORMAL,High Yield Bonds - Obligations,189.98305412749355,0.002681467054413777,-0.9963711268981312,0.02,-1.0163711268981312,-193.09329081510927,0.0,-193.09329081510927,-3.110236687615725,301499.78011761303,,,,,,,,
2030,NORMAL,Investment Grade Bonds - Obligations,380.54932212011374,0.005371165731233018,-0.9961912230655722,0.02,-1.016191223065572,-386.71088108201275,0.0,-386.71088108201275,-6.161558961899004,301499.78011761303,,,,,,,,
2030,NORMAL,Government ZC Bonds - Obligations,812.447222501684,0.011467077790665829,-0.9959875512659472,0.02,-1.015987551265947,-825.4362641223059,0.0,-825.4362641223059,-12.989041620621947,301499.78011761303,,,,,,,,
2031,ASK,Emerging Markets - Equities,37637.94,0.5399200086046924,-0.9924434891820103,0.02,-1.0124434891820102,-38106.28729922315,-6478.068840867936,-31628.218458355215,6009.721541644789,339639.50230249116,,,,,,,,
2031,NORMAL,Emerging Markets - Equities,29567.87,0.42415404841025905,-0.9924434891820103,0.02,-1.0124434891820102,-29935.797470480084,0.0,-29935.797470480084,-367.9274704800846,339639.50230249116,,,,,,,,
2031,ASK,Developed Markets - Equities,501.78,0.0071980842181496255,-0.9948835636989768,0.02,-1.0148835636989768,-509.2482745928726,-86.57220668078834,-422.67606791208425,79.10393208791574,339639.50230249116,,,,,,,,
2031,NORMAL,Developed Markets - Equities,394.19,0.005654694921982544,-0.9948835636989768,0.02,-1.0148835636989768,-400.05695197449967,0.0,-400.05695197449967,-5.8669519744996705,339639.50230249116,,,,,,,,
2031,NORMAL,Emerging Markets State - Obligations,710.6629621401095,0.01019453117343096,-0.9968038227202907,0.02,-1.0168038227202907,-722.6048165697886,0.0,-722.6048165697886,-11.941854429679097,339639.50230249116,,,,,,,,
2031,NORMAL,High Yield Bonds - Obligations,326.589343426476,0.004684956751432829,-0.9967670152684964,0.02,-1.0167670152684964,-332.0652719342359,0.0,-332.0652719342359,-5.475928507759932,339639.50230249116,,,,,,,,
2031,NORMAL,Investment Grade Bonds - Obligations,249.29866971542543,0.00357621431719937,-0.9965979353599734,0.02,-1.0165979353599734,-253.43651292068944,0.0,-253.43651292068944,-4.137843205264005,339639.50230249116,,,,,,,,
2031,NORMAL,Government ZC Bonds - Obligations,321.8849830967676,0.0046174722326282475,-0.9963909801842477,0.02,-1.0163909801842477,-327.1609934763136,0.0,-327.1609934763136,-5.276010379545994,339639.50230249116,,,,,,,,
2032,ASK,Emerging Markets - Equities,42576.63,0.5817584613442298,-0.9926800915625008,0.02,-1.0126800915625007,-43116.505566822714,-7329.805946359862,-35786.69962046285,6789.930379537145,382603.8993437562,,,,,,,,
2032,NORMAL,Emerging Markets - Equities,24314.61,0.3322299134944458,-0.9926800915625008,0.02,-1.0126800915625007,-24622.921481106496,0.0,-24622.921481106496,-308.3114811064952,382603.8993437562,,,,,,,,
2032,ASK,Developed Markets - Equities,387.77,0.00529841085486221,-0.9959185745485454,0.02,-1.0159185745485453,-393.9427456526894,-66.9702667609572,-326.9724788917322,60.7975211082678,382603.8993437562,,,,,,,,
2032,NORMAL,Developed Markets - Equities,221.45,0.003025848012505445,-0.9959185745485454,0.02,-1.0159185745485453,-224.97516833377534,0.0,-224.97516833377534,-3.5251683337753548,382603.8993437562,,,,,,,,
2032,NORMAL,Emerging Markets State - Obligations,2511.6257595474403,0.03431834641085618,-0.9972008748796904,0.02,-1.0172008748796904,-2554.827919982023,0.0,-2554.827919982023,-43.202160434582765,382603.8993437562,,,,,,,,
2032,NORMAL,High Yield Bonds - Obligations,1845.0141370581503,0.02520990002105149,-0.9971849492920805,0.02,-1.0171849492920804,-1876.720611446666,0.0,-1876.720611446666,-31.706474388515744,382603.8993437562,,,,,,,,
