Year,Account,Asset,Invested,Weight,Return (Nominal),Inflation Rate,Return (Inflation Adjusted),Gross Gain,Tax,Net Gain,End Value,ASK_Cap,ASK_Return,ASK_Return_MAX,ASK_Cap_Full,Goal,Redeemed Amount,Allocated Value,Goal Value,Utility (Keep),Utility (Redeem),Utility Δ,Redeemed,Path_ID
2059,NORMAL,Government ZC Bonds - Obligations,13874.461106905077,0.006622214348871878,-0.01717434985991351,0.02,-0.03717434985991351,-515.774071305852,-196.23559766710758,-319.5384736387444,13554.922633266333,166200.0,27131.102962724835,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,ASK,Emerging Markets - Equities,58470.76,0.024591352715849082,0.3686219268648632,0.02,0.3486219268648632,20384.18901645297,3465.312132797005,16918.876883655965,75389.63688365597,166200.0,22922.41369570003,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,NORMAL,Emerging Markets - Equities,513004.27,0.21575688341158344,0.3686219268648632,0.02,0.3486219268648632,178844.5370973025,68068.15445150934,110776.38264579316,623780.6526457932,166200.0,0.0,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,ASK,Developed Markets - Equities,174238.26,0.07328029442845994,0.06151313771143507,0.02,0.04151313771143507,7233.17688198082,1229.6400699367396,6003.536812044081,180241.79681204408,166200.0,22922.41369570003,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,NORMAL,Developed Markets - Equities,1528712.34,0.642938527804513,0.06151313771143507,0.02,0.04151313771143507,63461.645891590044,24153.47532782369,39308.170563766354,1568020.5105637664,166200.0,16918.87688365597,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,NORMAL,Emerging Markets State - Obligations,12401.539970924152,0.00521578039424657,0.2571132386923234,0.02,0.2371132386923234,2940.569307278127,1119.179422708765,1821.3898845693618,14222.929855493514,166200.0,22922.41369570003,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,NORMAL,High Yield Bonds - Obligations,49509.56437620913,0.020822495900231077,0.1797601585327582,0.02,0.1597601585327582,7909.655853630968,3010.411640419953,4899.2442132110145,54408.80858942014,166200.0,22922.41369570003,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,NORMAL,Investment Grade Bonds - Obligations,25631.54112546013,0.010779991032560231,0.1232403943325937,0.02,0.1032403943325937,2646.210413144596,1007.1465532946125,1639.0638598499831,27270.604985310114,166200.0,22922.41369570003,66509.02497730029,232709.0249773003,,,,,,,,,1
2060,NORMAL,Government ZC Bonds - Obligations,15727.678049511558,0.006614671646423888,0.09466402992854817,0.02,0.07466402992854816,1174.2918245953024,446.9349670110967,727.3568575842057,16455.034907095764,166200.0,22922.41369570003,66509.02497730029,232709.0249773003,,,,,,,,,1
2061,ASK,Emerging Markets - Equities,59818.68,0.022484765708445025,0.4742247743063885,0.02,0.45422477430638847,27171.12642230608,4619.091491792034,22552.034930514044,82370.71493051405,166200.0,48200.584143845976,66509.02497730029,232709.0249773003,,,,,,,,,1
2061,NORMAL,Emerging Markets - Equities,585907.24,0.22023199138265287,0.4742247743063885,0.02,0.45422477430638847,266133.583853479,107087.4139327123,159046.16992076673,744953.4099207667,166200.0,0.0,66509.02497730029,232709.0249773003,,,,,,,,,1
2061,ASK,Developed Markets - Equities,172890.34,0.06498636860849155,0.1987368023111451,0.02,0.1787368023111451,30901.866522086668,5253.317308754734,25648.549213331935,198538.88921333192,166200.0,48200.584143845976,66509.02497730029,232709.0249773003,,,,,,,,,1
