Year,Asset,Weight,Allocation (%),Invested Amt (DKK),Path_ID
2025,Emerging Markets - Equities,0.06995984167592094,7.0,0.0,0
2025,Developed Markets - Equities,0.35101809860324823,35.1,0.0,0
2025,Emerging Markets State - Obligations,0.23144641100423655,23.14,0.0,0
2025,High Yield Bonds - Obligations,0.09726540297918973,9.73,0.0,0
2025,Investment Grade Bonds - Obligations,0.15791087612407256,15.79,0.0,0
2025,Government ZC Bonds - Obligations,0.09239936961333207,9.24,0.0,0
2026,Emerging Markets - Equities,0.984599185071118,98.46,55722.12534749593,0
2026,Developed Markets - Equities,0.0022160810379124067,0.22,125.41625795256438,0
2026,Emerging Markets State - Obligations,5.561734479148923e-05,0.01,3.147592142017071,0
2026,High Yield Bonds - Obligations,0.004000555351086175,0.4,226.4062880741851,0
2026,Investment Grade Bonds - Obligations,0.005124676480500322,0.51,290.0244785304969,0
2026,Government ZC Bonds - Obligations,0.0040038847145919595,0.4,226.59470912247522,0
2027,Emerging Markets - Equities,0.3358036684622354,33.58,37786.01938273398,0
2027,Developed Markets - Equities,0.0007534508547550204,0.08,84.7814103165833,0
2027,Emerging Markets State - Obligations,0.004217670702627069,0.42,474.58977339128853,0
2027,High Yield Bonds - Obligations,0.0012195734260786902,0.12,137.2314523170826,0
2027,Investment Grade Bonds - Obligations,0.0026178676514075415,0.26,294.5733090722387,0
2027,Government ZC Bonds - Obligations,0.6553877689028963,65.54,73746.94580430601,0
2028,Emerging Markets - Equities,0.5565794468243803,55.66,92704.40418558742,0
2028,Developed Markets - Equities,0.0015887595196855905,0.16,264.6253028331931,0
2028,Emerging Markets State - Obligations,0.0012824821975685773,0.13,213.611459572513,0
2028,High Yield Bonds - Obligations,0.0022557840883572974,0.23,375.72555198660893,0
2028,Investment Grade Bonds - Obligations,0.002313399235735457,0.23,385.32198595525745,0
2028,Government ZC Bonds - Obligations,0.43598012813427284,43.6,72617.26649456541,0
2029,Emerging Markets - Equities,0.6884098989915175,68.84,163336.2910255547,0
2029,Developed Markets - Equities,0.001414510742301349,0.14,335.61536317500486,0
2029,Emerging Markets State - Obligations,0.0027510580840324874,0.28,652.7326589870436,0
2029,High Yield Bonds - Obligations,0.002806369079257244,0.28,665.8560798242202,0
2029,Investment Grade Bonds - Obligations,0.0005230375456684595,0.05,124.09904753221457,0
2029,Government ZC Bonds - Obligations,0.3040951255572228,30.41,72151.44639876709,0
2030,Emerging Markets - Equities,0.7202380528513175,72.02,198586.73878155657,0
2030,Developed Markets - Equities,0.0016655507033014499,0.17,459.23189025426655,0
2030,Emerging Markets State - Obligations,0.0037573300587175973,0.38,1035.9851439849915,0
2030,High Yield Bonds - Obligations,0.002315854340120598,0.23,638.5360494033803,0
2030,Investment Grade Bonds - Obligations,0.0017357162561325522,0.17,478.57819979230214,0
2030,Government ZC Bonds - Obligations,0.2702874957904103,27.03,74524.68265173958,0
2031,Emerging Markets - Equities,0.7731968474830153,77.32,277228.56362063106,0
2031,Developed Markets - Equities,0.0021540154089548023,0.22,772.3189764484439,0
2031,Emerging Markets State - Obligations,0.003135111878408014,0.31,1124.0896359967694,0
2031,High Yield Bonds - Obligations,0.001126769556718772,0.11,404.00152530040174,0
2031,Investment Grade Bonds - Obligations,0.0007212243291937109,0.07,258.5938955668308,0
